survey,mode_incl_hov,PM_Peak,area,area_dest,count,count_moe,sample_size
2017_2019,NA,Not PM Peak,Southeast Seattle,Downtown/Lake Union,94.82284356,52.50885347,14
2017_2019,NA,Not PM Peak,Southeast Seattle,Southeast Seattle,73.79119039,30.74843414,16
2017_2019,NA,Not PM Peak,Southeast Seattle,Not Seattle,220.3682087,256.3284899,2
2017_2019,NA,Not PM Peak,West Seattle,Downtown/Lake Union,5.007082132,8.236650107,1
2017_2019,NA,Not PM Peak,West Seattle,Duwamish,46.28601252,43.95913211,3
2017_2019,NA,Not PM Peak,West Seattle,West Seattle,32.81227379,53.97619038,1
2017_2019,NA,Not PM Peak,West Seattle,Not Seattle,110.6202681,181.970341,1
2017_2019,NA,Not PM Peak,Not Seattle,Downtown/Lake Union,46.14560594,37.51426616,6
2017_2019,NA,Not PM Peak,Not Seattle,Magnolia/Queen Anne,0.577692801,0.950304658,1
2017_2019,NA,Not PM Peak,Not Seattle,Northeast Seattle,69.47990574,112.463954,2
2017_2019,NA,Not PM Peak,Not Seattle,Northwest Seattle,0.577692801,0.950304658,1
2017_2019,NA,Not PM Peak,Not Seattle,Not Seattle,9739.516401,3559.352937,97
2017_2019,NA,PM Peak,Capitol Hill/Central District,Capitol Hill/Central District,201.4707167,132.0427885,27
2017_2019,NA,PM Peak,Capitol Hill/Central District,Northeast Seattle,4.247731207,6.987517836,1
2017_2019,NA,PM Peak,Capitol Hill/Central District,Not Seattle,68.35795402,112.4488344,1
2017_2019,NA,PM Peak,Downtown/Lake Union,Capitol Hill/Central District,57.94378061,22.6471668,20
2017_2019,NA,PM Peak,Downtown/Lake Union,Downtown/Lake Union,122.8553946,45.2187575,32
2017_2019,NA,PM Peak,Downtown/Lake Union,Duwamish,15.48412648,15.07540553,6
2017_2019,NA,PM Peak,Downtown/Lake Union,Magnolia/Queen Anne,221.2405362,257.3431661,2
2017_2019,NA,PM Peak,Downtown/Lake Union,Northeast Seattle,5.031545143,5.205882828,3
2017_2019,NA,PM Peak,Downtown/Lake Union,Northwest Seattle,323.5235808,274.703537,15
2017_2019,NA,PM Peak,Downtown/Lake Union,Southeast Seattle,94.91478495,52.431351,14
2017_2019,NA,PM Peak,Downtown/Lake Union,West Seattle,10.14912532,10.30456803,3
2017_2019,NA,PM Peak,Downtown/Lake Union,Not Seattle,26.39419584,30.70127221,2
2017_2019,NA,PM Peak,Duwamish,Downtown/Lake Union,1.989206598,3.272244854,1
2017_2019,NA,PM Peak,Duwamish,Duwamish,14.82003504,15.27904834,3
2017_2019,NA,PM Peak,Duwamish,West Seattle,46.28601252,43.95913211,3
2017_2019,NA,PM Peak,Magnolia/Queen Anne,Capitol Hill/Central District,4.247731207,6.987517836,1
2017_2019,NA,PM Peak,Magnolia/Queen Anne,Duwamish,4.577126684,7.529373394,1
2017_2019,NA,PM Peak,Magnolia/Queen Anne,Magnolia/Queen Anne,20.3443187,16.8084633,4
2017_2019,NA,PM Peak,Magnolia/Queen Anne,Northeast Seattle,9.805142179,11.40517184,2
2017_2019,NA,PM Peak,Magnolia/Queen Anne,Northwest Seattle,14.70729445,12.17924191,4
2017_2019,NA,PM Peak,Northeast Seattle,Downtown/Lake Union,8.143181714,8.285489871,3
2017_2019,NA,PM Peak,Northeast Seattle,Magnolia/Queen Anne,17.31294696,14.41029951,4
2017_2019,NA,PM Peak,Northeast Seattle,Northeast Seattle,65.43484368,45.04900323,21
2017_2019,NA,PM Peak,Northeast Seattle,Northwest Seattle,94.75984791,49.7690921,21
2017_2019,NA,PM Peak,Northeast Seattle,Not Seattle,1.188304631,1.954761119,1
2017_2019,NA,PM Peak,Northwest Seattle,Capitol Hill/Central District,1.113123921,1.294766498,2
2017_2019,NA,PM Peak,Northwest Seattle,Duwamish,4.577126684,7.529373394,1
2017_2019,NA,PM Peak,Northwest Seattle,Magnolia/Queen Anne,44.02949772,41.05541602,6
2017_2019,NA,PM Peak,Northwest Seattle,Northeast Seattle,49.04662564,44.82251591,7
2017_2019,NA,PM Peak,Northwest Seattle,Northwest Seattle,1143.098901,649.9844309,28
2017_2019,NA,PM Peak,Northwest Seattle,Not Seattle,16.87716839,25.93066482,3
2017_2019,NA,PM Peak,Southeast Seattle,Capitol Hill/Central District,9.662152433,9.23565125,3
2017_2019,NA,PM Peak,Southeast Seattle,Southeast Seattle,145.0920777,182.4453773,9
2017_2019,NA,PM Peak,West Seattle,West Seattle,10.587982,8.067452517,5
2017_2019,NA,PM Peak,Not Seattle,Capitol Hill/Central District,0.556561961,0.915544425,1
2017_2019,NA,PM Peak,Not Seattle,Downtown/Lake Union,14.6071929,15.44215699,3
2017_2019,NA,PM Peak,Not Seattle,Magnolia/Queen Anne,4.247731207,6.987517836,1
2017_2019,NA,PM Peak,Not Seattle,Northeast Seattle,136.764438,180.667875,6
2017_2019,NA,PM Peak,Not Seattle,Northwest Seattle,508.4009666,447.2616446,7
2017_2019,NA,PM Peak,Not Seattle,Southeast Seattle,220.3682087,256.3284899,2
2017_2019,NA,PM Peak,Not Seattle,Not Seattle,2883.591978,949.5119125,58
