,geography,value,geography_group
17,53033001701.0,453554.0944227006,Census2010Tract
18,53033001702.0,408917.36253776436,Census2010Tract
19,53033001800.0,524836.8734835355,Census2010Tract
20,53033001900.0,460129.5392857143,Census2010Tract
21,53033002000.0,494454.85833333334,Census2010Tract
22,53033002100.0,411010.86299033544,Census2010Tract
23,53033002200.0,175426.66404543468,Census2010Tract
24,53033002400.0,272036.1930926217,Census2010Tract
25,53033002500.0,456952.3475851148,Census2010Tract
26,53033002600.0,515055.2347670251,Census2010Tract
27,53033002700.0,502881.1047456178,Census2010Tract
28,53033002800.0,530142.215840667,Census2010Tract
29,53033002900.0,448418.98208802455,Census2010Tract
30,53033003000.0,441582.3974213121,Census2010Tract
31,53033003100.0,407944.9847753435,Census2010Tract
32,53033003200.0,420660.5430534679,Census2010Tract
33,53033003300.0,479511.618137121,Census2010Tract
34,53033003400.0,503803.2451361868,Census2010Tract
35,53033003500.0,524071.51460435474,Census2010Tract
36,53033003600.0,567416.0368631134,Census2010Tract
37,53033003800.0,453169.47708138445,Census2010Tract
38,53033003900.0,347586.32680851064,Census2010Tract
39,53033004000.0,304385.8897869214,Census2010Tract
40,53033004100.0,279405.2010309278,Census2010Tract
41,53033004200.0,440994.0028284098,Census2010Tract
42,53033004301.0,506310.88,Census2010Tract
43,53033004302.0,566358.6603310852,Census2010Tract
44,53033004400.0,611714.2363924051,Census2010Tract
45,53033004500.0,533846.6253547777,Census2010Tract
46,53033004600.0,471757.8306951136,Census2010Tract
47,53033004700.0,520321.0130877363,Census2010Tract
48,53033004800.0,534518.6587537092,Census2010Tract
49,53033004900.0,569870.7908924365,Census2010Tract
50,53033005000.0,563462.4838850175,Census2010Tract
51,53033005100.0,546350.271686747,Census2010Tract
52,53033005200.0,670192.1748994831,Census2010Tract
53,53033005301.0,724240.1816386969,Census2010Tract
54,53033005302.0,725839.3302752294,Census2010Tract
55,53033005400.0,555300.3043824701,Census2010Tract
56,53033005600.0,259209.94864160774,Census2010Tract
57,53033005700.0,274069.4767812832,Census2010Tract
58,53033005801.0,416783.1821917808,Census2010Tract
59,53033005802.0,467006.5385109114,Census2010Tract
60,53033005900.0,488409.9415730337,Census2010Tract
61,53033006000.0,544297.7476601872,Census2010Tract
62,53033006100.0,612289.368048859,Census2010Tract
63,53033006200.0,659790.5643440051,Census2010Tract
64,53033006300.0,376012.90333716915,Census2010Tract
65,53033006400.0,622078.785935085,Census2010Tract
66,53033006500.0,549569.3155625245,Census2010Tract
67,53033006600.0,584963.9231060606,Census2010Tract
68,53033006700.0,591201.0654870183,Census2010Tract
69,53033006800.0,510131.5206662554,Census2010Tract
70,53033006900.0,491787.98583180987,Census2010Tract
71,53033007000.0,566118.7491200626,Census2010Tract
72,53033007100.0,607378.5008370535,Census2010Tract
73,53033007200.0,701528.8290182678,Census2010Tract
74,53033007300.0,684351.7193053312,Census2010Tract
75,53033007401.0,635598.305758313,Census2010Tract
76,53033007402.0,730039.3830570902,Census2010Tract
77,53033007500.0,632422.6578245173,Census2010Tract
78,53033007600.0,622127.127912088,Census2010Tract
79,53033007700.0,589124.7801778907,Census2010Tract
80,53033007800.0,444925.9655172414,Census2010Tract
81,53033007900.0,588706.0342679127,Census2010Tract
82,53033008001.0,693976.4993542832,Census2010Tract
83,53033008002.0,732714.1507276507,Census2010Tract
84,53033008100.0,787642.3327640194,Census2010Tract
85,53033008200.0,758415.293765743,Census2010Tract
86,53033008300.0,718867.770085902,Census2010Tract
87,53033008400.0,709023.7394781145,Census2010Tract
88,53033008500.0,673879.4429923389,Census2010Tract
89,53033008600.0,591718.6948757764,Census2010Tract
90,53033008700.0,573670.9725658956,Census2010Tract
91,53033008800.0,527660.1090458488,Census2010Tract
92,53033008900.0,494391.9256584537,Census2010Tract
93,53033009000.0,581458.7288790724,Census2010Tract
94,53033009100.0,750944.0120048019,Census2010Tract
95,53033009200.0,806536.987012987,Census2010Tract
96,53033009300.0,627810.9137614679,Census2010Tract
97,53033009400.0,602193.4546444122,Census2010Tract
98,53033009500.0,470064.01520771516,Census2010Tract
99,53033009600.0,206286.3009065551,Census2010Tract
100,53033009701.0,176754.25606837607,Census2010Tract
101,53033009702.0,265304.7200509771,Census2010Tract
102,53033009800.0,382114.319552378,Census2010Tract
103,53033009900.0,484309.4913705584,Census2010Tract
104,53033010001.0,496857.74474474473,Census2010Tract
105,53033010002.0,604237.7006911217,Census2010Tract
106,53033010100.0,449381.9517450683,Census2010Tract
107,53033010200.0,240695.58944723618,Census2010Tract
108,53033010300.0,448909.42461340205,Census2010Tract
109,53033010401.0,433353.1621621622,Census2010Tract
110,53033010402.0,455745.47961630695,Census2010Tract
111,53033010500.0,452224.9992019154,Census2010Tract
112,53033010600.0,330528.63547449117,Census2010Tract
113,53033010701.0,381021.9312581064,Census2010Tract
114,53033010702.0,331031.078125,Census2010Tract
115,53033010800.0,304028.36095346196,Census2010Tract
116,53033010900.0,462601.91386861313,Census2010Tract
117,53033011001.0,435743.6012345679,Census2010Tract
118,53033011002.0,385408.95810705976,Census2010Tract
119,53033011101.0,394302.18405394687,Census2010Tract
120,53033011102.0,365373.1901025951,Census2010Tract
121,53033011200.0,115512.12971014493,Census2010Tract
122,53033011300.0,144672.79303361685,Census2010Tract
123,53033011401.0,338558.67585818795,Census2010Tract
124,53033011402.0,234836.81911447085,Census2010Tract
125,53033011500.0,306037.65392561984,Census2010Tract
126,53033011600.0,238176.63488910955,Census2010Tract
127,53033011700.0,228216.85657370518,Census2010Tract
128,53033011800.0,250411.26478679504,Census2010Tract
129,53033011900.0,92210.81151419558,Census2010Tract
130,53033012000.0,99717.31667792033,Census2010Tract
131,53033012100.0,63113.53078202995,Census2010Tract
132,53033020100.0,20128.53168469861,Census2010Tract
133,53033020200.0,55145.439643652564,Census2010Tract
134,53033020300.0,225624.19854058986,Census2010Tract
135,53033020401.0,32095.84803256445,Census2010Tract
136,53033020402.0,27145.644724977457,Census2010Tract
137,53033020500.0,42455.555786555786,Census2010Tract
138,53033020600.0,128552.05538922155,Census2010Tract
139,53033020700.0,301834.8415841584,Census2010Tract
140,53033020800.0,33758.94332210999,Census2010Tract
141,53033020900.0,291326.88096885814,Census2010Tract
142,53033021000.0,238969.17021276595,Census2010Tract
143,53033021100.0,121734.94911097486,Census2010Tract
144,53033021300.0,181805.3673587082,Census2010Tract
145,53033021400.0,71554.65988779804,Census2010Tract
146,53033021500.0,35301.4772462077,Census2010Tract
147,53033021600.0,39217.8215892054,Census2010Tract
148,53033021700.0,52867.94363791631,Census2010Tract
149,53033021802.0,34791.15167785235,Census2010Tract
150,53033021803.0,37662.63810352327,Census2010Tract
151,53033021804.0,58650.96866606983,Census2010Tract
152,53033021903.0,105560.83185499422,Census2010Tract
153,53033021904.0,52361.50339425587,Census2010Tract
154,53033021905.0,47460.166898470095,Census2010Tract
155,53033021906.0,32442.055040197898,Census2010Tract
156,53033022001.0,31738.713228492135,Census2010Tract
157,53033022003.0,52667.06103051526,Census2010Tract
158,53033022005.0,101953.35371976267,Census2010Tract
159,53033022006.0,58145.097669256385,Census2010Tract
160,53033022101.0,12452.76025236593,Census2010Tract
161,53033022102.0,12036.101491300746,Census2010Tract
162,53033022201.0,15578.2517281106,Census2010Tract
163,53033022202.0,45164.42427958308,Census2010Tract
164,53033022203.0,20189.036408977558,Census2010Tract
165,53033022300.0,192.37297297297297,Census2010Tract
166,53033022400.0,94508.80716029293,Census2010Tract
167,53033022500.0,282694.95019920316,Census2010Tract
168,53033022603.0,57858.53538584566,Census2010Tract
169,53033022604.0,117015.8635371179,Census2010Tract
170,53033022605.0,128638.67193195625,Census2010Tract
171,53033022606.0,146185.69024696527,Census2010Tract
172,53033022701.0,308923.63997728564,Census2010Tract
173,53033022702.0,491004.3778571429,Census2010Tract
174,53033022703.0,110992.87082884823,Census2010Tract
175,53033022801.0,203102.9959871589,Census2010Tract
176,53033022802.0,211489.67416829747,Census2010Tract
177,53033022803.0,321901.4443219405,Census2010Tract
178,53033022901.0,138688.40572556763,Census2010Tract
179,53033022902.0,94098.8395393474,Census2010Tract
180,53033023000.0,149377.40842105262,Census2010Tract
181,53033023100.0,133836.21984838042,Census2010Tract
182,53033023201.0,285028.4490792935,Census2010Tract
183,53033023202.0,228641.44367325146,Census2010Tract
184,53033023300.0,133472.17492049068,Census2010Tract
185,53033023401.0,305048.2303030303,Census2010Tract
186,53033023403.0,34629.616522811346,Census2010Tract
187,53033023404.0,24578.957236842107,Census2010Tract
188,53033023500.0,114782.36083824493,Census2010Tract
189,53033023601.0,264630.7120535714,Census2010Tract
190,53033023603.0,205424.3214013709,Census2010Tract
191,53033023604.0,204058.68609688853,Census2010Tract
192,53033023700.0,281290.81571815716,Census2010Tract
193,53033023801.0,328443.17260894174,Census2010Tract
194,53033023803.0,488428.2179850554,Census2010Tract
195,53033023804.0,461209.676041933,Census2010Tract
196,53033023900.0,264497.25889397674,Census2010Tract
197,53033024000.0,235111.18323249783,Census2010Tract
198,53033024100.0,497506.82855280314,Census2010Tract
199,53033024200.0,427299.45192307694,Census2010Tract
200,53033024300.0,389528.23446999735,Census2010Tract
201,53033024400.0,181406.77226376615,Census2010Tract
202,53033024500.0,59712.396941896026,Census2010Tract
203,53033024601.0,32213.229943145925,Census2010Tract
204,53033024602.0,6480.080906148867,Census2010Tract
205,53033024701.0,112451.67770876466,Census2010Tract
206,53033024702.0,17461.97254632807,Census2010Tract
207,53033024800.0,243748.06796941377,Census2010Tract
208,53033024901.0,44500.069483046136,Census2010Tract
209,53033024902.0,25939.617603550298,Census2010Tract
210,53033024903.0,1566.3526936026935,Census2010Tract
211,53033025001.0,35749.5851742759,Census2010Tract
212,53033025003.0,1505.1494342567305,Census2010Tract
213,53033025005.0,24145.180846515606,Census2010Tract
214,53033025006.0,234.69987849331713,Census2010Tract
215,53033025101.0,29569.990706319702,Census2010Tract
216,53033025102.0,10059.956671251719,Census2010Tract
217,53033025200.0,26569.17025862069,Census2010Tract
218,53033025301.0,84780.75351901767,Census2010Tract
219,53033025302.0,156099.63566701498,Census2010Tract
220,53033025400.0,31942.380922098568,Census2010Tract
221,53033025500.0,34500.72043568465,Census2010Tract
222,53033025601.0,18791.831735378717,Census2010Tract
223,53033025602.0,4669.031790556335,Census2010Tract
224,53033025701.0,42957.124833110815,Census2010Tract
225,53033025702.0,10673.101080246914,Census2010Tract
226,53033025803.0,13458.675,Census2010Tract
227,53033025804.0,12591.411947245928,Census2010Tract
228,53033025805.0,37680.33755274262,Census2010Tract
229,53033025806.0,65893.71136241249,Census2010Tract
230,53033026001.0,55152.877772301625,Census2010Tract
231,53033026002.0,167009.87529650965,Census2010Tract
232,53033026100.0,116601.81404174573,Census2010Tract
233,53033026200.0,229578.9796819788,Census2010Tract
234,53033026300.0,44094.942307692305,Census2010Tract
235,53033026400.0,42169.03085059497,Census2010Tract
236,53033026500.0,89550.84019539428,Census2010Tract
237,53033026600.0,151358.09722222222,Census2010Tract
238,53033026700.0,50856.96019184652,Census2010Tract
239,53033026801.0,95069.41842610364,Census2010Tract
240,53033026802.0,56174.43594836147,Census2010Tract
241,53033027000.0,82707.4307178631,Census2010Tract
242,53033027100.0,89931.92325056433,Census2010Tract
243,53033027200.0,103390.06919642857,Census2010Tract
244,53033027300.0,111391.1967951928,Census2010Tract
245,53033027400.0,112521.4022082019,Census2010Tract
246,53033027500.0,75086.70710212545,Census2010Tract
247,53033027600.0,24167.151679306608,Census2010Tract
248,53033027701.0,0.0,Census2010Tract
249,53033027702.0,0.0,Census2010Tract
250,53033027800.0,7903.709254143647,Census2010Tract
251,53033027900.0,124340.03266787659,Census2010Tract
252,53033028000.0,153684.80299089727,Census2010Tract
253,53033028100.0,164627.0502994012,Census2010Tract
254,53033028200.0,178756.49765013054,Census2010Tract
255,53033028300.0,89553.34639830509,Census2010Tract
256,53033028402.0,128496.62581699346,Census2010Tract
257,53033028403.0,111846.66601024025,Census2010Tract
258,53033028500.0,67426.25174418604,Census2010Tract
259,53033028600.0,27919.981914091935,Census2010Tract
260,53033028700.0,53565.90516332982,Census2010Tract
261,53033028801.0,63540.41213653603,Census2010Tract
262,53033028802.0,78028.3106625713,Census2010Tract
263,53033028901.0,54029.082904884315,Census2010Tract
264,53033028902.0,64238.866518847004,Census2010Tract
265,53033029001.0,29873.6687211094,Census2010Tract
266,53033029003.0,55584.122362869195,Census2010Tract
267,53033029004.0,62852.12229679344,Census2010Tract
268,53033029101.0,53507.550935550935,Census2010Tract
269,53033029102.0,33157.38914626076,Census2010Tract
270,53033029203.0,127605.69773817684,Census2010Tract
271,53033029204.0,61577.430149960535,Census2010Tract
272,53033029205.0,108091.51427276846,Census2010Tract
273,53033029206.0,117406.31496062993,Census2010Tract
274,53033029303.0,40299.98497854077,Census2010Tract
275,53033029304.0,2902.7914847161574,Census2010Tract
276,53033029305.0,36946.378074490516,Census2010Tract
277,53033029306.0,31566.413721413723,Census2010Tract
278,53033029307.0,201.80476556495003,Census2010Tract
279,53033029403.0,42960.57312840853,Census2010Tract
280,53033029405.0,2303.522459893048,Census2010Tract
281,53033029406.0,1962.6205438066465,Census2010Tract
282,53033029407.0,46347.85308641975,Census2010Tract
283,53033029408.0,25943.158095238094,Census2010Tract
284,53033029502.0,18651.774953789278,Census2010Tract
285,53033029503.0,44273.11325065274,Census2010Tract
286,53033029504.0,48768.76623950508,Census2010Tract
287,53033029601.0,12030.265185856755,Census2010Tract
288,53033029602.0,7673.388401559454,Census2010Tract
289,53033029700.0,46975.1668249446,Census2010Tract
290,53033029801.0,28499.012757605495,Census2010Tract
291,53033029802.0,5822.286970684039,Census2010Tract
292,53033029901.0,11064.85049833887,Census2010Tract
293,53033029902.0,2501.5173000567215,Census2010Tract
294,53033030003.0,47622.46403616934,Census2010Tract
295,53033030004.0,49316.659326832334,Census2010Tract
296,53033030005.0,30852.89249054565,Census2010Tract
297,53033030006.0,62302.793103448275,Census2010Tract
298,53033030100.0,10284.440830449827,Census2010Tract
299,53033030201.0,21627.008216529724,Census2010Tract
300,53033030202.0,38046.28380881808,Census2010Tract
301,53033030304.0,24986.791383219956,Census2010Tract
302,53033030305.0,5384.377009254749,Census2010Tract
303,53033030306.0,8434.577239958806,Census2010Tract
304,53033030308.0,31483.700850873265,Census2010Tract
305,53033030309.0,22710.892197986577,Census2010Tract
306,53033030310.0,22724.073634204276,Census2010Tract
307,53033030311.0,25571.68012232416,Census2010Tract
308,53033030312.0,20457.218477629285,Census2010Tract
309,53033030313.0,40174.88025545503,Census2010Tract
310,53033030314.0,35494.784712799636,Census2010Tract
311,53033030401.0,12087.612841091493,Census2010Tract
312,53033030403.0,22295.826158940396,Census2010Tract
313,53033030404.0,5309.188379204893,Census2010Tract
314,53033030501.0,50785.18467583497,Census2010Tract
315,53033030503.0,42650.48778320746,Census2010Tract
316,53033030504.0,39288.24724986904,Census2010Tract
317,53033030600.0,44524.87375886525,Census2010Tract
318,53033030700.0,38145.64117647059,Census2010Tract
319,53033030801.0,19813.451735817103,Census2010Tract
320,53033030802.0,30775.069868995633,Census2010Tract
321,53033030901.0,5697.305770887167,Census2010Tract
322,53033030902.0,3665.7149209486165,Census2010Tract
323,53033031000.0,5521.174925373134,Census2010Tract
324,53033031100.0,12558.302696543866,Census2010Tract
325,53033031202.0,0.0,Census2010Tract
326,53033031204.0,0.0,Census2010Tract
327,53033031205.0,12780.61189069424,Census2010Tract
328,53033031206.0,15278.90005402485,Census2010Tract
329,53033031301.0,39.541887592788974,Census2010Tract
330,53033031302.0,2096.2225416906267,Census2010Tract
331,53033031400.0,4313.9633401222,Census2010Tract
332,53033031501.0,0.0,Census2010Tract
333,53033031502.0,922.4263929618768,Census2010Tract
334,53033031601.0,0.0,Census2010Tract
335,53033031603.0,16.705326032852167,Census2010Tract
336,53033031604.0,1594.928860613071,Census2010Tract
337,53033031605.0,0.0,Census2010Tract
338,53033031703.0,8132.742493818439,Census2010Tract
339,53033031704.0,16245.370739381227,Census2010Tract
340,53033031705.0,0.0,Census2010Tract
341,53033031706.0,5181.067304155939,Census2010Tract
342,53033031800.0,0.0,Census2010Tract
343,53033031903.0,2698.2690794649884,Census2010Tract
344,53033031904.0,162.20570948782535,Census2010Tract
345,53033031906.0,59.29169728141073,Census2010Tract
346,53033031907.0,1118.583973655324,Census2010Tract
347,53033031908.0,1982.899164345404,Census2010Tract
348,53033031909.0,2172.896817743491,Census2010Tract
349,53033032002.0,0.0,Census2010Tract
350,53033032003.0,62.12853185595568,Census2010Tract
351,53033032005.0,3930.322241681261,Census2010Tract
352,53033032006.0,1977.5460021905806,Census2010Tract
353,53033032007.0,1429.1344211344212,Census2010Tract
354,53033032008.0,2946.184401850628,Census2010Tract
355,53033032010.0,426.0023474178404,Census2010Tract
356,53033032011.0,3240.3612903225808,Census2010Tract
357,53033032102.0,0.0,Census2010Tract
358,53033032103.0,25001.391897478297,Census2010Tract
359,53033032104.0,15471.651257096513,Census2010Tract
360,53033032203.0,4525.001083423618,Census2010Tract
361,53033032207.0,3338.0365758754865,Census2010Tract
362,53033032208.0,10921.718666342176,Census2010Tract
363,53033032210.0,19731.35715558724,Census2010Tract
364,53033032211.0,9646.025719534598,Census2010Tract
365,53033032212.0,4401.111111111111,Census2010Tract
366,53033032213.0,0.0,Census2010Tract
367,53033032214.0,4707.90612244898,Census2010Tract
368,53033032215.0,126.7735495945103,Census2010Tract
369,53033032307.0,5511.196150320807,Census2010Tract
370,53033032309.0,254545.13213283443,Census2010Tract
371,53033032311.0,1895.118905472637,Census2010Tract
372,53033032313.0,83758.49446494466,Census2010Tract
373,53033032315.0,0.0,Census2010Tract
374,53033032316.0,14477.239978621059,Census2010Tract
375,53033032317.0,10778.240681086056,Census2010Tract
376,53033032318.0,13093.026730310263,Census2010Tract
377,53033032319.0,44405.13162321279,Census2010Tract
378,53033032320.0,6454.030758714969,Census2010Tract
379,53033032321.0,6536.868776174965,Census2010Tract
380,53033032322.0,4329.903571428571,Census2010Tract
381,53033032323.0,20745.242982052463,Census2010Tract
382,53033032324.0,124416.70709793351,Census2010Tract
383,53033032325.0,67530.42452043369,Census2010Tract
384,53033032326.0,6983.285479901559,Census2010Tract
385,53033032327.0,0.0,Census2010Tract
386,53033032328.0,1681.3084112149534,Census2010Tract
387,53033032329.0,0.0,Census2010Tract
388,53033032401.0,0.0,Census2010Tract
389,53033032402.0,0.0,Census2010Tract
390,53033032500.0,0.0,Census2010Tract
391,53033032601.0,0.0,Census2010Tract
392,53033032602.0,2134.3491577335376,Census2010Tract
393,53033032702.0,1297.4619454619456,Census2010Tract
394,53033032703.0,4224.396457765668,Census2010Tract
395,53033032704.0,4851.394716394716,Census2010Tract
396,53033032800.0,0.0,Census2010Tract
397,53033990100.0,0.0,Census2010Tract
398,53035080101.0,7849.203821656051,Census2010Tract
399,53035080102.0,11002.805900621119,Census2010Tract
400,53035080200.0,8152.432605905006,Census2010Tract
401,53035080300.0,11683.069512195121,Census2010Tract
402,53035080400.0,11211.429274292743,Census2010Tract
403,53035080500.0,31309.022208121827,Census2010Tract
404,53035080600.0,20299.19683573755,Census2010Tract
405,53035080700.0,3594.998058252427,Census2010Tract
406,53035080800.0,237.0,Census2010Tract
407,53035080900.0,873.8300760043431,Census2010Tract
408,53035081000.0,6895.127001656543,Census2010Tract
409,53035081100.0,21623.13966942149,Census2010Tract
410,53035081200.0,26325.605697151423,Census2010Tract
411,53035081400.0,10184.0,Census2010Tract
412,53035090101.0,2.558008658008658,Census2010Tract
413,53035090102.0,204.26484375,Census2010Tract
414,53035090201.0,665.3060671722643,Census2010Tract
415,53035090202.0,772.1776251226693,Census2010Tract
416,53035090300.0,0.0,Census2010Tract
417,53035090400.0,90.03456221198157,Census2010Tract
418,53035090501.0,3595.777126099707,Census2010Tract
419,53035090502.0,4905.297786720322,Census2010Tract
420,53035090700.0,2382.071964017991,Census2010Tract
421,53035090800.0,1449.6086441681468,Census2010Tract
422,53035090900.0,3880.5127913587266,Census2010Tract
423,53035091000.0,3989.063961988304,Census2010Tract
424,53035091100.0,0.0,Census2010Tract
425,53035091201.0,3624.174585002862,Census2010Tract
426,53035091203.0,4204.273210489015,Census2010Tract
427,53035091204.0,5286.123745819398,Census2010Tract
428,53035091301.0,0.0,Census2010Tract
429,53035091302.0,0.8598665395614872,Census2010Tract
430,53035091400.0,212.85255920550037,Census2010Tract
431,53035091500.0,398.0559049615653,Census2010Tract
432,53035091600.0,1228.3249409913453,Census2010Tract
433,53035091700.0,100.47528517110266,Census2010Tract
434,53035091800.0,926.5379310344828,Census2010Tract
435,53035091900.0,2671.8602425015956,Census2010Tract
436,53035092000.0,0.0,Census2010Tract
437,53035092100.0,43.71320754716981,Census2010Tract
438,53035092200.0,6030.718376223269,Census2010Tract
439,53035092300.0,5844.017461669506,Census2010Tract
440,53035092400.0,4999.041067761807,Census2010Tract
441,53035092500.0,3972.0547445255474,Census2010Tract
442,53035092600.0,66.00655200655201,Census2010Tract
443,53035092701.0,0.0,Census2010Tract
444,53035092704.0,0.0,Census2010Tract
445,53035092801.0,1110.1446078431372,Census2010Tract
446,53035092802.0,0.0,Census2010Tract
447,53035092803.0,0.0,Census2010Tract
448,53035092901.0,0.0,Census2010Tract
449,53035092902.0,0.0,Census2010Tract
450,53035940000.0,0.0,Census2010Tract
451,53035940100.0,376.1363465160075,Census2010Tract
452,53035990100.0,0.0,Census2010Tract
453,53053060200.0,102445.21453287198,Census2010Tract
454,53053060300.0,17157.918011338857,Census2010Tract
455,53053060400.0,34689.692491060785,Census2010Tract
456,53053060500.0,49097.941106484235,Census2010Tract
457,53053060600.0,62906.878983308045,Census2010Tract
458,53053060700.0,70923.34967741935,Census2010Tract
459,53053060800.0,58405.49130434782,Census2010Tract
460,53053060903.0,19586.40499306519,Census2010Tract
461,53053060904.0,21933.397368421054,Census2010Tract
462,53053060905.0,38633.09108589951,Census2010Tract
463,53053060906.0,63868.29775280899,Census2010Tract
464,53053061001.0,46164.27530589544,Census2010Tract
465,53053061002.0,82421.91472172351,Census2010Tract
466,53053061100.0,82715.39729441082,Census2010Tract
467,53053061200.0,85720.04781077,Census2010Tract
468,53053061300.0,83199.85375275939,Census2010Tract
469,53053061400.0,93987.10450819672,Census2010Tract
470,53053061500.0,83089.52060555089,Census2010Tract
471,53053061601.0,106127.53627760253,Census2010Tract
472,53053061602.0,117857.006185567,Census2010Tract
473,53053061700.0,99639.61037689672,Census2010Tract
474,53053061800.0,76831.57404021938,Census2010Tract
475,53053061900.0,90828.39424280351,Census2010Tract
476,53053062000.0,62890.23995127893,Census2010Tract
477,53053062300.0,42428.32630410655,Census2010Tract
478,53053062400.0,82855.26894293733,Census2010Tract
479,53053062500.0,81844.25887573964,Census2010Tract
480,53053062600.0,80377.39877300613,Census2010Tract
481,53053062801.0,36319.35842162952,Census2010Tract
482,53053062802.0,33011.36568123393,Census2010Tract
483,53053062900.0,62276.4469433006,Census2010Tract
484,53053063000.0,41775.314310798945,Census2010Tract
485,53053063100.0,73183.69308176101,Census2010Tract
486,53053063200.0,75896.71960569551,Census2010Tract
487,53053063300.0,28513.317581097315,Census2010Tract
488,53053063400.0,61984.87550744249,Census2010Tract
489,53053063501.0,54995.65461346634,Census2010Tract
490,53053063502.0,33813.462573099416,Census2010Tract
491,53053070100.0,0.0,Census2010Tract
492,53053070203.0,0.0,Census2010Tract
493,53053070204.0,0.0,Census2010Tract
494,53053070205.0,0.0,Census2010Tract
495,53053070206.0,0.0,Census2010Tract
496,53053070207.0,0.0,Census2010Tract
497,53053070307.0,0.0,Census2010Tract
498,53053070308.0,229.7687969924812,Census2010Tract
499,53053070309.0,0.0,Census2010Tract
500,53053070310.0,0.0,Census2010Tract
501,53053070311.0,0.0,Census2010Tract
502,53053070312.0,1299.009319664492,Census2010Tract
503,53053070313.0,0.0,Census2010Tract
504,53053070314.0,402.9807692307692,Census2010Tract
505,53053070315.0,2262.827078384798,Census2010Tract
506,53053070316.0,3727.4121282348397,Census2010Tract
507,53053070401.0,68.06472919418758,Census2010Tract
508,53053070403.0,0.0,Census2010Tract
509,53053070404.0,0.0,Census2010Tract
510,53053070703.0,10767.014424951267,Census2010Tract
511,53053071100.0,361.1298969072165,Census2010Tract
512,53053071205.0,112.87313019390582,Census2010Tract
513,53053071206.0,14555.98320610687,Census2010Tract
514,53053071207.0,19496.31569207994,Census2010Tract
515,53053071208.0,18323.366549182952,Census2010Tract
516,53053071209.0,4325.0,Census2010Tract
517,53053071210.0,496.6008273009307,Census2010Tract
518,53053071304.0,18191.767631471666,Census2010Tract
