,geography_value,jobs_1_mile_walk,jobs_3_mile_bike,geography_group
2,1,91.29220443985545,1528.342798141456,elderly_geog_vs_50_percent
0,-1,,,english_geog_vs_reg_total
1,0,11567.93213390461,56151.969031551125,english_geog_vs_reg_total
2,1,6323.580845684016,42317.1243257578,english_geog_vs_reg_total
0,-1,,,english_geog_vs_50_percent
1,0,9609.179115197945,50984.68668498557,english_geog_vs_50_percent
0,-1,,,racial_geog_vs_reg_total
1,0,6234.902774442524,42566.222494303765,racial_geog_vs_reg_total
2,1,13776.03744114363,61380.55947730254,racial_geog_vs_reg_total
0,-1,,,racial_geog_vs_50_percent
1,0,10255.65174291352,50955.714127981024,racial_geog_vs_50_percent
2,1,7058.810544636806,51098.98494855523,racial_geog_vs_50_percent
0,-1,,,poverty_geog_vs_reg_total
1,0,8016.7958184407835,48149.13494289323,poverty_geog_vs_reg_total
2,1,11803.81719971318,54892.67156305001,poverty_geog_vs_reg_total
0,-1,,,poverty_geog_vs_50_percent
1,0,9446.336324432135,50813.92032243637,poverty_geog_vs_50_percent
2,1,16335.218073051177,58037.99989458705,poverty_geog_vs_50_percent
0,-1,,,disability_geog_vs_reg_total
1,0,8204.328727205018,58854.28121123253,disability_geog_vs_reg_total
2,1,11227.433247584027,41919.66170357372,disability_geog_vs_reg_total
0,-1,,,disability_geog_vs_50_percent
1,0,9609.179115197945,50984.68668498557,disability_geog_vs_50_percent
