table,variable,value,label,val_order
hh,broadband,,"Yes, my current residence has broadband service",1
hh,broadband,,"Broadband service is available where I live, but I DO NOT have broadband service at my residence",2
hh,broadband,,Broadband service is not available where I live,3
hh,broadband,,Don't know,4
hh,broadband,,Missing Response,5
hh,broadband,,N/A,6
hh,displaced,,Displaced,7
hh,displaced,,No Data,8
hh,displaced,,Not Displaced,9
hh,hh_race_category,,AANHPI non-Hispanic,10
hh,hh_race_category,,Black or African American non-Hispanic,11
hh,hh_race_category,,Hispanic,12
hh,hh_race_category,,Some Other Races non-Hispanic,13
hh,hh_race_category,,White non-Hispanic,14
hh,hh_race_category,,Missing Response,15
hh,hhgroup,,"Signup survey completed via browserMove, Diary completed via browserMove",16
hh,hhgroup,,"Signup survey completed via browserMove, Diary completed via call center",17
hh,hhgroup,,"Signup survey completed via browserMove, Diary completed via rMove",18
hh,hhgroup,,"Signup survey completed via call center, Diary completed via browserMove",19
hh,hhgroup,,"Signup survey completed via call center, Diary completed via call center",20
hh,hhgroup,,"Signup survey completed via call center, Diary completed via rMove",21
hh,hhgroup,,"Signup survey completed via rMove, Diary completed via browserMove",22
hh,hhgroup,,"Signup survey completed via rMove, Diary completed via call center",23
hh,hhgroup,,"Signup survey completed via rMove, Diary completed via rMove",24
hh,hhgroup,,rMove,25
hh,hhgroup,,rSurvey,26
hh,hhincome_broad,,"Under $25,000",27
hh,hhincome_broad,,"$25,000-$49,999",28
hh,hhincome_broad,,"$50,000-$74,999",29
hh,hhincome_broad,,"$75,000-$99,999",30
hh,hhincome_broad,,"$100,000 or more",31
hh,hhincome_broad,,"$100,000-$199,999",32
hh,hhincome_broad,,"$200,000 or more",33
hh,hhincome_broad,,Prefer not to answer,34
hh,hhincome_detailed,,"Under $10,000",35
hh,hhincome_detailed,,"$10,000-$24,999",36
hh,hhincome_detailed,,"$25,000-$34,999",37
hh,hhincome_detailed,,"$35,000-$49,999",38
hh,hhincome_detailed,,"$50,000-$74,999",39
hh,hhincome_detailed,,"$75,000-$99,999",40
hh,hhincome_detailed,,"$100,000-$149,999",41
hh,hhincome_detailed,,"$150,000-$199,999",42
hh,hhincome_detailed,,"$200,000-$249,999",43
hh,hhincome_detailed,,"$250,000 or more",44
hh,hhincome_detailed,,Prefer not to answer,45
hh,hhincome_followup,,"Under $25,000",46
hh,hhincome_followup,,"$25,000-$49,999",47
hh,hhincome_followup,,"$50,000-$74,999",48
hh,hhincome_followup,,"$75,000-$99,999",49
hh,hhincome_followup,,"$100,000 or more",50
hh,hhincome_followup,,"$100,000-$199,999",51
hh,hhincome_followup,,"$200,000 or more",52
hh,hhincome_followup,,Prefer not to answer,53
hh,hhincome_followup,,Missing: Skip Logic,54
hh,hhsize,,1 person,55
hh,hhsize,,2 people,56
hh,hhsize,,3 people,57
hh,hhsize,,4 people,58
hh,hhsize,,5 people,59
hh,hhsize,,6 people,60
hh,hhsize,,7 people,61
hh,hhsize,,8 people,62
hh,hhsize,,9 people,63
hh,hhsize,,10 people,64
hh,hhsize,,12 people,65
hh,hhsize,,11 people,66
hh,hhsize,,13 or more people,67
hh,home_county,,King County,68
hh,home_county,,Kitsap County,69
hh,home_county,,Pierce County,70
hh,home_county,,Snohomish County,71
hh,home_in_region,,No,72
hh,home_in_region,,Yes,73
hh,home_jurisdiction,,Algona,74
hh,home_jurisdiction,,Arlington,75
hh,home_jurisdiction,,Auburn,76
hh,home_jurisdiction,,Bainbridge Island,77
hh,home_jurisdiction,,Beaux Arts,78
hh,home_jurisdiction,,Bellevue,79
hh,home_jurisdiction,,Black Diamond,80
hh,home_jurisdiction,,Bonney Lake,81
hh,home_jurisdiction,,Bothell,82
hh,home_jurisdiction,,Bremerton,83
hh,home_jurisdiction,,Brier,84
hh,home_jurisdiction,,Buckley,85
hh,home_jurisdiction,,Burien,86
hh,home_jurisdiction,,Carnation,87
hh,home_jurisdiction,,Clyde Hill,88
hh,home_jurisdiction,,Covington,89
hh,home_jurisdiction,,Des Moines,90
hh,home_jurisdiction,,DuPont,91
hh,home_jurisdiction,,Duvall,92
hh,home_jurisdiction,,Eatonville,93
hh,home_jurisdiction,,Edgewood,94
hh,home_jurisdiction,,Edmonds,95
hh,home_jurisdiction,,Enumclaw,96
hh,home_jurisdiction,,Everett,97
hh,home_jurisdiction,,Federal Way,98
hh,home_jurisdiction,,Fife,99
hh,home_jurisdiction,,Fircrest,100
hh,home_jurisdiction,,Gig Harbor,101
hh,home_jurisdiction,,Gold Bar,102
hh,home_jurisdiction,,Granite Falls,103
hh,home_jurisdiction,,Index,104
hh,home_jurisdiction,,Issaquah,105
hh,home_jurisdiction,,Kenmore,106
hh,home_jurisdiction,,Kent,107
hh,home_jurisdiction,,Kirkland,108
hh,home_jurisdiction,,Lake Forest Park,109
hh,home_jurisdiction,,Lake Stevens,110
hh,home_jurisdiction,,Lakewood,111
hh,home_jurisdiction,,Lynnwood,112
hh,home_jurisdiction,,Maple Valley,113
hh,home_jurisdiction,,Marysville,114
hh,home_jurisdiction,,Medina,115
hh,home_jurisdiction,,Mercer Island,116
hh,home_jurisdiction,,Mill Creek,117
hh,home_jurisdiction,,Milton,118
hh,home_jurisdiction,,Monroe,119
hh,home_jurisdiction,,Mountlake Terrace,120
hh,home_jurisdiction,,Mukilteo,121
hh,home_jurisdiction,,Newcastle,122
hh,home_jurisdiction,,Normandy Park,123
hh,home_jurisdiction,,North Bend,124
hh,home_jurisdiction,,Orting,125
hh,home_jurisdiction,,Pacific,126
hh,home_jurisdiction,,Port Orchard,127
hh,home_jurisdiction,,Poulsbo,128
hh,home_jurisdiction,,Puyallup,129
hh,home_jurisdiction,,Redmond,130
hh,home_jurisdiction,,Renton,131
hh,home_jurisdiction,,Ruston,132
hh,home_jurisdiction,,Sammamish,133
hh,home_jurisdiction,,SeaTac,134
hh,home_jurisdiction,,Seattle,135
hh,home_jurisdiction,,Shoreline,136
hh,home_jurisdiction,,Snohomish,137
hh,home_jurisdiction,,Snoqualmie,138
hh,home_jurisdiction,,South Prairie,139
hh,home_jurisdiction,,Stanwood,140
hh,home_jurisdiction,,Steilacoom,141
hh,home_jurisdiction,,Sultan,142
hh,home_jurisdiction,,Sumner,143
hh,home_jurisdiction,,Tacoma,144
hh,home_jurisdiction,,Tukwila,145
hh,home_jurisdiction,,Unincorporated King County,146
hh,home_jurisdiction,,Unincorporated Kitsap County,147
hh,home_jurisdiction,,Unincorporated Pierce County,148
hh,home_jurisdiction,,Unincorporated San Juan County,149
hh,home_jurisdiction,,Unincorporated Snohomish County,150
hh,home_jurisdiction,,University Place,151
hh,home_jurisdiction,,Unknown,152
hh,home_jurisdiction,,Wilkeson,153
hh,home_jurisdiction,,Woodinville,154
hh,home_jurisdiction,,Yarrow Point,155
hh,home_rgcname,,Auburn,156
hh,home_rgcname,,Bellevue,157
hh,home_rgcname,,Bothell Canyon Park,158
hh,home_rgcname,,Bremerton,159
hh,home_rgcname,,Burien,160
hh,home_rgcname,,Everett,161
hh,home_rgcname,,Federal Way,162
hh,home_rgcname,,Greater Downtown Kirkland,163
hh,home_rgcname,,Issaquah,164
hh,home_rgcname,,Kent,165
hh,home_rgcname,,Kirkland Totem Lake,166
hh,home_rgcname,,Lakewood,167
hh,home_rgcname,,Lynnwood,168
hh,home_rgcname,,Not RGC,169
hh,home_rgcname,,Puyallup Downtown,170
hh,home_rgcname,,Puyallup South Hill,171
hh,home_rgcname,,Redmond Downtown,172
hh,home_rgcname,,Redmond-Overlake,173
hh,home_rgcname,,Renton,174
hh,home_rgcname,,SeaTac,175
hh,home_rgcname,,Seattle Downtown,176
hh,home_rgcname,,Seattle First Hill/Capitol Hill,177
hh,home_rgcname,,Seattle Northgate,178
hh,home_rgcname,,Seattle South Lake Union,179
hh,home_rgcname,,Seattle University Community,180
hh,home_rgcname,,Seattle Uptown,181
hh,home_rgcname,,Silverdale,182
hh,home_rgcname,,Tacoma Downtown,183
hh,home_rgcname,,Tacoma Mall,184
hh,home_rgcname,,Tukwila,185
hh,home_rgcname,,University Place,186
hh,lifecycle_class,,Household includes children,187
hh,lifecycle_class,,Household with adults 18-34,188
hh,lifecycle_class,,Household with adults 35-64,189
hh,lifecycle_class,,Household with older adults,190
hh,num_students,,0 students,191
hh,num_students,,1 student,192
hh,num_students,,2 students,193
hh,num_students,,3 students,194
hh,num_students,,4 students,195
hh,num_students,,5 students,196
hh,num_students,,6 students,197
hh,num_students,,7 students,198
hh,num_students,,8 students,199
hh,num_students,,9 students,200
hh,num_students,,10 students,201
hh,num_students,,11 students,202
hh,num_students,,12 students,203
hh,num_students,,13 or more students,204
hh,num_surveyable,,1 surveyable person,205
hh,num_surveyable,,2 surveyable persons,206
hh,num_surveyable,,3 surveyable persons,207
hh,num_surveyable,,4 surveyable persons,208
hh,num_surveyable,,5 surveyable persons,209
hh,num_surveyable,,6 surveyable persons,210
hh,num_surveyable,,7 surveyable persons,211
hh,num_surveyable,,8 surveyable persons,212
hh,num_surveyable,,9 surveyable persons,213
hh,num_surveyable,,10 surveyable persons,214
hh,num_surveyable,,11 surveyable persons,215
hh,num_surveyable,,12 surveyable persons,216
hh,num_surveyable,,13 or more surveyable persons,217
hh,numadults,,1 adult,218
hh,numadults,,2 adults,219
hh,numadults,,3 adults,220
hh,numadults,,4 adults,221
hh,numadults,,5 adults,222
hh,numadults,,6 adults,223
hh,numadults,,7 adults,224
hh,numadults,,8 adults,225
hh,numadults,,9 adults,226
hh,numadults,,10 adults,227
hh,numadults,,11 adults,228
hh,numadults,,12 adults,229
hh,numadults,,13 or more adults,230
hh,numchildren,,0 children,231
hh,numchildren,,1 child,232
hh,numchildren,,2 children,233
hh,numchildren,,3 children,234
hh,numchildren,,4 children,235
hh,numchildren,,5 children,236
hh,numchildren,,6 children,237
hh,numchildren,,7 children,238
hh,numchildren,,8 children,239
hh,numchildren,,9 children,240
hh,numchildren,,10 children,241
hh,numchildren,,11 children,242
hh,numchildren,,12 or more children,243
hh,numworkers,,0 workers,244
hh,numworkers,,1 worker,245
hh,numworkers,,2 workers,246
hh,numworkers,,3 workers,247
hh,numworkers,,4 workers,248
hh,numworkers,,5 workers,249
hh,numworkers,,6 workers,250
hh,numworkers,,7 workers,251
hh,numworkers,,8 workers,252
hh,numworkers,,9 workers,253
hh,numworkers,,10 workers,254
hh,numworkers,,11 workers,255
hh,numworkers,,12 workers,256
hh,numworkers,,13 or more workers,257
hh,pierce_uninc_bg,,not Pierce County unincorporated,258
hh,pierce_uninc_bg,,Pierce County unincorporated,259
hh,prev_home_county,,Benton County,260
hh,prev_home_county,,Chelan County,261
hh,prev_home_county,,Clallam County,262
hh,prev_home_county,,Clark County,263
hh,prev_home_county,,Cowlitz County,264
hh,prev_home_county,,Franklin County,265
hh,prev_home_county,,Grant County,266
hh,prev_home_county,,Grays Harbor County,267
hh,prev_home_county,,Island County,268
hh,prev_home_county,,Jefferson County,269
hh,prev_home_county,,King County,270
hh,prev_home_county,,Kitsap County,271
hh,prev_home_county,,Kittitas County,272
hh,prev_home_county,,Lewis County,273
hh,prev_home_county,,Mason County,274
hh,prev_home_county,,Okanogan County,275
hh,prev_home_county,,Pierce County,276
hh,prev_home_county,,San Juan County,277
hh,prev_home_county,,Skagit County,278
hh,prev_home_county,,Snohomish County,279
hh,prev_home_county,,Spokane County,280
hh,prev_home_county,,Thurston County,281
hh,prev_home_county,,Walla Walla County,282
hh,prev_home_county,,Whatcom County,283
hh,prev_home_county,,Whitman County,284
hh,prev_home_county,,Yakima County,285
hh,prev_home_jurisdiction,,Algona,286
hh,prev_home_jurisdiction,,Arlington,287
hh,prev_home_jurisdiction,,Auburn,288
hh,prev_home_jurisdiction,,Bainbridge Island,289
hh,prev_home_jurisdiction,,Bellevue,290
hh,prev_home_jurisdiction,,Black Diamond,291
hh,prev_home_jurisdiction,,Bonney Lake,292
hh,prev_home_jurisdiction,,Bothell,293
hh,prev_home_jurisdiction,,Bremerton,294
hh,prev_home_jurisdiction,,Brier,295
hh,prev_home_jurisdiction,,Buckley,296
hh,prev_home_jurisdiction,,Burien,297
hh,prev_home_jurisdiction,,Carnation,298
hh,prev_home_jurisdiction,,Clyde Hill,299
hh,prev_home_jurisdiction,,Covington,300
hh,prev_home_jurisdiction,,Des Moines,301
hh,prev_home_jurisdiction,,DuPont,302
hh,prev_home_jurisdiction,,Duvall,303
hh,prev_home_jurisdiction,,Eatonville,304
hh,prev_home_jurisdiction,,Edgewood,305
hh,prev_home_jurisdiction,,Edmonds,306
hh,prev_home_jurisdiction,,Everett,307
hh,prev_home_jurisdiction,,Federal Way,308
hh,prev_home_jurisdiction,,Fife,309
hh,prev_home_jurisdiction,,Fircrest,310
hh,prev_home_jurisdiction,,Gig Harbor,311
hh,prev_home_jurisdiction,,Gold Bar,312
hh,prev_home_jurisdiction,,Granite Falls,313
hh,prev_home_jurisdiction,,Issaquah,314
hh,prev_home_jurisdiction,,Kenmore,315
hh,prev_home_jurisdiction,,Kent,316
hh,prev_home_jurisdiction,,Kirkland,317
hh,prev_home_jurisdiction,,Lake Forest Park,318
hh,prev_home_jurisdiction,,Lake Stevens,319
hh,prev_home_jurisdiction,,Lakewood,320
hh,prev_home_jurisdiction,,Lynnwood,321
hh,prev_home_jurisdiction,,Maple Valley,322
hh,prev_home_jurisdiction,,Marysville,323
hh,prev_home_jurisdiction,,Mercer Island,324
hh,prev_home_jurisdiction,,Mill Creek,325
hh,prev_home_jurisdiction,,Milton,326
hh,prev_home_jurisdiction,,Monroe,327
hh,prev_home_jurisdiction,,Mountlake Terrace,328
hh,prev_home_jurisdiction,,Mukilteo,329
hh,prev_home_jurisdiction,,Newcastle,330
hh,prev_home_jurisdiction,,Normandy Park,331
hh,prev_home_jurisdiction,,Orting,332
hh,prev_home_jurisdiction,,Pacific,333
hh,prev_home_jurisdiction,,Port Orchard,334
hh,prev_home_jurisdiction,,Poulsbo,335
hh,prev_home_jurisdiction,,Puyallup,336
hh,prev_home_jurisdiction,,Redmond,337
hh,prev_home_jurisdiction,,Renton,338
hh,prev_home_jurisdiction,,Ruston,339
hh,prev_home_jurisdiction,,Sammamish,340
hh,prev_home_jurisdiction,,SeaTac,341
hh,prev_home_jurisdiction,,Seattle,342
hh,prev_home_jurisdiction,,Shoreline,343
hh,prev_home_jurisdiction,,Snohomish,344
hh,prev_home_jurisdiction,,Snoqualmie,345
hh,prev_home_jurisdiction,,Stanwood,346
hh,prev_home_jurisdiction,,Steilacoom,347
hh,prev_home_jurisdiction,,Sumner,348
hh,prev_home_jurisdiction,,Tacoma,349
hh,prev_home_jurisdiction,,Tukwila,350
hh,prev_home_jurisdiction,,Unincorporated Benton County,351
hh,prev_home_jurisdiction,,Unincorporated Chelan County,352
hh,prev_home_jurisdiction,,Unincorporated Clallam County,353
hh,prev_home_jurisdiction,,Unincorporated Clark County,354
hh,prev_home_jurisdiction,,Unincorporated Cowlitz County,355
hh,prev_home_jurisdiction,,Unincorporated Franklin County,356
hh,prev_home_jurisdiction,,Unincorporated Grant County,357
hh,prev_home_jurisdiction,,Unincorporated Grays Harbor County,358
hh,prev_home_jurisdiction,,Unincorporated Island County,359
hh,prev_home_jurisdiction,,Unincorporated Jefferson County,360
hh,prev_home_jurisdiction,,Unincorporated King County,361
hh,prev_home_jurisdiction,,Unincorporated Kitsap County,362
hh,prev_home_jurisdiction,,Unincorporated Kittitas County,363
hh,prev_home_jurisdiction,,Unincorporated Lewis County,364
hh,prev_home_jurisdiction,,Unincorporated Mason County,365
hh,prev_home_jurisdiction,,Unincorporated Okanogan County,366
hh,prev_home_jurisdiction,,Unincorporated Pierce County,367
hh,prev_home_jurisdiction,,Unincorporated San Juan County,368
hh,prev_home_jurisdiction,,Unincorporated Skagit County,369
hh,prev_home_jurisdiction,,Unincorporated Snohomish County,370
hh,prev_home_jurisdiction,,Unincorporated Spokane County,371
hh,prev_home_jurisdiction,,Unincorporated Thurston County,372
hh,prev_home_jurisdiction,,Unincorporated Walla Walla County,373
hh,prev_home_jurisdiction,,Unincorporated Whatcom County,374
hh,prev_home_jurisdiction,,Unincorporated Whitman County,375
hh,prev_home_jurisdiction,,Unincorporated Yakima County,376
hh,prev_home_jurisdiction,,University Place,377
hh,prev_home_jurisdiction,,Unknown,378
hh,prev_home_jurisdiction,,Woodinville,379
hh,prev_home_jurisdiction,,Yarrow Point,380
hh,prev_home_notwa_state,,Alabama (AL),381
hh,prev_home_notwa_state,,Alaska (AK),382
hh,prev_home_notwa_state,,Arizona (AZ),383
hh,prev_home_notwa_state,,Arkansas (AR),384
hh,prev_home_notwa_state,,California (CA),385
hh,prev_home_notwa_state,,Colorado (CO),386
hh,prev_home_notwa_state,,Connecticut (CT),387
hh,prev_home_notwa_state,,Delaware (DE),388
hh,prev_home_notwa_state,,Florida (FL),389
hh,prev_home_notwa_state,,Georgia (GA),390
hh,prev_home_notwa_state,,Hawaii (HI),391
hh,prev_home_notwa_state,,Idaho (ID),392
hh,prev_home_notwa_state,,Illinois (IL),393
hh,prev_home_notwa_state,,Indiana (IN),394
hh,prev_home_notwa_state,,Iowa (IA),395
hh,prev_home_notwa_state,,Kansas (KS),396
hh,prev_home_notwa_state,,Kentucky (KY),397
hh,prev_home_notwa_state,,Louisiana (LA),398
hh,prev_home_notwa_state,,Maine (ME),399
hh,prev_home_notwa_state,,Maryland (MD),400
hh,prev_home_notwa_state,,Massachusetts (MA),401
hh,prev_home_notwa_state,,Michigan (MI),402
hh,prev_home_notwa_state,,Minnesota (MN),403
hh,prev_home_notwa_state,,Missing Response,404
hh,prev_home_notwa_state,,Missing: Skip Logic,405
hh,prev_home_notwa_state,,Mississippi (MS),406
hh,prev_home_notwa_state,,Missouri (MO),407
hh,prev_home_notwa_state,,Montana (MT),408
hh,prev_home_notwa_state,,Nebraska (NE),409
hh,prev_home_notwa_state,,Nevada (NV),410
hh,prev_home_notwa_state,,New Hampshire (NH),411
hh,prev_home_notwa_state,,New Jersey (NJ),412
hh,prev_home_notwa_state,,New Mexico (NM),413
hh,prev_home_notwa_state,,New York (NY),414
hh,prev_home_notwa_state,,North Carolina (NC),415
hh,prev_home_notwa_state,,North Dakota (ND),416
hh,prev_home_notwa_state,,Ohio (OH),417
hh,prev_home_notwa_state,,Oklahoma (OK),418
hh,prev_home_notwa_state,,Oregon (OR),419
hh,prev_home_notwa_state,,Pennsylvania (PA),420
hh,prev_home_notwa_state,,Puerto Rico (PR),421
hh,prev_home_notwa_state,,Rhode Island (RI),422
hh,prev_home_notwa_state,,South Carolina (SC),423
hh,prev_home_notwa_state,,Tennessee (TN),424
hh,prev_home_notwa_state,,Texas (TX),425
hh,prev_home_notwa_state,,Utah (UT),426
hh,prev_home_notwa_state,,Vermont (VT),427
hh,prev_home_notwa_state,,Virginia (VA),428
hh,prev_home_notwa_state,,Washington (WA),429
hh,prev_home_notwa_state,,Washington D.C. / District of Columbia (DC),430
hh,prev_home_notwa_state,,West Virginia (WV),431
hh,prev_home_notwa_state,,Wisconsin (WI),432
hh,prev_home_notwa_state,,Wyoming (WY),433
hh,prev_home_rgcname,,Auburn,434
hh,prev_home_rgcname,,Bellevue,435
hh,prev_home_rgcname,,Bothell Canyon Park,436
hh,prev_home_rgcname,,Bremerton,437
hh,prev_home_rgcname,,Burien,438
hh,prev_home_rgcname,,Everett,439
hh,prev_home_rgcname,,Federal Way,440
hh,prev_home_rgcname,,Greater Downtown Kirkland,441
hh,prev_home_rgcname,,Kent,442
hh,prev_home_rgcname,,Kirkland Totem Lake,443
hh,prev_home_rgcname,,Lakewood,444
hh,prev_home_rgcname,,Lynnwood,445
hh,prev_home_rgcname,,Not RGC,446
hh,prev_home_rgcname,,Puyallup Downtown,447
hh,prev_home_rgcname,,Puyallup South Hill,448
hh,prev_home_rgcname,,Redmond Downtown,449
hh,prev_home_rgcname,,Redmond-Overlake,450
hh,prev_home_rgcname,,Renton,451
hh,prev_home_rgcname,,SeaTac,452
hh,prev_home_rgcname,,Seattle Downtown,453
hh,prev_home_rgcname,,Seattle First Hill/Capitol Hill,454
hh,prev_home_rgcname,,Seattle Northgate,455
hh,prev_home_rgcname,,Seattle South Lake Union,456
hh,prev_home_rgcname,,Seattle University Community,457
hh,prev_home_rgcname,,Seattle Uptown,458
hh,prev_home_rgcname,,Silverdale,459
hh,prev_home_rgcname,,Tacoma Downtown,460
hh,prev_home_rgcname,,Tacoma Mall,461
hh,prev_home_rgcname,,University Place,462
hh,prev_home_wa,,Missing: Skip Logic,463
hh,prev_home_wa,,"No, previous home was in another country",464
hh,prev_home_wa,,"No, previous home was in another state",465
hh,prev_home_wa,,"No, previous home was in another state or country",466
hh,prev_home_wa,,"Yes, previous home was in Washington",467
hh,prev_rent_own,,Missing: Skip Logic,468
hh,prev_rent_own,,Other,469
hh,prev_rent_own,,Owned/paid mortgage,470
hh,prev_rent_own,,Prefer not to answer,471
hh,prev_rent_own,,"Provided by family, relative, or friend without payment or rent",472
hh,prev_rent_own,,Provided by job or military,473
hh,prev_rent_own,,Rent,474
hh,prev_res_factors_amenities,,Missing Response,475
hh,prev_res_factors_amenities,,Not selected,476
hh,prev_res_factors_amenities,,Selected,477
hh,prev_res_factors_community_change,,Missing: Skip Logic,478
hh,prev_res_factors_community_change,,Not Selected,479
hh,prev_res_factors_community_change,,Selected,480
hh,prev_res_factors_crime,,Missing: Skip Logic,481
hh,prev_res_factors_crime,,Not Selected,482
hh,prev_res_factors_crime,,Selected,483
hh,prev_res_factors_employment,,Missing: Skip Logic,484
hh,prev_res_factors_employment,,Not Selected,485
hh,prev_res_factors_employment,,Selected,486
hh,prev_res_factors_forced,,Missing: Skip Logic,487
hh,prev_res_factors_forced,,Not Selected,488
hh,prev_res_factors_forced,,Selected,489
hh,prev_res_factors_hh_size,,Missing: Skip Logic,490
hh,prev_res_factors_hh_size,,Not Selected,491
hh,prev_res_factors_hh_size,,Selected,492
hh,prev_res_factors_housing_cost,,Missing: Skip Logic,493
hh,prev_res_factors_housing_cost,,Not Selected,494
hh,prev_res_factors_housing_cost,,Selected,495
hh,prev_res_factors_income_change,,Missing: Skip Logic,496
hh,prev_res_factors_income_change,,Not Selected,497
hh,prev_res_factors_income_change,,Selected,498
hh,prev_res_factors_less_space,,Missing: Skip Logic,499
hh,prev_res_factors_less_space,,Not Selected,500
hh,prev_res_factors_less_space,,Selected,501
hh,prev_res_factors_more_space,,Missing: Skip Logic,502
hh,prev_res_factors_more_space,,Not Selected,503
hh,prev_res_factors_more_space,,Selected,504
hh,prev_res_factors_no_answer,,Missing: Skip Logic,505
hh,prev_res_factors_no_answer,,Not Selected,506
hh,prev_res_factors_no_answer,,Selected,507
hh,prev_res_factors_other,,Missing: Skip Logic,508
hh,prev_res_factors_other,,Not Selected,509
hh,prev_res_factors_other,,Selected,510
hh,prev_res_factors_quality,,Missing: Skip Logic,511
hh,prev_res_factors_quality,,Not Selected,512
hh,prev_res_factors_quality,,Selected,513
hh,prev_res_factors_school,,Missing: Skip Logic,514
hh,prev_res_factors_school,,Not Selected,515
hh,prev_res_factors_school,,Selected,516
hh,prev_res_factors_telework,,Missing Response,517
hh,prev_res_factors_telework,,Not selected,518
hh,prev_res_factors_telework,,Selected,519
hh,prev_res_type,,Single-family house (detached house),520
hh,prev_res_type,,Townhouse (attached house),521
hh,prev_res_type,,Building with 3 or fewer apartments/condos,522
hh,prev_res_type,,Building with 4 or more apartments/condos,523
hh,prev_res_type,,Dorm or institutional housing,524
hh,prev_res_type,,Mobile home/trailer,525
hh,prev_res_type,,"Other (including boat, RV, van, etc.)",526
hh,prev_res_type,,Missing: Skip Logic,527
hh,rent_own,,Own/paying mortgage,528
hh,rent_own,,Rent,529
hh,rent_own,,Provided by job or military,530
hh,rent_own,,"Provided by family, relative, or friend without payment or rent",531
hh,rent_own,,Other,532
hh,rent_own,,Prefer not to answer,533
hh,rent_own,,Missing Response,534
hh,res_dur,,Less than a year,535
hh,res_dur,,Between 1 and 2 years,536
hh,res_dur,,Between 2 and 3 years,537
hh,res_dur,,Between 3 and 5 years,538
hh,res_dur,,Between 5 and 10 years,539
hh,res_dur,,Between 10 and 20 years,540
hh,res_dur,,More than 20 years,541
hh,res_dur,,Missing Response,542
hh,res_type,,Single-family house (detached house),543
hh,res_type,,Townhouse (attached house),544
hh,res_type,,Building with 3 or fewer apartments/condos,545
hh,res_type,,Building with 4 or more apartments/condos,546
hh,res_type,,Dorm or institutional housing,547
hh,res_type,,Mobile home/trailer,548
hh,res_type,,"Other (including boat, RV, van, etc.)",549
hh,res_type,,Missing Response,550
hh,sample_segment,,Bellevue General,551
hh,sample_segment,,Bellevue Hard-to-Survey,552
hh,sample_segment,,Bellevue Walk/Bike/Transit,553
hh,sample_segment,,King - Over - High,554
hh,sample_segment,,King - Over - Low,555
hh,sample_segment,,King - Over - Med,556
hh,sample_segment,,King - Reg - High,557
hh,sample_segment,,King - Reg - Low,558
hh,sample_segment,,King - Reg - Med,559
hh,sample_segment,,King County General,560
hh,sample_segment,,King County Hard-to-survey,561
hh,sample_segment,,King County Rural,562
hh,sample_segment,,King County Walk/Bike/Transit,563
hh,sample_segment,,King General,564
hh,sample_segment,,King Hard-to-Survey,565
hh,sample_segment,,King High LowInc,566
hh,sample_segment,,King High POC,567
hh,sample_segment,,King Low POC,568
hh,sample_segment,,King Med POC,569
hh,sample_segment,,King Rural,570
hh,sample_segment,,King V.High POC,571
hh,sample_segment,,King Walk/Bike/Transit,572
hh,sample_segment,,Kitsap - Over - Low,573
hh,sample_segment,,Kitsap - Over - Med,574
hh,sample_segment,,Kitsap - Reg - High,575
hh,sample_segment,,Kitsap - Reg - Low,576
hh,sample_segment,,Kitsap - Reg - Med,577
hh,sample_segment,,Kitsap County General,578
hh,sample_segment,,Kitsap County Hard-to-survey,579
hh,sample_segment,,Kitsap County Rural,580
hh,sample_segment,,Kitsap General,581
hh,sample_segment,,Kitsap Hard-to-Survey,582
hh,sample_segment,,Kitsap High LowInc,583
hh,sample_segment,,Kitsap High POC,584
hh,sample_segment,,Kitsap Low POC,585
hh,sample_segment,,Kitsap Med POC,586
hh,sample_segment,,Kitsap Rural,587
hh,sample_segment,,Kitsap Walk/Bike/Transit,588
hh,sample_segment,,Online Panel,589
hh,sample_segment,,PSRC - Oversample-High,590
hh,sample_segment,,PSRC - Oversample-Low,591
hh,sample_segment,,PSRC - Oversample-Medium,592
hh,sample_segment,,PSRC - Regular-High,593
hh,sample_segment,,PSRC - Regular-Low,594
hh,sample_segment,,PSRC - Regular-Medium,595
hh,sample_segment,,Pierce - Over - Low,596
hh,sample_segment,,Pierce - Over - Med,597
hh,sample_segment,,Pierce - Reg - High,598
hh,sample_segment,,Pierce - Reg - Low,599
hh,sample_segment,,Pierce - Reg - Med,600
hh,sample_segment,,Pierce County General,601
hh,sample_segment,,Pierce County Hard-to-survey,602
hh,sample_segment,,Pierce County Rural,603
hh,sample_segment,,"Pierce County, Unincorporated General",604
hh,sample_segment,,"Pierce County, Unincorporated Hard-to-survey",605
hh,sample_segment,,"Pierce County, Unincorporated Rural",606
hh,sample_segment,,Pierce General,607
hh,sample_segment,,Pierce Hard-to-Survey,608
hh,sample_segment,,Pierce High LowInc,609
hh,sample_segment,,Pierce High POC,610
hh,sample_segment,,Pierce Low POC,611
hh,sample_segment,,Pierce Med POC,612
hh,sample_segment,,Pierce Rural,613
hh,sample_segment,,Pierce V.High POC,614
hh,sample_segment,,Pierce Walk/Bike/Transit,615
hh,sample_segment,,Redmond - Downtown-High,616
hh,sample_segment,,Redmond - Downtown-Medium,617
hh,sample_segment,,Redmond - Oversample-High,618
hh,sample_segment,,Redmond - Oversample-Low,619
hh,sample_segment,,Redmond - Oversample-Medium,620
hh,sample_segment,,Redmond - Regular-High,621
hh,sample_segment,,Redmond - Regular-Medium,622
