,destinationIndex,originIndex,totalWalkDuration,travelDistance,travelDuration,TRIPID,ORIGIN_LAT,ORIGIN_LNG,DEST_LAT,DEST_LNG
0,0,0,0,3.2448,13.3333,2300480001005,47.6616,-122.2996,47.6988,-122.311
0,0,0,0,1.92,8.1333,2304240501007,47.5784,-122.4122,47.564,-122.3906
0,0,0,0,7.6646,22.0167,2319982901002,47.5557,-122.0632,47.6217,-122.1357
0,0,0,0,7.6646,22.0167,2319982902002,47.5557,-122.0632,47.6217,-122.1357
0,0,0,0,12.2572,19.0167,2301468301005,47.6839,-122.1422,47.5759,-122.1379
0,0,0,0,12.2572,19.0167,2301468302005,47.6839,-122.1422,47.5759,-122.1379
0,0,0,0,13.5415,21.1167,2318577701001,47.6337,-122.1331,47.6162,-122.346
0,0,0,0,8.9459,18.4667,2333033901001,47.5114,-122.3404,47.6169,-122.3341
0,0,0,0,1.9294,9.2833,2300796601007,47.8425,-122.2973,47.8636,-122.2838
0,0,0,0,4.0178,13.1333,2322463401003,47.8071,-122.378,47.7648,-122.3448
0,0,0,0,4.0178,13.1333,2322463402003,47.8071,-122.378,47.7648,-122.3448
0,0,0,0,4.0178,13.1333,2322463403003,47.8071,-122.378,47.7648,-122.3448
0,0,0,0,0.8985,4.7833,2314420401003,47.7627,-122.3425,47.7548,-122.3433
0,0,0,0,0.8985,4.7833,2314420402003,47.7627,-122.3425,47.7548,-122.3433
0,0,0,0,5.2357,16.7833,2300480001003,47.6988,-122.311,47.6626,-122.2822
0,0,0,0,12.5685,20.5167,2317997401001,47.451,-122.1492,47.46,-122.3353
0,0,0,0,12.5685,20.5167,2317997402001,47.451,-122.1492,47.46,-122.3353
0,0,0,0,9.6915,13.6333,2301909901001,47.5779,-122.1502,47.6073,-122.329
0,0,0,0,9.6915,13.6333,2301909902001,47.5779,-122.1502,47.6073,-122.329
0,0,0,0,10.5851,22.2,2317997401003,47.451,-122.1492,47.3864,-122.2505
0,0,0,0,10.5851,22.2,2317997401005,47.451,-122.1492,47.3864,-122.2505
0,0,0,0,10.5851,22.2,2317997402003,47.451,-122.1492,47.3864,-122.2505
0,0,0,0,10.5851,22.2,2317997402005,47.451,-122.1492,47.3864,-122.2505
0,0,0,0,0.5505,3.0667,2319902501001,47.6175,-122.1572,47.6149,-122.1492
0,0,0,0,1.833,6.5333,2316630501001,47.5715,-122.1717,47.569,-122.1458
0,0,0,0,0.5505,3.0667,2319902503001,47.6175,-122.1572,47.6149,-122.1492
0,0,0,0,2.0014,8.5167,2304240501006,47.564,-122.3906,47.5784,-122.4122
0,0,0,0,9.0124,19.7667,2322463401004,47.7648,-122.3448,47.6687,-122.2956
0,0,0,0,9.0124,19.7667,2322463402004,47.7648,-122.3448,47.6687,-122.2956
0,0,0,0,9.0124,19.7667,2322463403004,47.7648,-122.3448,47.6687,-122.2956
0,0,0,0,1.28,6.5833,2300480001004,47.6626,-122.2822,47.6616,-122.2996
0,0,0,0,4.6168,17.3333,2300796601006,47.7982,-122.2767,47.8425,-122.2973
0,0,0,0,3.4151,8.8667,2341765601004,47.3558,-122.1118,47.3602,-122.1678
0,0,0,0,3.4151,8.8667,2341765602002,47.3558,-122.1118,47.3602,-122.1678
0,0,0,0,13.8243,22.75,2322463401006,47.6398,-122.2944,47.7786,-122.362
0,0,0,0,13.8243,22.75,2322463402006,47.6398,-122.2944,47.7786,-122.362
0,0,0,0,13.8243,22.75,2322463403006,47.6398,-122.2944,47.7786,-122.362
0,0,0,0,2.8161,11.9333,2322463401005,47.6687,-122.2956,47.6398,-122.2944
0,0,0,0,2.8161,11.9333,2322463402005,47.6687,-122.2956,47.6398,-122.2944
0,0,0,0,2.8161,11.9333,2322463403005,47.6687,-122.2956,47.6398,-122.2944
0,0,0,0,7.4763,20.2333,2303691601003,47.2339,-122.5605,47.2176,-122.4453
0,0,0,0,7.9324,20.9833,2301468301004,47.5759,-122.1379,47.6839,-122.1422
0,0,0,0,7.9324,20.9833,2301468302004,47.5759,-122.1379,47.6839,-122.1422
0,0,0,0,9.4156,20.6333,2319982901001,47.6217,-122.1357,47.5557,-122.0632
0,0,0,0,9.4156,20.6333,2319982902001,47.6217,-122.1357,47.5557,-122.0632
0,0,0,0,2.7813,8.4333,2322463401007,47.7786,-122.362,47.8104,-122.383
0,0,0,0,2.7813,8.4333,2322463402007,47.7786,-122.362,47.8104,-122.383
0,0,0,0,2.7813,8.4333,2322463403007,47.7786,-122.362,47.8104,-122.383
0,0,0,0,2.8042,6.3333,2322463401001,47.8049,-122.5419,47.796,-122.4965
0,0,0,0,2.8042,6.3333,2322463402001,47.8049,-122.5419,47.796,-122.4965
0,0,0,0,2.8042,6.3333,2322463403001,47.8049,-122.5419,47.796,-122.4965
0,0,0,0,12.5467,23.4833,2333312401006,47.5624,-122.3299,47.5585,-122.1772
0,0,0,0,12.5467,23.4833,2333312402007,47.5624,-122.3299,47.5585,-122.1772
0,0,0,0,20.8271,35.9667,2304435301004,47.6522,-122.6897,47.6458,-122.5714
0,0,0,0,0.9066,3.3667,2330666001005,47.627,-122.2094,47.6346,-122.2017
0,0,0,0,0.9066,3.3667,2330666002003,47.627,-122.2094,47.6346,-122.2017
0,0,0,0,16.997,27.7833,2317130301002,47.2699,-122.5049,47.162,-122.5928
0,0,0,0,16.997,27.7833,2317130303002,47.2699,-122.5049,47.162,-122.5928
0,0,0,0,0.0068,0.0167,2303782002037,47.2463,-122.4852,47.2462,-122.4853
0,0,0,0,20.8271,35.9667,2304435302002,47.6522,-122.6897,47.6458,-122.5714
0,0,0,0,3.0708,11.35,2321573002001,47.5675,-122.6621,47.5725,-122.612
0,0,0,0,17.0858,26.6,2317130301001,47.162,-122.5928,47.2699,-122.5049
0,0,0,0,17.0858,26.6,2317130303001,47.162,-122.5928,47.2699,-122.5049
0,0,0,0,13.5496,23.15,2333312402005,47.5585,-122.1772,47.5506,-122.303
0,0,0,0,20.532,29.8333,2333312401004,47.6872,-122.1496,47.5506,-122.303
0,0,0,0,15.9947,31.3667,2316443502002,47.6384,-121.903,47.635,-122.0974
0,0,0,0,15.4467,31.2667,2316443502001,47.635,-122.0974,47.6384,-121.903
0,0,0,0,2.936,9.7833,2305446702003,47.6788,-122.377,47.6637,-122.395
0,0,0,0,2.8888,10.7333,2305446702001,47.7082,-122.341,47.6834,-122.3771
0,0,0,0,0.3362,1.0667,2305446702002,47.6834,-122.3771,47.6788,-122.377
0,0,0,0,6.3069,23.0333,2305446702004,47.6637,-122.395,47.7082,-122.341
0,0,0,0,9.1317,18.6167,2314420401002,47.6511,-122.3106,47.7627,-122.3425
0,0,0,0,9.1317,18.6167,2314420402002,47.6511,-122.3106,47.7627,-122.3425
0,0,0,0,9.932,22.4,2314420401006,47.6626,-122.2822,47.7627,-122.3425
0,0,0,0,9.932,22.4,2314420402006,47.6626,-122.2822,47.7627,-122.3425
0,0,0,0,4.5671,13.75,2312283901005,47.3596,-122.1667,47.3534,-122.0985
0,0,0,0,4.5671,13.75,2312283902003,47.3596,-122.1667,47.3534,-122.0985
0,0,0,0,4.5671,13.75,2312283903003,47.3596,-122.1667,47.3534,-122.0985
0,0,0,0,12.3678,21.7833,2314420401005,47.7627,-122.3425,47.6626,-122.2822
0,0,0,0,12.3678,21.7833,2314420402005,47.7627,-122.3425,47.6626,-122.2822
0,0,0,0,9.2466,18.3167,2314420401001,47.7627,-122.3425,47.6511,-122.3106
0,0,0,0,9.2466,18.3167,2314420402001,47.7627,-122.3425,47.6511,-122.3106
0,0,0,0,27.2857,38.8167,2312283901004,47.6087,-122.341,47.3596,-122.1667
0,0,0,0,27.2857,38.8167,2312283902002,47.6087,-122.341,47.3596,-122.1667
0,0,0,0,27.2857,38.8167,2312283903002,47.6087,-122.341,47.3596,-122.1667
0,0,0,0,35.1733,41.8833,2312283901003,47.3566,-122.1115,47.6087,-122.341
0,0,0,0,35.1733,41.8833,2312283902001,47.3566,-122.1115,47.6087,-122.341
0,0,0,0,35.1733,41.8833,2312283903001,47.3566,-122.1115,47.6087,-122.341
0,0,0,0,7.3713,17.15,2335949201011,47.6609,-122.3143,47.5733,-122.2982
0,0,0,0,7.1793,11.1833,2316176601004,47.6125,-122.3361,47.7035,-122.3278
0,0,0,0,7.9828,12.7667,2316176601003,47.7035,-122.3278,47.6125,-122.3361
0,0,0,0,13.4626,20.1,2305203201002,47.4641,-122.2882,47.6123,-122.3375
0,0,0,0,26.6637,29.9167,2313820501002,47.3065,-122.2321,47.597,-122.3338
0,0,0,0,8.1698,13.2,2328342901002,47.7022,-122.3274,47.6088,-122.3343
0,0,0,0,27.2422,31.9667,2313820501003,47.597,-122.3338,47.3069,-122.2311
0,0,0,0,0.3635,1.8167,2308919401006,47.6109,-122.3382,47.6068,-122.3371
0,0,0,0,7.564,11.3833,2328342901003,47.6088,-122.3343,47.7022,-122.3274
0,0,0,0,23.1076,61.4,2332101201002,48.1125,-122.7602,48.3426,-122.667
0,0,0,0,11.9794,25.6,2308701401003,47.4552,-122.2589,47.5232,-122.3931
0,0,0,0,13.0948,18.4833,2305203201003,47.6123,-122.3375,47.4641,-122.2882
0,0,0,0,11.3127,19.7,2311330901004,47.5956,-122.15,47.6524,-122.3146
0,0,0,0,4.3825,12.6,2316988901004,47.653,-122.3174,47.6994,-122.3326
0,0,0,0,4.0868,16.55,2319812601017,47.5684,-122.2881,47.521,-122.2613
0,0,0,0,0.5754,4.9167,2316988901003,47.656,-122.3094,47.653,-122.3174
0,0,0,0,0.4437,3.3833,2313866001002,47.778,-122.3472,47.7758,-122.3417
0,0,0,0,0,0,2311173201009,47.5413,-122.3616,47.5413,-122.3616
0,0,0,0,6.7021,20.3,2329980001003,47.1855,-122.4549,47.2004,-122.5707
0,0,0,0,0.3523,2.5333,2338188501005,47.6226,-122.3215,47.6203,-122.3244
0,0,0,0,0.3212,3,2300716301004,47.8106,-122.384,47.8137,-122.3802
0,0,0,0,2.8509,8.9667,2314719001003,47.1659,-122.5119,47.1482,-122.551
0,0,0,0,1.1054,4.4333,2305922101004,47.5577,-122.3153,47.5477,-122.3148
0,0,0,0,34.6731,40.8333,2320450601002,47.2592,-122.402,47.017,-122.946
0,0,0,0,34.6731,40.8333,2320450601004,47.2592,-122.402,47.017,-122.946
0,0,0,0,2.1357,7.85,2311330901003,47.5742,-122.1712,47.5956,-122.15
0,0,0,0,2.8782,7.9833,2311330901002,47.541,-122.156,47.5742,-122.1712
0,0,0,0,13.5608,24.1,2311330901001,47.624,-122.3171,47.541,-122.156
0,0,0,0,0.2287,1.9,2338071201002,47.6183,-122.3035,47.6211,-122.3009
0,0,0,0,0.1243,0.6167,2300438601005,47.6648,-122.3543,47.6644,-122.3559
0,0,0,0,0.2678,1.4833,2302958301002,47.6746,-122.3231,47.672,-122.3251
0,0,0,0,0.5257,2.0667,2322894901013,47.73,-122.5521,47.736,-122.5539
0,0,0,0,0.7102,3.2667,2335264801002,47.5576,-122.2846,47.5636,-122.2846
0,0,0,0,0.2697,1.2333,2300177201006,47.7447,-122.3229,47.7478,-122.3235
0,0,0,0,1.2819,5.2333,2308226401006,47.5672,-122.3117,47.5831,-122.3111
0,0,0,0,0.0739,0.9,2312615801002,47.5473,-122.0182,47.5462,-122.0186
0,0,0,0,0,0,2308128201003,47.6882,-122.3501,47.6882,-122.3501
0,0,0,0,0,0,2317795201001,47.2196,-122.469,47.2196,-122.469
0,0,0,0,0.489,3.6,2313045601004,47.6151,-122.1827,47.6192,-122.1808
0,0,0,0,0.1653,1.6667,2316390401007,47.2596,-122.455,47.2577,-122.4549
0,0,0,0,0.1703,1.45,2316390401008,47.2577,-122.4549,47.2596,-122.4549
0,0,0,0,0.4884,3.2333,2313045601003,47.6192,-122.1808,47.6151,-122.1827
0,0,0,0,0.4387,2.25,2308128201023,47.6874,-122.3549,47.6816,-122.3556
0,0,0,0,0.2641,2.15,2338071201001,47.6211,-122.3009,47.6183,-122.3035
0,0,0,0,0.5257,2.4833,2322894901012,47.736,-122.5539,47.73,-122.5521
0,0,0,0,0.7102,4.4,2335264801001,47.5636,-122.2846,47.5576,-122.2846
0,0,0,0,0.3014,1.9833,2302958301001,47.672,-122.3251,47.6746,-122.3231
0,0,0,0,0.2026,1.8167,2339143701001,47.6211,-122.3104,47.6224,-122.313
0,0,0,0,0.2697,1.2,2300177201005,47.7478,-122.3235,47.7447,-122.3229
0,0,0,0,1.4422,5.8333,2308226401005,47.5831,-122.3111,47.5672,-122.3117
0,0,0,0,0.6089,2.75,2308128201024,47.6816,-122.3556,47.6864,-122.3498
0,0,0,0,4.4055,16.4167,2302745601003,47.8326,-122.2722,47.8586,-122.3293
0,0,0,0,0.0739,0.9833,2312615801001,47.5462,-122.0186,47.5473,-122.0182
0,0,0,0,0.3554,1.8667,2308128201022,47.6864,-122.3498,47.6874,-122.3549
0,0,0,0,0.1758,1.35,2300438601003,47.6644,-122.3559,47.6647,-122.3523
0,0,0,0,29.8358,35.4167,2316390401011,47.2596,-122.4549,47.5288,-122.3247
0,0,0,0,1.1589,4.4,2326306701008,47.7334,-122.6408,47.7381,-122.6221
0,0,0,0,0.901,3.4667,2334274601006,47.2503,-122.4893,47.2477,-122.5019
0,0,0,0,2.547,8.95,2327329301002,47.584,-122.1477,47.5754,-122.1656
0,0,0,0,5.1412,12.8333,2304021301002,47.8945,-122.2745,47.9368,-122.3016
0,0,0,0,3.4859,10.1833,2308789201002,47.9276,-122.2682,47.9032,-122.2515
0,0,0,0,5.4016,17.2,2321003001002,47.5076,-122.3555,47.5634,-122.3896
0,0,0,0,13.9287,17.1833,2330219001002,47.6026,-122.3305,47.5581,-122.1235
0,0,0,0,7.3048,15.4333,2302624701002,47.6239,-122.3394,47.703,-122.3559
0,0,0,0,6.2498,15.7,2303226001004,47.6093,-122.3353,47.6701,-122.2817
0,0,0,0,0.3039,3.2167,2305864901002,47.5255,-122.3312,47.5271,-122.3269
0,0,0,0,5.2885,13.6167,2316713201002,47.6204,-122.1876,47.6208,-122.121
0,0,0,0,8.3842,18.65,2322432201002,47.538,-122.6242,47.442,-122.6545
0,0,0,0,8.2574,20.8333,2305123701002,47.5325,-122.3118,47.5464,-122.3829
0,0,0,0,17.7364,23.5167,2313066701002,47.1801,-122.4705,47.3464,-122.6054
0,0,0,0,23.7743,28.6333,2316975501002,47.7562,-122.344,47.6013,-122.1224
0,0,0,0,18.3559,23.5333,2317831001002,47.8,-122.2131,47.6575,-122.3141
0,0,0,0,9.3069,19.05,2319705201002,47.8201,-122.2918,47.7213,-122.2929
0,0,0,0,23.998,32.4333,2322988601006,47.6213,-122.3362,47.8276,-122.1722
0,0,0,0,27.7038,31.1167,2334274601005,47.4431,-122.3018,47.2503,-122.4893
0,0,0,0,2.8005,8.7333,2338954101004,47.6248,-122.3603,47.6538,-122.3732
0,0,0,0,5.4016,17.2,2321003001004,47.5076,-122.3555,47.5634,-122.3896
0,0,0,0,15.6654,25.4,2301386201004,47.4507,-122.2445,47.5391,-122.3901
0,0,0,0,15.4647,24.2667,2303511901002,47.4468,-122.2254,47.6057,-122.1585
0,0,0,0,0,0,2303744901021,47.8857,-122.1591,47.8857,-122.1591
0,0,0,0,20.5817,26.85,2306260601002,47.6082,-122.1967,47.8644,-122.2713
0,0,0,0,16.2787,23.75,2308560901006,47.4249,-122.2588,47.6145,-122.341
0,0,0,0,2.0027,8.6667,2309592001003,47.6909,-122.3706,47.6697,-122.381
0,0,0,0,8.9465,13.0667,2321191101002,47.6553,-122.6754,47.7492,-122.6541
0,0,0,0,8.8539,15.55,2328300101002,47.6511,-122.3106,47.6159,-122.1827
0,0,0,0,9.2249,20.3833,2329689501002,47.7157,-122.1785,47.7776,-122.2473
0,0,0,0,1.8741,9.3167,2331134701002,47.6379,-122.3654,47.6186,-122.3536
0,0,0,0,0.0665,0.75,2336290901005,47.6161,-122.1543,47.6159,-122.156
0,0,0,0,23.43,37.5333,2300171801002,47.497,-122.2098,47.6922,-122.3797
0,0,0,0,4.5975,17.9,2301311901002,47.622,-122.3578,47.6724,-122.3944
0,0,0,0,9.8848,17.3667,2301397201003,47.8605,-121.9734,47.7426,-121.9827
0,0,0,0,4.733,10.5833,2303126401002,47.5183,-122.5446,47.5296,-122.621
0,0,0,0,6.2498,15.7,2303226001002,47.6093,-122.3353,47.6701,-122.2817
0,0,0,0,2.6905,8.3167,2305047001002,47.2595,-122.4529,47.2639,-122.4965
0,0,0,0,11.3841,20.45,2305237101002,47.8213,-122.3189,47.7104,-122.351
0,0,0,0,6.7419,15.7167,2307720701002,47.6206,-122.1897,47.562,-122.177
0,0,0,0,4.152,11.2667,2308564701002,47.5395,-122.1646,47.5836,-122.1516
0,0,0,0,3.4859,10.1833,2308789201004,47.9276,-122.2682,47.9032,-122.2515
0,0,0,0,8.7284,19.1,2313951801002,47.5173,-122.1972,47.5673,-122.1123
0,0,0,0,16.0103,23.3833,2315331101002,47.4431,-122.3018,47.5589,-122.1553
0,0,0,0,2.9608,10.45,2316559001002,47.604,-122.1985,47.5958,-122.1758
0,0,0,0,10.0898,19.2667,2319669201004,47.609,-122.3299,47.5283,-122.2652
0,0,0,0,2.9658,17.4333,2320589901002,47.6149,-122.3457,47.62,-122.2969
0,0,0,0,50.8114,58.2833,2323116701002,47.6175,-122.3408,48.2003,-122.0659
0,0,0,0,4.0942,9.55,2324792501002,47.6553,-122.6754,47.6554,-122.6223
0,0,0,0,11.0001,19.2167,2329701101002,47.9787,-122.0882,47.9199,-122.2172
0,0,0,0,6.64,14.75,2301663201002,47.9116,-122.089,47.8544,-122.1413
0,0,0,0,6.5076,26.75,2302443101002,47.6785,-122.4062,47.7268,-122.3716
0,0,0,0,8.7352,24.9833,2303744901002,47.8015,-122.1935,47.8857,-122.1591
0,0,0,0,24.5796,36.6667,2305119701003,47.5328,-122.0364,47.4963,-122.3762
0,0,0,0,18.3833,22.9333,2311590601002,47.741,-122.6408,47.5591,-122.6616
0,0,0,0,13.1992,28,2314835901003,47.6431,-122.1357,47.7306,-121.9724
0,0,0,0,20.4251,31.05,2319540601004,47.7332,-122.3551,47.5278,-122.2617
0,0,0,0,12.3205,18.95,2320651101002,47.3188,-122.5858,47.262,-122.4533
0,0,0,0,1.3123,6.2667,2321059401002,47.2359,-122.4777,47.2511,-122.4771
0,0,0,0,8.3842,18.65,2322432201004,47.538,-122.6242,47.442,-122.6545
0,0,0,0,22.0767,36.7167,2322967001002,47.4669,-122.1423,47.2566,-121.953
0,0,0,0,5.0685,16.7833,2326723801002,47.6626,-122.2822,47.6946,-122.3424
0,0,0,0,9.8506,22.3833,2330289801002,47.6105,-122.3346,47.5126,-122.3798
0,0,0,0,19.406,29.2167,2331910101002,47.3996,-122.2586,47.2274,-122.4495
0,0,0,0,4.3036,13.1167,2336624001006,47.5796,-122.3337,47.6241,-122.3143
0,0,0,0,15.3497,17.8667,2336821301002,47.1784,-122.2927,47.2257,-122.4707
0,0,0,0,12.0509,22.55,2300319501002,47.1637,-122.5112,47.2667,-122.472
0,0,0,0,18.0241,27.1333,2300923701002,47.494,-122.1939,47.2908,-122.2706
0,0,0,0,7.2265,16.9833,2301157701002,47.5485,-122.0508,47.5953,-122.1539
0,0,0,0,9.9233,19.55,2303324601002,47.1574,-122.2853,47.2569,-122.322
0,0,0,0,13.9113,23.3167,2303363801002,47.4918,-122.2888,47.3275,-122.2818
0,0,0,0,11.6513,25.4667,2305072201004,47.1967,-122.3328,47.2613,-122.4665
0,0,0,0,6.7189,16.7167,2306590001004,47.6182,-122.3363,47.5521,-122.2757
0,0,0,0,1.395,6.8833,2311384401016,47.1814,-122.5514,47.1816,-122.5384
0,0,0,0,8.455,21.1167,2312092101002,47.2903,-122.2284,47.2276,-122.1654
0,0,0,0,19.7963,25.3833,2314609701002,47.5026,-122.2022,47.6825,-122.3226
0,0,0,0,5.6893,16.5833,2315184401002,47.8993,-122.2064,47.8419,-122.1923
0,0,0,0,7.536,18.1333,2317179801003,47.652,-122.3004,47.7038,-122.3568
0,0,0,0,4.4322,12.2333,2321319201002,47.5829,-122.3231,47.6225,-122.3314
0,0,0,0,4.8759,10.8167,2322003201002,47.6694,-122.2001,47.6132,-122.1917
0,0,0,0,11.053,21.75,2322568001012,47.7348,-122.1489,47.777,-122.0684
0,0,0,0,9.146,19.05,2322833401002,48.1654,-122.064,48.1748,-122.1685
0,0,0,0,14.5799,23.4667,2323055301004,47.6544,-122.6775,47.7473,-122.5803
0,0,0,0,1.4217,6.75,2331231201002,47.5752,-122.0364,47.5683,-122.0288
0,0,0,0,4.6025,10.7667,2332671101002,47.6273,-122.3316,47.6817,-122.3248
0,0,0,0,10.4844,17.75,2333195401002,47.6397,-122.1336,47.5544,-122.1547
0,0,0,0,8.2369,13.5167,2339402601002,47.5803,-122.2144,47.6182,-122.3231
0,0,0,0,29.2964,40.15,2341479601007,47.4469,-122.2568,47.1448,-122.12
0,0,0,0,12.909,22.6667,2311384401018,47.2392,-122.3467,47.1816,-122.5384
0,0,0,0,54.6086,65.5,2324341701009,47.4274,-122.2966,47.9809,-122.0288
0,0,0,0,7.3906,17.7667,2325584601002,47.8344,-122.2732,47.8821,-122.1857
0,0,0,0,6.6623,20.7,2308402301002,47.5371,-122.267,47.5134,-122.3366
0,0,0,0,0.2877,2.8667,2310134001003,47.6132,-122.3209,47.6132,-122.3164
0,0,0,0,0.7488,4.4167,2302756401005,47.6773,-122.3685,47.6729,-122.3592
0,0,0,0,8.7023,16.35,2339909201003,47.6791,-122.122,47.6111,-122.2039
0,0,0,0,7.2974,15.3167,2309755901005,47.7343,-122.307,47.6646,-122.3484
0,0,0,0,19.0817,28.05,2327238301003,47.5263,-122.3146,47.7689,-122.3491
