"","GEOID","name","state","variable","estimate","moe","label","concept","census_geography","acs_type","year","se","cv","reliability"
"22","53033","King County","Washington","B08201_022",58670,3378,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2053.49544072948,0.0350007745138824,"good"
"23","53033","King County","Washington","B08201_023",32975,2927,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1779.33130699088,0.0539600093098069,"good"
"24","53033","King County","Washington","B08201_024",10307,1410,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,857.142857142857,0.0831612357759636,"good"
"25","53033","King County","Washington","B08201_025",179346,5351,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,3252.88753799392,0.0181374970057538,"good"
"26","53033","King County","Washington","B08201_026",4363,1183,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,719.148936170213,0.164829002101814,"fair"
"27","53033","King County","Washington","B08201_027",22355,2347,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1426.74772036474,0.0638223091194248,"good"
"28","53033","King County","Washington","B08201_028",83099,4097,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2490.57750759878,0.0299712091312625,"good"
"29","53033","King County","Washington","B08201_029",39348,3380,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2054.71124620061,0.0522189500406783,"good"
"30","53033","King County","Washington","B08201_030",30181,2440,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1483.28267477204,0.0491462401766686,"good"
"31","53035","Kitsap County","Washington","B08201_001",101995,2068,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1257.14285714286,0.01232553416484,"good"
"32","53035","Kitsap County","Washington","B08201_002",4984,1009,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,613.373860182371,0.123068591529368,"good"
"33","53035","Kitsap County","Washington","B08201_003",28315,2273,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1381.76291793313,0.0487996792489186,"good"
"34","53035","Kitsap County","Washington","B08201_004",41084,2642,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1606.07902735562,0.0390925671150721,"good"
"35","53035","Kitsap County","Washington","B08201_005",18788,2108,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1281.45896656535,0.0682062468897887,"good"
"36","53035","Kitsap County","Washington","B08201_006",8824,1349,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,820.060790273556,0.092935266350131,"good"
"37","53035","Kitsap County","Washington","B08201_007",25317,2205,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1340.42553191489,0.0529456701787295,"good"
"38","53035","Kitsap County","Washington","B08201_008",3525,828,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,503.343465045593,0.14279247235336,"good"
"39","53035","Kitsap County","Washington","B08201_009",15469,1810,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1100.30395136778,0.0711296109229932,"good"
"40","53035","Kitsap County","Washington","B08201_010",5054,1046,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,635.866261398176,0.125814456153181,"good"
"41","53035","Kitsap County","Washington","B08201_011",856,388,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,235.866261398176,0.275544697895066,"fair"
"42","53035","Kitsap County","Washington","B08201_012",413,306,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,186.018237082067,0.450407353709605,"use with caution"
"43","53035","Kitsap County","Washington","B08201_013",40138,2212,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1344.68085106383,0.0335014413040966,"good"
"44","53035","Kitsap County","Washington","B08201_014",918,496,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,301.519756838906,0.328452894160028,"use with caution"
"45","53035","Kitsap County","Washington","B08201_015",8295,1306,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,793.920972644377,0.0957107863344638,"good"
"46","53035","Kitsap County","Washington","B08201_016",20288,1729,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1051.06382978723,0.0518071682663266,"good"
"47","53035","Kitsap County","Washington","B08201_017",7781,1319,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,801.823708206687,0.103048927927861,"good"
"48","53035","Kitsap County","Washington","B08201_018",2856,802,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,487.537993920973,0.170706580504542,"fair"
"49","53035","Kitsap County","Washington","B08201_019",14338,1696,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1031.00303951368,0.0719070330250856,"good"
"50","53035","Kitsap County","Washington","B08201_020",138,136,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,82.6747720364742,0.599092550988943,"use with extreme caution"
"51","53035","Kitsap County","Washington","B08201_021",2712,901,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,547.720364741641,0.20196178640916,"fair"
"52","53035","Kitsap County","Washington","B08201_022",5549,1126,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,684.498480243161,0.123355285680872,"good"
"53","53035","Kitsap County","Washington","B08201_023",4260,920,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,559.270516717325,0.131284158853832,"good"
"54","53035","Kitsap County","Washington","B08201_024",1679,500,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,303.951367781155,0.181031189863702,"fair"
"55","53035","Kitsap County","Washington","B08201_025",22202,1902,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1156.23100303951,0.0520777859219671,"good"
"56","53035","Kitsap County","Washington","B08201_026",403,305,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,185.410334346505,0.460075271331277,"use with caution"
"57","53035","Kitsap County","Washington","B08201_027",1839,592,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,359.878419452888,0.195692452122288,"fair"
"58","53035","Kitsap County","Washington","B08201_028",10193,1547,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,940.425531914894,0.0922618985494843,"good"
"59","53035","Kitsap County","Washington","B08201_029",5891,1156,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,702.73556231003,0.119289689748774,"good"
"60","53035","Kitsap County","Washington","B08201_030",3876,903,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,548.936170212766,0.141624398919702,"good"
"61","53053","Pierce County","Washington","B08201_001",317671,2982,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1812.76595744681,0.00570642569654394,"good"
"62","53053","Pierce County","Washington","B08201_002",18339,2141,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1301.51975683891,0.0709700505392282,"good"
"63","53053","Pierce County","Washington","B08201_003",95345,4059,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2467.47720364742,0.0258794609433889,"good"
"64","53053","Pierce County","Washington","B08201_004",119854,4024,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2446.20060790274,0.0204098370342478,"good"
"65","53053","Pierce County","Washington","B08201_005",56722,3543,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2153.79939209726,0.0379711468583136,"good"
"66","53053","Pierce County","Washington","B08201_006",27411,2188,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1330.09118541033,0.0485239934847446,"good"
"67","53053","Pierce County","Washington","B08201_007",85306,3906,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2374.46808510638,0.0278347136790658,"good"
"68","53053","Pierce County","Washington","B08201_008",11904,1531,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,930.699088145897,0.0781837271627937,"good"
"69","53053","Pierce County","Washington","B08201_009",55225,3269,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1987.23404255319,0.0359843194667848,"good"
"70","53053","Pierce County","Washington","B08201_010",12571,1626,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,988.449848024316,0.0786293730032866,"good"
"71","53053","Pierce County","Washington","B08201_011",4106,1258,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,764.741641337386,0.186249790876129,"fair"
"72","53053","Pierce County","Washington","B08201_012",1500,564,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,342.857142857143,0.228571428571429,"fair"
"73","53053","Pierce County","Washington","B08201_013",110001,3677,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2235.25835866261,0.0203203458028801,"good"
"74","53053","Pierce County","Washington","B08201_014",3547,1078,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,655.31914893617,0.184753072719529,"fair"
"75","53053","Pierce County","Washington","B08201_015",22145,2620,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1592.70516717325,0.0719216602923121,"good"
"76","53053","Pierce County","Washington","B08201_016",56549,2933,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1782.97872340426,0.0315298011176901,"good"
"77","53053","Pierce County","Washington","B08201_017",20907,2058,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1251.06382978723,0.0598394714587092,"good"
"78","53053","Pierce County","Washington","B08201_018",6853,1232,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,748.936170212766,0.10928588504491,"good"
"79","53053","Pierce County","Washington","B08201_019",51188,2963,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1801.21580547112,0.0351882434451654,"good"
"80","53053","Pierce County","Washington","B08201_020",1474,682,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,414.589665653495,0.281268429887039,"fair"
"81","53053","Pierce County","Washington","B08201_021",9860,1644,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,999.392097264438,0.101358224874689,"good"
"82","53053","Pierce County","Washington","B08201_022",18567,1913,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1162.9179331307,0.0626335936409059,"good"
"83","53053","Pierce County","Washington","B08201_023",14301,1631,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,991.489361702128,0.069330072141957,"good"
"84","53053","Pierce County","Washington","B08201_024",6986,1200,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,729.483282674772,0.104420739002973,"good"
"85","53053","Pierce County","Washington","B08201_025",71176,3426,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2082.67477203647,0.029260913398287,"good"
"86","53053","Pierce County","Washington","B08201_026",1414,574,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,348.936170212766,0.246772397604502,"fair"
"87","53053","Pierce County","Washington","B08201_027",8115,1531,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,930.699088145897,0.114688735446198,"good"
"88","53053","Pierce County","Washington","B08201_028",32167,2691,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1635.86626139818,0.0508554189510423,"good"
"89","53053","Pierce County","Washington","B08201_029",17408,1998,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1214.5896656535,0.0697719247273377,"good"
"90","53053","Pierce County","Washington","B08201_030",12072,1664,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1011.55015197568,0.0837930874731349,"good"
"91","53061","Snohomish County","Washington","B08201_001",286116,3382,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2055.92705167173,0.00718564166866492,"good"
"92","53061","Snohomish County","Washington","B08201_002",14141,2067,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1256.53495440729,0.0888575740334697,"good"
"93","53061","Snohomish County","Washington","B08201_003",73043,4101,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2493.00911854103,0.0341307054548832,"good"
"94","53061","Snohomish County","Washington","B08201_004",114129,4291,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2608.51063829787,0.0228558091133531,"good"
"95","53061","Snohomish County","Washington","B08201_005",54161,2885,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1753.79939209726,0.0323812225050731,"good"
"96","53061","Snohomish County","Washington","B08201_006",30642,2232,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1356.83890577508,0.0442803637417622,"good"
"97","53061","Snohomish County","Washington","B08201_007",69121,3293,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2001.82370820669,0.0289611508543957,"good"
"98","53061","Snohomish County","Washington","B08201_008",9572,1798,"Estimate!!Total!!1-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1093.00911854103,0.114188165330237,"good"
"99","53061","Snohomish County","Washington","B08201_009",44377,2684,"Estimate!!Total!!1-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1631.61094224924,0.0367670401840873,"good"
"100","53061","Snohomish County","Washington","B08201_010",11502,1563,"Estimate!!Total!!1-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,950.151975683891,0.0826075443995732,"good"
"101","53061","Snohomish County","Washington","B08201_011",2555,925,"Estimate!!Total!!1-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,562.310030395137,0.220082203677157,"fair"
"102","53061","Snohomish County","Washington","B08201_012",1115,446,"Estimate!!Total!!1-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,271.12462006079,0.243161094224924,"fair"
"103","53061","Snohomish County","Washington","B08201_013",99852,3158,"Estimate!!Total!!2-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1919.75683890578,0.0192260229029541,"good"
"104","53061","Snohomish County","Washington","B08201_014",2751,940,"Estimate!!Total!!2-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,571.428571428571,0.207716674456042,"fair"
"105","53061","Snohomish County","Washington","B08201_015",17260,1778,"Estimate!!Total!!2-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1080.85106382979,0.0626217302334755,"good"
"106","53061","Snohomish County","Washington","B08201_016",55124,3540,"Estimate!!Total!!2-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2151.97568389058,0.0390388158314088,"good"
"107","53061","Snohomish County","Washington","B08201_017",18895,1780,"Estimate!!Total!!2-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1082.06686930091,0.0572673654035942,"good"
"108","53061","Snohomish County","Washington","B08201_018",5822,910,"Estimate!!Total!!2-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,553.191489361702,0.0950174320442635,"good"
"109","53061","Snohomish County","Washington","B08201_019",47787,3262,"Estimate!!Total!!3-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1982.97872340426,0.0414961961078171,"good"
"110","53061","Snohomish County","Washington","B08201_020",1095,523,"Estimate!!Total!!3-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,317.933130699088,0.290349891049396,"fair"
"111","53061","Snohomish County","Washington","B08201_021",5246,1237,"Estimate!!Total!!3-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,751.975683890577,0.143342677066446,"good"
"112","53061","Snohomish County","Washington","B08201_022",19788,2450,"Estimate!!Total!!3-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1489.36170212766,0.0752659036854487,"good"
"113","53061","Snohomish County","Washington","B08201_023",14427,1614,"Estimate!!Total!!3-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,981.155015197568,0.0680082494765071,"good"
"114","53061","Snohomish County","Washington","B08201_024",7231,1438,"Estimate!!Total!!3-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,874.164133738602,0.120891181543162,"good"
"115","53061","Snohomish County","Washington","B08201_025",69356,3634,"Estimate!!Total!!4-or-more-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2209.11854103343,0.0318518735370182,"good"
"116","53061","Snohomish County","Washington","B08201_026",723,424,"Estimate!!Total!!4-or-more-person household!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,257.750759878419,0.356501742570428,"use with caution"
"117","53061","Snohomish County","Washington","B08201_027",6160,1263,"Estimate!!Total!!4-or-more-person household!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,767.781155015198,0.124639797892078,"good"
"118","53061","Snohomish County","Washington","B08201_028",27715,2739,"Estimate!!Total!!4-or-more-person household!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1665.04559270517,0.06007741629822,"good"
"119","53061","Snohomish County","Washington","B08201_029",18284,1975,"Estimate!!Total!!4-or-more-person household!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1200.60790273556,0.0656644007184184,"good"
"120","53061","Snohomish County","Washington","B08201_030",16474,1915,"Estimate!!Total!!4-or-more-person household!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,1164.13373860182,0.070664910683612,"good"
"121","REGION","Region","Washington","B08201_001",1566936,6804.00771604501,"Estimate!!Total","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,4136.17490337082,0.00263965784395203,"good"
"122","REGION","Region","Washington","B08201_002",124526,5302.44207889157,"Estimate!!Total!!No vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,3223.36904491889,0.0258851086915093,"good"
"123","REGION","Region","Washington","B08201_003",488237,9275.91585774688,"Estimate!!Total!!1 vehicle available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,5638.85462477014,0.0115494209262513,"good"
"124","REGION","Region","Washington","B08201_004",593740,9137.72931312807,"Estimate!!Total!!2 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,5554.85064627846,0.00935569550018268,"good"
"125","REGION","Region","Washington","B08201_005",242043,6488.21655002359,"Estimate!!Total!!3 vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,3944.20458967999,0.0162954705968774,"good"
"126","REGION","Region","Washington","B08201_006",118390,4917.03904804507,"Estimate!!Total!!4 or more vehicles available","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,2989.0814881733,0.0252477530887178,"good"
"127","REGION","Region","Washington","B08201_007",430153,8533.67505826183,"Estimate!!Total!!1-person household","HOUSEHOLD SIZE BY VEHICLES AVAILABLE","County","acs1",2016,5187.64441231722,0.0120599982153262,"good"
