"","survey_year","hh_id","daynum","deliver_package","n_days","hh_day_weight"
"111",2023,"23005147",1,"Yes",1,11.0013846523819
"112",2023,"23005190",1,NA,1,120.908170227715
"113",2023,"23005207",1,"No",4,21.756224214048
"114",2023,"23005207",2,"Yes",4,21.756224214048
"115",2023,"23005207",3,"No",4,21.756224214048
"116",2023,"23005207",4,"No",4,21.756224214048
"117",2023,"23005217",1,"No",1,145.203919916757
"118",2023,"23005595",4,"No",3,83.9350518523547
"119",2023,"23005595",5,"No",3,83.9350518523547
"120",2023,"23005595",6,"No",3,83.9350518523547
"121",2023,"23005627",1,"No",1,136.744835279827
"122",2023,"23005640",1,NA,1,1242.61325022558
"123",2023,"23005689",1,"No",1,179.157103141636
"124",2023,"23005703",1,"No",1,64.9757802026661
"125",2023,"23005725",1,"No",1,11.285697512491
"126",2023,"23005754",1,"No",1,577.722233981605
"127",2023,"23005785",6,NA,1,38.3411707342708
"128",2023,"23005809",4,NA,1,11.9844458640969
"129",2023,"23005833",1,"No",3,36.6505288629243
"130",2023,"23005833",2,"Yes",3,36.6505288629243
"131",2023,"23005833",7,"Yes",3,36.6505288629243
"132",2023,"23005895",2,"No",4,431.605620399025
"133",2023,"23005895",3,"No",4,431.605620399025
"134",2023,"23005895",4,"Yes",4,431.605620399025
"135",2023,"23005895",5,"No",4,431.605620399025
"136",2023,"23005950",1,"No",1,34.5834961757774
"137",2023,"23005968",1,NA,1,4158.94294695985
"138",2023,"23005984",1,"No",1,144.209107182123
"139",2023,"23006090",1,NA,1,37.2152992649298
"140",2023,"23006206",1,NA,1,566.867693433764
"141",2023,"23006207",1,NA,1,133.081665928555
"142",2023,"23006318",1,"Yes",1,38.007116616908
"143",2023,"23006395",1,"Yes",1,37.9754839108267
"144",2023,"23006400",1,NA,1,37.1310848135024
"145",2023,"23006539",1,"No",2,1043.15908724596
"146",2023,"23006539",2,"Yes",2,1043.15908724596
"147",2023,"23006645",1,NA,1,363.232608180717
"148",2023,"23006653",1,"No",1,37.7224921143623
"149",2023,"23006664",1,"No",1,137.87063815086
"150",2023,"23006730",1,NA,1,37.2177505992924
"151",2023,"23006762",1,"No",4,9.49463913140633
"152",2023,"23006762",5,"Yes",4,9.49463913140633
"153",2023,"23006762",6,"No",4,9.49463913140633
"154",2023,"23006762",7,"No",4,9.49463913140633
"155",2023,"23007075",1,"No",4,527.589427017622
"156",2023,"23007075",2,"No",4,527.589427017622
"157",2023,"23007075",3,"No",4,527.589427017622
"158",2023,"23007075",7,"No",4,527.589427017622
"159",2023,"23007083",1,NA,1,2254.19183700474
"160",2023,"23007112",1,NA,1,37.7735854449634
"161",2023,"23007129",1,NA,1,38.9332413338176
"162",2023,"23007152",1,NA,1,38.3274919838539
"163",2023,"23007163",1,"No",1,4965.68158895604
"164",2023,"23007176",1,"No",1,37.7606312296813
"165",2023,"23007432",1,NA,1,37.8650582789027
"166",2023,"23007471",1,NA,1,36.982374554507
"167",2023,"23007489",1,"No",4,21.1813080880317
"168",2023,"23007489",2,"No",4,21.1813080880317
"169",2023,"23007489",3,"No",4,21.1813080880317
"170",2023,"23007489",4,"No",4,21.1813080880317
"171",2023,"23007500",1,"Yes",1,37.7614450172323
"172",2023,"23007547",1,"No",1,293.311147709409
"173",2023,"23007607",2,"No",4,9.28516085254055
"174",2023,"23007607",3,"No",4,9.28516085254055
"175",2023,"23007607",4,"No",4,9.28516085254055
"176",2023,"23007607",5,"No",4,9.28516085254055
"177",2023,"23007610",1,"Yes",1,37.5954005290245
"178",2023,"23007658",1,NA,1,34.9436613280468
"179",2023,"23007685",1,NA,1,1062.24200422034
"180",2023,"23007711",1,"No",4,36.3951791106248
"181",2023,"23007711",2,"Yes",4,36.3951791106248
"182",2023,"23007711",6,"No",4,36.3951791106248
"183",2023,"23007711",7,"No",4,36.3951791106248
"184",2023,"23007780",1,"No",4,474.531091474053
"185",2023,"23007780",2,"No",4,474.531091474053
"186",2023,"23007780",3,"No",4,474.531091474053
"187",2023,"23007780",4,"No",4,474.531091474053
"188",2023,"23007814",1,NA,1,210.076068930074
"189",2023,"23007844",1,"No",1,146.232503972113
"190",2023,"23007848",1,"Yes",1,139.46067021627
"191",2023,"23008196",1,NA,1,24.3641646237968
"192",2023,"23008213",1,NA,1,858.192755725223
"193",2023,"23008281",3,NA,1,125.382377262308
"194",2023,"23008287",1,NA,1,39.2585372691286
"195",2023,"23008358",1,"No",4,17.0647160200095
"196",2023,"23008358",2,"Yes",4,17.0647160200095
"197",2023,"23008358",3,"Yes",4,17.0647160200095
"198",2023,"23008358",4,"No",4,17.0647160200095
"199",2023,"23008381",1,NA,1,139.038577591794
"200",2023,"23008450",7,NA,1,38.437697552789
"201",2023,"23008608",1,NA,1,38.1499071988855
"202",2023,"23008648",1,"Yes",1,37.5854706407502
"203",2023,"23008706",1,"No",1,3833.92979729088
"204",2023,"23008718",1,"No",4,9.23034588553912
"205",2023,"23008718",2,"No",4,9.23034588553912
"206",2023,"23008718",3,"No",4,9.23034588553912
"207",2023,"23008718",7,"No",4,9.23034588553912
"208",2023,"23008726",1,"No",4,9.22159517885368
"209",2023,"23008726",2,"Yes",4,9.22159517885368
"210",2023,"23008726",6,"No",4,9.22159517885368
"211",2023,"23008726",7,"No",4,9.22159517885368
"212",2023,"23008747",1,"No",4,36.7562321750645
"213",2023,"23008747",2,"No",4,36.7562321750645
"214",2023,"23008747",3,"Yes",4,36.7562321750645
"215",2023,"23008747",7,"No",4,36.7562321750645
"216",2023,"23008883",1,NA,1,54.8573759785196
"217",2023,"23008902",1,"No",1,609.978359566792
"218",2023,"23008912",1,"No",1,135.512818035861
"219",2023,"23008943",1,NA,1,256.627464394155
"220",2023,"23009029",1,"No",3,153.726439493104
"221",2023,"23009029",2,"No",3,153.726439493104
"222",2023,"23009029",4,"No",3,153.726439493104
"223",2023,"23009106",1,"No",1,560.860145831633
"224",2023,"23009192",1,"Yes",1,82.7013571016167
"225",2023,"23009237",1,NA,1,3486.07328661174
"226",2023,"23009267",1,"Yes",4,12.7644042133869
"227",2023,"23009267",2,"Yes",4,12.7644042133869
"228",2023,"23009267",3,"Yes",4,12.7644042133869
"229",2023,"23009267",7,"No",4,12.7644042133869
"230",2023,"23009332",3,"Yes",4,140.178640360482
"231",2023,"23009332",4,"No",4,140.178640360482
"232",2023,"23009332",5,"Yes",4,140.178640360482
"233",2023,"23009332",6,"No",4,140.178640360482
"234",2023,"23009625",1,NA,1,11.141692198166
"235",2023,"23009668",1,NA,1,123.371201792581
"236",2023,"23009733",1,"Yes",1,135.512818035861
"237",2023,"23009811",1,NA,1,170.472277269638
"238",2023,"23009921",1,"Yes",3,12.5178988293762
"239",2023,"23009921",6,"No",3,12.5178988293762
"240",2023,"23009921",7,"Yes",3,12.5178988293762
"241",2023,"23009989",1,"Yes",1,174.156987375742
"242",2023,"23009992",1,NA,1,238.905089912708
"243",2023,"23010033",1,NA,1,3835.78311907563
"244",2023,"23010151",1,NA,1,11.2006724904245
"245",2023,"23010233",1,"No",1,37.8221041753695
"246",2023,"23010240",2,"Yes",4,21.2562906955929
"247",2023,"23010240",3,"No",4,21.2562906955929
"248",2023,"23010240",4,"No",4,21.2562906955929
"249",2023,"23010240",5,"No",4,21.2562906955929
"250",2023,"23010371",1,"No",1,198.388628460353
"251",2023,"23010421",1,NA,1,38.2764899728956
"252",2023,"23010629",1,"Yes",4,9.39853885769488
"253",2023,"23010629",2,"Yes",4,9.39853885769488
"254",2023,"23010629",3,"No",4,9.39853885769488
"255",2023,"23010629",7,"No",4,9.39853885769488
"256",2023,"23010703",1,NA,1,11.574154559389
"257",2023,"23010771",1,"No",4,37.2938825424318
"258",2023,"23010771",2,"No",4,37.2938825424318
"259",2023,"23010771",3,"No",4,37.2938825424318
"260",2023,"23010771",7,"Yes",4,37.2938825424318
"261",2023,"23010830",2,"No",3,821.778026601067
"262",2023,"23010830",3,"Yes",3,821.778026601067
"263",2023,"23010830",4,"Yes",3,821.778026601067
"264",2023,"23010890",1,NA,1,4794.34767492708
"265",2023,"23010927",1,NA,1,1909.81503063711
"266",2023,"23011357",1,"No",1,37.1800351653461
"267",2023,"23011551",1,NA,1,129.454274377755
"268",2023,"23011568",1,NA,1,38.567019236052
"269",2023,"23011569",1,"No",1,64.3927034375789
"270",2023,"23011577",1,NA,1,43.4225224354535
"271",2023,"23011605",1,NA,1,143.837882691716
"272",2023,"23011607",1,NA,1,141.212940582627
"273",2023,"23011735",1,NA,1,36.2422814868307
"274",2023,"23011768",1,NA,1,123.149176411001
"275",2023,"23011800",1,"Yes",1,155.145047470448
"276",2023,"23011855",1,NA,1,38.1776184329836
"277",2023,"23012007",1,NA,1,36.75225108999
"278",2023,"23012105",3,"Yes",4,1226.10364058988
"279",2023,"23012105",4,"Yes",4,1226.10364058988
"280",2023,"23012105",5,"No",4,1226.10364058988
"281",2023,"23012105",6,"Yes",4,1226.10364058988
"282",2023,"23012234",1,NA,1,176.265741002547
"283",2023,"23012261",1,NA,1,38.6988110821212
"284",2023,"23012273",4,"No",4,241.543073990865
"285",2023,"23012273",5,"No",4,241.543073990865
"286",2023,"23012273",6,"No",4,241.543073990865
"287",2023,"23012273",7,"No",4,241.543073990865
"288",2023,"23012296",1,NA,1,109.109350716377
"289",2023,"23012471",3,"No",4,55.6462690740105
"290",2023,"23012471",4,"No",4,55.6462690740105
"291",2023,"23012471",5,"No",4,55.6462690740105
"292",2023,"23012471",6,"Yes",4,55.6462690740105
"293",2023,"23012493",1,"No",1,314.529412206414
"294",2023,"23012571",1,"No",4,9.47518454584725
"295",2023,"23012571",5,"No",4,9.47518454584725
"296",2023,"23012571",6,"No",4,9.47518454584725
"297",2023,"23012571",7,"No",4,9.47518454584725
"298",2023,"23012604",1,NA,1,37.3525364747451
"299",2023,"23012692",1,NA,1,156.101356000683
"300",2023,"23012703",1,"No",1,38.3489869049158
"301",2023,"23012760",1,NA,1,2115.41464831031
"302",2023,"23012816",1,"No",1,38.3191301044707
"303",2023,"23012828",1,NA,1,30.362404477575
"304",2023,"23012951",1,"No",1,97.9501523980397
"305",2023,"23013019",1,"No",4,59.240226471847
"306",2023,"23013019",2,"No",4,59.240226471847
"307",2023,"23013019",6,"No",4,59.240226471847
"308",2023,"23013019",7,"No",4,59.240226471847
"309",2023,"23013020",1,NA,1,215.700451598368
"310",2023,"23013041",2,NA,1,40.0557576529923
"311",2023,"23013053",1,NA,1,459.565775802225
"312",2023,"23013119",1,NA,1,37.942271651988
"313",2023,"23013149",1,NA,1,106.253184028498
"314",2023,"23013162",1,"No",4,9.59247649158125
"315",2023,"23013162",2,"No",4,9.59247649158125
"316",2023,"23013162",3,"No",4,9.59247649158125
"317",2023,"23013162",4,"No",4,9.59247649158125
"318",2023,"23013249",1,"No",4,95.641909749688
"319",2023,"23013249",2,"No",4,95.641909749688
"320",2023,"23013249",6,"No",4,95.641909749688
"321",2023,"23013249",7,"No",4,95.641909749688
"322",2023,"23013254",1,"Yes",3,12.5652672451921
"323",2023,"23013254",6,"Yes",3,12.5652672451921
"324",2023,"23013254",7,"No",3,12.5652672451921
"325",2023,"23013292",1,"No",4,27.055664627622
"326",2023,"23013292",2,"No",4,27.055664627622
"327",2023,"23013292",6,"No",4,27.055664627622
"328",2023,"23013292",7,"No",4,27.055664627622
"329",2023,"23013307",1,"No",1,55.8256734352264
"330",2023,"23013316",1,"Yes",1,158.722282759195
"331",2023,"23013450",1,NA,1,646.936695727119
"332",2023,"23013473",1,NA,1,244.06517289717
"333",2023,"23013638",1,"Yes",1,371.586239497999
"334",2023,"23013696",1,NA,1,11.3822368833495
"335",2023,"23013862",1,NA,1,37.5878062646952
"336",2023,"23013972",1,NA,1,133.124759764014
"337",2023,"23014036",1,NA,1,38.8495047843229
"338",2023,"23014114",5,NA,1,201.682228169954
"339",2023,"23014260",1,NA,1,148.679797335863
"340",2023,"23014282",1,"Yes",1,147.108565834578
"341",2023,"23014379",1,"No",1,11.2131050620782
"342",2023,"23014416",3,"No",4,341.727690761138
"343",2023,"23014416",4,"No",4,341.727690761138
"344",2023,"23014416",5,"No",4,341.727690761138
"345",2023,"23014416",6,"No",4,341.727690761138
"346",2023,"23014525",2,"No",4,22.5152928876183
"347",2023,"23014525",3,"No",4,22.5152928876183
"348",2023,"23014525",4,"No",4,22.5152928876183
"349",2023,"23014525",5,"No",4,22.5152928876183
"350",2023,"23014683",1,NA,1,12.4716258903342
"351",2023,"23014826",3,NA,1,1622.42209810897
"352",2023,"23014835",1,NA,1,11.8623777231045
"353",2023,"23015027",2,"No",4,9.35859457778435
"354",2023,"23015027",3,"No",4,9.35859457778435
"355",2023,"23015027",4,"No",4,9.35859457778435
"356",2023,"23015027",5,"No",4,9.35859457778435
"357",2023,"23015128",1,"No",4,1246.63593279951
"358",2023,"23015128",2,"No",4,1246.63593279951
"359",2023,"23015128",6,"Yes",4,1246.63593279951
"360",2023,"23015128",7,"No",4,1246.63593279951
"361",2023,"23015159",1,NA,1,35.9957203427956
"362",2023,"23015296",1,NA,1,151.631092822489
"363",2023,"23015304",1,"No",1,37.6426596538066
"364",2023,"23015321",1,NA,1,37.0340409855228
"365",2023,"23015667",1,"No",1,174.156987375742
"366",2023,"23015840",1,"No",4,9.19996477436928
"367",2023,"23015840",2,"No",4,9.19996477436928
"368",2023,"23015840",3,"No",4,9.19996477436928
"369",2023,"23015840",4,"No",4,9.19996477436928
"370",2023,"23015950",1,NA,1,912.997070903411
"371",2023,"23016029",1,NA,1,2600.46242776362
"372",2023,"23016137",1,"No",4,143.997101139574
"373",2023,"23016137",2,"No",4,143.997101139574
"374",2023,"23016137",3,"No",4,143.997101139574
"375",2023,"23016137",7,"No",4,143.997101139574
"376",2023,"23016190",1,"Yes",1,37.9353248744684
"377",2023,"23016333",1,"No",4,14.4111687973403
"378",2023,"23016333",5,"No",4,14.4111687973403
"379",2023,"23016333",6,"Yes",4,14.4111687973403
"380",2023,"23016333",7,"No",4,14.4111687973403
"381",2023,"23016510",1,NA,1,119.273852737264
"382",2023,"23016514",1,"No",2,74.1275522784875
"383",2023,"23016514",2,"No",2,74.1275522784875
"384",2023,"23016565",2,"No",4,20.9436349064806
"385",2023,"23016565",3,"No",4,20.9436349064806
"386",2023,"23016565",4,"Yes",4,20.9436349064806
"387",2023,"23016565",5,"Yes",4,20.9436349064806
"388",2023,"23016632",1,NA,1,119.763731645183
"389",2023,"23016753",1,"No",1,106.721426524497
"390",2023,"23016862",1,"No",1,67.1728831050873
"391",2023,"23016895",1,"Yes",4,1163.48291977879
"392",2023,"23016895",2,"No",4,1163.48291977879
"393",2023,"23016895",3,"Yes",4,1163.48291977879
"394",2023,"23016895",4,"No",4,1163.48291977879
"395",2023,"23016992",1,NA,1,146.875800514816
"396",2023,"23017001",1,NA,1,359.467311412589
"397",2023,"23017142",1,NA,1,292.829469783793
"398",2023,"23017145",1,"No",1,1084.59040871063
"399",2023,"23017257",4,"Yes",4,82.6383980698483
"400",2023,"23017257",5,"Yes",4,82.6383980698483
"401",2023,"23017257",6,"Yes",4,82.6383980698483
"402",2023,"23017257",7,"No",4,82.6383980698483
"403",2023,"23017314",1,NA,1,258.081547680158
"404",2023,"23017346",1,NA,1,39.290976458769
"405",2023,"23017356",1,NA,1,35.2448260023543
"406",2023,"23017367",1,NA,1,121.181957723189
"407",2023,"23017590",1,NA,1,3756.89486105699
"408",2023,"23017740",1,NA,1,519.092042510076
"409",2023,"23017818",1,NA,1,36.5826424839636
"410",2023,"23017876",1,"No",1,1254.02005679442
"411",2023,"23017892",1,"Yes",1,95.0504331393037
"412",2023,"23017957",1,"No",1,148.553289586141
"413",2023,"23017974",1,NA,1,120.770946492923
"414",2023,"23018006",1,NA,1,36.9031772787414
"415",2023,"23018103",1,"No",4,75.602942067536
"416",2023,"23018103",2,"No",4,75.602942067536
"417",2023,"23018103",3,"No",4,75.602942067536
"418",2023,"23018103",7,"No",4,75.602942067536
"419",2023,"23018273",5,"No",1,2108.76393734602
"420",2023,"23018294",2,"Yes",1,145.103286728576
"421",2023,"23018359",2,"No",4,46.0922293941883
"422",2023,"23018359",3,"No",4,46.0922293941883
"423",2023,"23018359",4,"No",4,46.0922293941883
"424",2023,"23018359",5,"No",4,46.0922293941883
"425",2023,"23018491",1,NA,1,38.4882293173617
"426",2023,"23018520",1,"Yes",3,92.405793260762
"427",2023,"23018520",2,"Yes",3,92.405793260762
"428",2023,"23018520",7,"No",3,92.405793260762
"429",2023,"23018586",1,NA,1,140.925037801897
"430",2023,"23018604",2,"No",4,92.0536979800042
"431",2023,"23018604",3,"No",4,92.0536979800042
"432",2023,"23018604",4,"No",4,92.0536979800042
"433",2023,"23018604",5,"No",4,92.0536979800042
"434",2023,"23018705",1,"Yes",4,11.5270401330302
"435",2023,"23018705",2,"Yes",4,11.5270401330302
"436",2023,"23018705",3,"Yes",4,11.5270401330302
"437",2023,"23018705",7,"No",4,11.5270401330302
"438",2023,"23018718",1,"No",1,37.5316567913404
"439",2023,"23018742",1,NA,1,123.484513334031
"440",2023,"23018871",3,"No",4,132.095406857543
"441",2023,"23018871",4,"No",4,132.095406857543
"442",2023,"23018871",5,"No",4,132.095406857543
"443",2023,"23018871",6,"No",4,132.095406857543
"444",2023,"23018979",1,NA,1,36.5025752881021
"445",2023,"23019070",1,"No",1,338.703201737166
"446",2023,"23019099",1,NA,1,11.7706989563997
"447",2023,"23019227",1,NA,1,2095.03453401093
"448",2023,"23019251",2,"No",3,65.261238573799
"449",2023,"23019251",3,"Yes",3,65.261238573799
"450",2023,"23019251",4,"No",3,65.261238573799
"451",2023,"23019309",1,NA,1,1899.17894672611
"452",2023,"23019388",1,NA,1,106.163348115551
"453",2023,"23019455",1,NA,1,56.632051174181
"454",2023,"23019457",3,"No",1,11.8225215155443
"455",2023,"23019574",1,NA,1,1215.43957402293
"456",2023,"23019728",1,"No",1,78.3915422793061
"457",2023,"23019962",1,NA,1,37.5423804013272
"458",2023,"23019983",2,"No",1,126.376575196035
"459",2023,"23020190",1,NA,1,35.9321973114273
"460",2023,"23020210",1,"No",1,570.116592525798
"461",2023,"23020239",2,"No",4,709.663297297578
"462",2023,"23020239",3,"No",4,709.663297297578
"463",2023,"23020239",4,"No",4,709.663297297578
"464",2023,"23020239",5,"No",4,709.663297297578
"465",2023,"23020325",1,NA,1,141.341942590423
"466",2023,"23020330",1,"Yes",1,36.8421697689311
"467",2023,"23020388",1,"No",1,1403.62907878285
"468",2023,"23020404",1,NA,1,120.250265202112
"469",2023,"23020623",1,"Yes",1,37.9962480146981
"470",2023,"23020738",1,NA,1,11.6239788284494
"471",2023,"23020829",1,"No",1,148.250508506578
"472",2023,"23020860",1,NA,1,36.1831675947669
"473",2023,"23021001",1,"No",4,69.4222879698687
"474",2023,"23021001",2,"No",4,69.4222879698687
"475",2023,"23021001",3,"Yes",4,69.4222879698687
"476",2023,"23021001",4,"Yes",4,69.4222879698687
"477",2023,"23021131",1,NA,1,37.2650082710177
"478",2023,"23021139",1,NA,1,36.3901038082186
"479",2023,"23021429",1,NA,1,1983.89250860598
"480",2023,"23021557",1,NA,1,39.2765708550731
"481",2023,"23021997",1,NA,1,43.3448158868584
"482",2023,"23022300",1,"Yes",1,29.1808285892565
"483",2023,"23022315",1,"No",4,45.3839939891873
"484",2023,"23022315",2,"No",4,45.3839939891873
"485",2023,"23022315",3,"No",4,45.3839939891873
"486",2023,"23022315",7,"No",4,45.3839939891873
"487",2023,"23022455",1,"No",1,181.630938032688
"488",2023,"23022570",1,NA,1,494.691575076123
"489",2023,"23022619",1,NA,1,136.924325778543
"490",2023,"23022643",1,NA,1,134.067785720758
"491",2023,"23022713",4,"No",4,9.45594936988688
"492",2023,"23022713",5,"No",4,9.45594936988688
"493",2023,"23022713",6,"No",4,9.45594936988688
"494",2023,"23022713",7,"No",4,9.45594936988688
"495",2023,"23023031",5,"No",3,587.745909928753
"496",2023,"23023031",6,"No",3,587.745909928753
"497",2023,"23023031",7,"No",3,587.745909928753
"498",2023,"23023049",1,"No",1,143.53278597
"499",2023,"23023067",1,NA,1,220.323591638923
"500",2023,"23023236",1,NA,1,4898.37498062629
"501",2023,"23023254",1,"No",1,334.011199151572
"502",2023,"23023322",1,NA,1,880.924369202884
"503",2023,"23023534",1,"No",1,84.3613248515281
"504",2023,"23023571",4,"No",3,85.8715904234493
"505",2023,"23023571",5,"Yes",3,85.8715904234493
"506",2023,"23023571",6,"Yes",3,85.8715904234493
"507",2023,"23023627",1,"No",1,37.9353248744684
"508",2023,"23023646",1,NA,1,144.920449819067
"509",2023,"23023849",2,NA,1,41.9995899592357
"510",2023,"23023946",1,NA,1,35.3948735828023
"511",2023,"23023958",1,"No",4,36.5333762027848
"512",2023,"23023958",2,"No",4,36.5333762027848
"513",2023,"23023958",6,"Yes",4,36.5333762027848
"514",2023,"23023958",7,"Yes",4,36.5333762027848
"515",2023,"23024082",1,"Yes",1,145.252196024331
"516",2023,"23024192",2,"No",4,27.5494014630653
"517",2023,"23024192",3,"No",4,27.5494014630653
"518",2023,"23024192",4,"No",4,27.5494014630653
"519",2023,"23024192",5,"No",4,27.5494014630653
"520",2023,"23024216",1,"Yes",1,123.518198645928
"521",2023,"23024392",1,"No",1,36.7975440773907
"522",2023,"23024411",1,NA,1,154.016321130481
"523",2023,"23024431",1,NA,1,726.715097602585
"524",2023,"23024583",1,NA,1,110.654723507784
"525",2023,"23024633",1,NA,1,663.759174555514
"526",2023,"23024687",1,NA,1,37.7714044372733
"527",2023,"23025008",2,"No",4,212.27913251518
"528",2023,"23025008",3,"Yes",4,212.27913251518
"529",2023,"23025008",4,"No",4,212.27913251518
"530",2023,"23025008",5,"No",4,212.27913251518
"531",2023,"23025045",1,NA,1,3338.20798533272
"532",2023,"23025103",1,NA,1,4379.18680272201
"533",2023,"23025240",1,"Yes",4,9.44934186012895
"534",2023,"23025240",5,"No",4,9.44934186012895
"535",2023,"23025240",6,"No",4,9.44934186012895
"536",2023,"23025240",7,"No",4,9.44934186012895
"537",2023,"23025269",1,"No",1,2084.64208505826
