,departureTime,destinationIndex,originIndex,totalWalkDuration,travelDistance,travelDuration,HHID,REPORTED_LAT,REPORTED_LNG,PERSONID,WORK_LAT,WORK_LNG
0,/Date(1553619600000-0700)/,0,0,0,9.374,16.05,21255806,47.608533,-122.328242,2125580601,47.5381,-122.315
0,/Date(1553619600000-0700)/,0,0,0,20.928,38.45,21255849,47.810011,-122.331379,2125584902,47.6562,-122.304
0,/Date(1553619600000-0700)/,0,0,0,19.18,30.4667,21256041,47.87224,-122.2211233,2125604101,47.7635,-122.182
0,/Date(1553619600000-0700)/,0,0,0,9.891,21.3,21256164,47.371386,-122.274925,2125616401,47.4319,-122.299
0,/Date(1553619600000-0700)/,0,0,0,11.629,28.05,21256193,47.727062,-122.333124,2125619301,47.6511,-122.352
0,/Date(1553619600000-0700)/,0,0,0,13.436,21.2667,21256212,47.6582093,-122.315854,2125621201,47.6441,-122.2
0,/Date(1553619600000-0700)/,0,0,0,3.378,12.3,21256212,47.6582093,-122.315854,2125621202,47.6503,-122.35
0,/Date(1553619600000-0700)/,0,0,0,0.977,5.9167,21256212,47.6582093,-122.315854,2125621203,47.6532,-122.316
0,/Date(1553619600000-0700)/,0,0,0,20.039,32.5,21256245,47.378467,-122.169699,2125624502,47.2807,-122.157
0,/Date(1553619600000-0700)/,0,0,0,15.035,22.9167,21256249,47.5333215,-122.604336,2125624901,47.5549,-122.676
0,/Date(1553619600000-0700)/,0,0,0,15.677,19.8667,21256277,47.60026,-122.622225,2125627702,47.7024,-122.694
0,/Date(1553619600000-0700)/,0,0,0,0.973,4.0,21256398,47.445807,-122.3326818,2125639801,47.4442,-122.334
0,/Date(1553619600000-0700)/,0,0,0,2.196,7.6333,21256398,47.445807,-122.3326818,2125639802,47.4613,-122.333
0,/Date(1553619600000-0700)/,0,0,0,20.276,42.7333,21256406,47.520227,-122.28517,2125640601,47.6626,-122.282
0,/Date(1553619600000-0700)/,0,0,0,39.861,42.95,21256446,47.249627,-122.19261,2125644601,47.4429,-122.301
0,/Date(1553619600000-0700)/,0,0,0,39.861,42.95,21256446,47.249627,-122.19261,2125644602,47.4429,-122.301
0,/Date(1553619600000-0700)/,0,0,0,12.755,27.2,21256461,47.731272,-122.293073,2125646102,47.7973,-122.204
0,/Date(1553619600000-0700)/,0,0,0,11.314,23.7333,21256468,47.2068275,-122.5249649,2125646801,47.2594,-122.453
0,/Date(1553619600000-0700)/,0,0,0,31.579,34.2333,21256511,47.6219667,-122.1555083,2125651101,47.5284,-121.874
0,/Date(1553619600000-0700)/,0,0,0,12.201,18.65,21256511,47.6219667,-122.1555083,2125651102,47.7074,-122.175
0,/Date(1553619600000-0700)/,0,0,0,1.508,7.3,21256511,47.6219667,-122.1555083,2125651103,47.6285,-122.146
0,/Date(1553619600000-0700)/,0,0,0,6.456,15.5167,21256524,47.565026,-122.373244,2125652402,47.5552,-122.326
0,/Date(1553619600000-0700)/,0,0,0,1.925,7.6167,21256525,47.618249,-122.356191,2125652501,47.6075,-122.338
0,/Date(1553619600000-0700)/,0,0,0,1.954,7.6167,21256525,47.618249,-122.356191,2125652502,47.608,-122.337
0,/Date(1553619600000-0700)/,0,0,0,5.352,10.7,21256620,47.4710577,-122.3414668,2125662001,47.4718,-122.288
0,/Date(1553619600000-0700)/,0,0,0,28.402,28.5167,21256625,47.9062583,-122.2218267,2125662501,48.1326,-122.178
0,/Date(1553619600000-0700)/,0,0,0,17.296,24.6167,21256625,47.9062583,-122.2218267,2125662502,47.8159,-122.303
0,/Date(1553619600000-0700)/,0,0,0,18.295,25.2833,21256653,47.5961368,-122.1475528,2125665302,47.6096,-122.328
0,/Date(1553619600000-0700)/,0,0,0,31.338,32.7,21256653,47.5961368,-122.1475528,2125665303,47.4115,-122.306
0,/Date(1553619600000-0700)/,0,0,0,2.929,7.3167,21256679,48.120226,-122.15792,2125667902,48.135,-122.176
0,/Date(1553619600000-0700)/,0,0,0,32.146,38.6667,21256702,47.8520873,-122.2905275,2125670201,47.6258,-122.19
0,/Date(1553619600000-0700)/,0,0,0,15.495,21.2833,21256835,47.703207,-122.1767393,2125683501,47.6364,-122.133
0,/Date(1553619600000-0700)/,0,0,0,43.615,53.7,21256878,47.372528,-122.308956,2125687801,47.7008,-122.343
0,/Date(1553619600000-0700)/,0,0,0,11.755,24.2,21256878,47.372528,-122.308956,2125687802,47.4604,-122.332
0,/Date(1553619600000-0700)/,0,0,0,11.79,17.85,21256880,47.6418,-122.8211017,2125688001,47.645,-122.696
0,/Date(1553619600000-0700)/,0,0,0,16.979,31.7,21257069,47.750166,-122.301322,2125706902,47.6225,-122.336
0,/Date(1553619600000-0700)/,0,0,0,13.091,19.6833,21257214,47.659984,-122.668115,2125721401,47.7234,-122.738
0,/Date(1553619600000-0700)/,0,0,0,2.938,9.0,21257214,47.659984,-122.668115,2125721402,47.651,-122.692
0,/Date(1553619600000-0700)/,0,0,0,0.052,0.65,21257554,47.5313383,-122.2817217,2125755401,47.5313,-122.282
0,/Date(1553619600000-0700)/,0,0,0,18.091,39.2,21257791,47.5003188,-122.2997325,2125779101,47.6177,-122.353
0,/Date(1553619600000-0700)/,0,0,0,0.466,1.9,21257806,47.3357202,-122.3117282,2125780601,47.3357,-122.312
0,/Date(1553619600000-0700)/,0,0,0,42.379,49.5333,21257806,47.3357202,-122.3117282,2125780602,47.0814,-122.323
0,/Date(1553619600000-0700)/,0,0,0,37.617,66.2667,21257833,47.590126,-122.6710312,2125783301,47.4484,-122.461
0,/Date(1553619600000-0700)/,0,0,0,44.47,47.8667,21257872,47.297475,-122.222245,2125787202,47.6076,-122.335
0,/Date(1553619600000-0700)/,0,0,0,36.267,41.1,21257872,47.297475,-122.222245,2125787203,47.547,-122.287
0,/Date(1553619600000-0700)/,0,0,0,1.928,5.4667,21257971,47.519205,-122.658204,2125797101,47.506,-122.654
0,/Date(1553619600000-0700)/,0,0,0,12.245,20.0833,21257971,47.519205,-122.658204,2125797102,47.5628,-122.637
0,/Date(1553619600000-0700)/,0,0,0,26.315,37.9167,21258013,47.802249,-122.275404,2125801302,47.6234,-122.333
0,/Date(1553619600000-0700)/,0,0,0,2.298,6.5667,21258370,47.3493693,-122.3112949,2125837001,47.3673,-122.303
0,/Date(1553619600000-0700)/,0,0,0,1.221,4.9833,21258370,47.3493693,-122.3112949,2125837003,47.3583,-122.31
0,/Date(1553619600000-0700)/,0,0,0,1.221,4.9833,21258370,47.3493693,-122.3112949,2125837004,47.3583,-122.31
0,/Date(1553619600000-0700)/,0,0,0,21.22,24.7833,21258370,47.3493693,-122.3112949,2125837005,47.2666,-122.381
0,/Date(1553619600000-0700)/,0,0,0,16.795,28.5,21258373,47.8372032,-122.2802504,2125837303,47.7046,-122.333
0,/Date(1553619600000-0700)/,0,0,0,12.008,23.9333,21258386,47.663399,-122.313909,2125838601,47.599,-122.298
0,/Date(1553619600000-0700)/,0,0,0,4.839,10.2333,21258580,47.855972,-122.271445,2125858001,47.8861,-122.281
0,/Date(1553619600000-0700)/,0,0,0,34.593,40.15,21258626,47.247921,-122.219304,2125862601,47.4551,-122.245
0,/Date(1553619600000-0700)/,0,0,0,18.91,29.8833,21258686,47.227205,-122.535974,2125868602,47.1017,-122.587
0,/Date(1553619600000-0700)/,0,0,0,6.698,15.75,21258725,47.84,-122.232617,2125872501,47.7997,-122.213
0,/Date(1553619600000-0700)/,0,0,0,9.557,23.7833,21258785,47.635705,-122.370225,2125878502,47.7042,-122.345
0,/Date(1553619600000-0700)/,0,0,0,10.316,25.65,21258875,47.499325,-122.279845,2125887501,47.5725,-122.293
0,/Date(1553619600000-0700)/,0,0,0,54.919,42.1833,21258875,47.499325,-122.279845,2125887502,47.1267,-122.545
0,/Date(1553619600000-0700)/,0,0,0,19.333,37.7333,21258968,47.486329,-122.225548,2125896801,47.6165,-122.201
