rectype,qno,pernum,final,perstype,samptyp,sex,age,agerng,age18,relat,ldrv,wkrstat,wrkr,nowrk,transit,tpass,ptype1,ptype2,ptype3,fvalue1,fvalue2,fvalue3,fvalue1c,fvalue2c,fvalue3c,pcost1,pcost2,pcost3,cost1c,cost2c,cost3c,edu,sstatus,stype,scnty,scity,sstate,szip,staz,stract,disabl,homeact1,homeact2,homeact3,homeact4,attd1a,attd1b,attd1c,attd1d,attd1e,attd1f,attd1g,attd1h,attd1i,attd1j,attd2a,attd2b,attd2c,attd2d,attd2e,attd2f,attd3,proxy,proxynum,assure,gps,spsrecv,spscompl,expfac2
2,44628,3,1,7,1,2,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98116,174,9800,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,164.94
2,44628,4,1,7,1,2,7,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98116,174,9800,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,164.94
2,44628,5,1,8,1,1,3,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,164.94
2,44653,1,1,4,1,2,56,8,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,1,2,1,1,10,9,10,1,8,8,1,7,9,9,9,7,5,9,10, ,1, ,1, , , ,371.98
2,44653,2,1,1,1,1,62,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,371.98
2,44664,1,1,4,1,2,44,6,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,7,9,8,5,4,5,2,2,8,7,7,6,5,10,5, ,1, ,1, , , ,365.14
2,44664,2,1,1,1,1,43,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,365.14
2,44664,3,1,5,1,1,19,4,1,2,2,99,5,98,1,2, , , , , , , , , , , , , , , ,3,1,4,3,LAKEWOOD,WA,98498,818,72107,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,365.14
2,44664,4,1,7,1,1,11,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,3,LAKEWOOD,WA,98499,808,71804,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,365.14
2,44677,1,1,3,1,2,81,10,1,0,2,2,3, ,1,1,4, , ,65, , ,3, , ,65, , ,3, , ,2, , , , , , , , ,2,2,1,2,2,10,8,10,8,6,5,6,6,10,5,8,10,8,5,10,8, ,1, ,1, , , ,344.62
2,44683,1,1,3,1,2,80,10,1,0,2,2,4, ,2,1,96,4, ,-98,-99, , , , ,-98, , , , , ,3, , , , , , , , ,2,2,2,2,2,99,1,8,8,4,99,99,4,8,10,10,10,10,8,10,9, ,1, ,1, , , ,659.37
2,44703,1,1,2,1,2,53,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,1,1,2,2,3,8,10,1,7,8,10,10,10,8,10,6,6,2,10,8,1,1, ,1, , , ,182.55
2,44716,1,1,4,1,1,63,8,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1,2,2,2,2,10,7,10,8,10,10,8,8,1,10,10,10,10,10,10,10, ,1, ,1, , , ,523.18
2,44716,2,1,1,1,2,63,8,1,1,1,1,1, ,1,1,17,25, ,-98,-99, , , , ,10, , ,2, , ,6, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,523.18
2,44716,3,1,8,1,2,2,1,2,5,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,3,TACOMA,WA,98406,692,60904,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,523.18
2,44726,1,1,4,1,2,39,6,1,0,1,2,5,98,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,2,7,9,9,2,8,8,10,5,10,10,10,8,3,10,10, ,1, ,1, , , ,113.41
2,44726,2,1,1,1,1,40,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,113.41
2,44726,3,1,8,1,1,1,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,1,SEATTLE,WA,98103,46,3500,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,113.41
2,44740,1,1,2,1,2,70,9,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,185.53
2,44742,1,1,4,1,2,58,8,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,10,10,8,1,10,6,3,8,8,10,10,5,1,10,10, ,1, ,1, , , ,67.24
2,44747,1,1,3,1,1,66,9,1,0,2,2,4, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,185.08
2,44747,2,1,3,1,2,86,11,1,4,2,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,185.08
2,44766,1,1,3,1,2,71,9,1,0,1,2,4, ,1,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,2,9,7,8,8,5,5,8,9,5,8,8,8,7,7,8,8, ,1, ,1, , , ,210.08
2,44778,1,1,1,1,1,30,5,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,584.32
2,44778,2,1,4,1,2,30,5,1,1,1,99,5,98,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,1,1,1, , , , , , , , , , , , , , , , , ,1, ,1, , , ,584.32
2,44778,3,1,7,1,1,8,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,BURIEN,WA,98166,363,27900,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,584.32
2,44778,4,1,8,1,2,3,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,1,DES MOINES,WA,98148,374,28700,1, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,584.32
2,44787,1,1,2,1,2,56,8,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,1,2,1,10,10,8,1,3,8,3,8,1,10,10,8,1,10,8,9,1, ,1, , , ,157.32
2,44787,2,1,1,1,1,60,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,157.32
2,44797,1,1,4,1,2,42,6,1,0,1,2,3, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,1,2,2,1,5,7,7,8,8,6,5,5,9,8,8,8,5,10,8, ,1, ,1, , , ,393.26
2,44797,2,1,1,1,1,41,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,393.26
2,44797,3,1,7,1,2,5,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,PUYALLUP,WA,98371,875,73404,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,393.26
2,44797,4,1,8,1,1,2,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,393.26
2,44801,1,1,2,1,1,65,9,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,1,2,6,10,2,5,6,4,5,4,8,8,8,5,8,7,9,1, ,1, , , ,429.94
2,44801,2,1,1,1,2,62,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,429.94
2,44811,1,1,2,1,2,61,8,1,0,1,1,2, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,1,7,10,10,5,10,10,10,8,8,7,8,7,1,5,7,1,1, ,1, , , ,127.83
2,44811,2,1,1,1,1,57,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,127.83
2,44813,1,1,1,1,1,47,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2,2,2,1,2,1,8,9,8,3,9,8,8,5,9,7,5,7,8,5,8,9,1, ,1, , , ,590.89
2,44813,2,1,2,1,2,47,7,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,590.89
2,44813,3,1,6,1,1,16,3,2,2,1,99,5,98,1,1,31, , ,-98, , , , , ,-97, , ,9, , ,8,1,2,4,EDMONDS,WA,98026,577,50402,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,590.89
2,44813,4,1,7,1,1,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,4,EDMONDS,WA,98020,580,50700,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,590.89
2,44813,5,1,3,1,2,76,10,1,4,2,99,5,98,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,590.89
2,44814,1,1,1,1,2,43,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,1,2,2,2,9,7,9,10,1,8,9,10,9,10,7,7,9,1,8,4,5,1, ,1, , , ,107.16
2,44814,2,1,1,1,1,43,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,107.16
2,44814,3,1,7,1,2,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98103,47,3600,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,107.16
2,44815,1,1,1,1,2,49,7,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,490.1
2,44815,2,1,1,1,1,50,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,490.1
2,44815,3,1,6,1,2,17,3,2,2,1,2,5,99,2,2, , , , , , , , , , , , , , , ,8,1,2,4,LAKE STEVENS,WA,98258,638,52605,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,490.1
2,44821,1,1,1,1,2,44,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2,5,1,10,10,1,1,99,1,10,10,10,5,5,5,10,5,9,1, ,1, , , ,516.34
2,44821,2,1,1,1,1,46,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,516.34
2,44821,3,1,7,1,1,13,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,KIRKLAND,WA,98033,265,22701,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,516.34
2,44821,4,1,7,1,2,10,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,1,WOODINVILLE,WA,98077,498,32312,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,516.34
2,44828,1,1,2,1,2,46,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,1,1,2,5,7,8,5,5,6,5,9,7,7,7,5,4,7,7,5,1, ,1, , , ,407.33
2,44828,2,1,1,1,1,54,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,407.33
2,44828,3,1,7,1,2,13,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,PUYALLUP,WA,98372,875,73404,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,407.33
2,44828,4,1,7,1,1,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,PUYALLUP,WA,98371,876,73404,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,407.33
2,44838,1,1,1,1,2,56,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,1,2,2,1,1,5,10,5,5,5,1,5,10,10,10,10,5,10,10,5,1, ,1, , , ,442.41
2,44838,2,1,1,1,1,60,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,442.41
2,44838,3,1,1,1,1,29,5,1,2,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,442.41
2,44843,1,1,2,1,2,36,6,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,2,1,1,1,1,37,6,1,1,1,1,1, ,2,99, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,3,1,7,1,2,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98402,711,61602,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,4,1,7,1,1,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98402,711,61602,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,5,1,7,1,2,8,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98402,711,61602,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,6,1,7,1,1,6,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,TACOMA,WA,98402,711,61602,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,7,1,8,1,2,4,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,1,3,PUYALLUP,WA,98373,786,71304,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44843,8,1,8,1,2,1,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,730.84
2,44844,1,1,2,1,2,72,9,1,0,1,1,2, ,2,1,26, , ,-98, , , , , ,-98, , , , , ,7, , , , , , , , ,1,2,2,1,2,2,5,5,9,2,8,7,2,8,4,6,3,5,6,8,5,3,1, ,1, , , ,120.02
2,44844,2,1,3,1,1,73,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,120.02
2,44874,1,1,3,1,1,71,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2,1,1,10,1,10,1,10,1,10,1,10,1,10,10,10,10, ,1, ,1, , , ,229.57
2,44874,2,1,3,1,2,72,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,229.57
2,44879,1,1,1,1,1,62,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,228.07
2,44879,2,1,4,1,2,59,8,1,1,1,2,5,99,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,228.07
2,44879,3,1,7,1,1,8,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98115,50,3900,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,228.07
2,44879,4,1,7,1,2,8,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98115,50,3900,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,228.07
2,44883,1,1,4,1,2,51,7,1,0,1,99,5,98,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,1,2,1,2,1,10,10,10,5,10,10,1,10,9,10,10,10,10,10,10, ,1, ,1, , , ,399.44
2,44883,2,1,1,1,1,52,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,399.44
2,44896,1,1,4,1,2,41,6,1,0,1,2,5,99,2,99, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,422.16
2,44896,2,1,1,1,1,44,6,1,1,1,1,1, ,2,99, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,422.16
2,44896,3,1,8,1,1,7,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,REDMOND,WA,98053,500,32313,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,422.16
2,44896,4,1,8,1,1,1,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,422.16
2,44918,1,1,3,1,1,71,9,1,0,1,2,4, ,1,1,26, , ,-97, , ,2, , ,-97, , ,9, , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,68.17
2,44918,2,1,3,1,2,66,9,1,1,1,2,4, ,1,1,4, , ,-98, , , , , ,-98, , , , , ,7, , , , , , , , ,2,2,2,1,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,68.17
2,44918,3,1,4,1,1,28,5,1,2,2,99,5,98,1,1,27, , ,5, , ,2, , ,5, , ,2, , ,6, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,2,1, , , ,68.17
2,44923,1,1,1,1,1,37,6,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,110.91
2,44923,2,1,2,1,2,37,6,1,1,1,1,2, ,1,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,110.91
2,44923,3,1,8,1,1,1,1,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,110.91
2,44928,1,1,2,1,2,49,7,1,0,1,1,2, ,2,2, , , , , , , , , , , , , , , ,6,1,5,1,SEATTLE,WA,98106,194,10800,2, , , , , , , , , , , , , , , , , , , , , ,2,3,1, , , ,222.4
2,44928,2,1,1,1,1,52,7,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,3,1, , , ,222.4
2,44928,3,1,5,1,2,21,4,1,2,1,1,2, ,1,2, , , , , , , , , , , , , , , ,3,1,4,5,ELLENSBURG,WA,98926, , ,2,2,1,2,1, , , , , , , , , , , , , , , , , ,1, ,1, , , ,222.4
2,44928,4,1,5,1,2,19,4,1,2,1,1,2, ,1,2, , , , , , , , , , , , , , , ,3,1,4,5,PULLMAN,WA,99163, , ,2, , , , , , , , , , , , , , , , , , , , , ,2,3,1, , , ,222.4
2,44928,5,1,7,1,2,15,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,1,SEATTLE,WA,98116,174,9800,2, , , , , , , , , , , , , , , , , , , , , ,2,3,1, , , ,222.4
2,44942,1,1,3,1,2,65,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,2,1,1,7,10,9,10,9,7,10,7,2,8,8,9,7,8,10, ,1, ,1, , , ,306.11
2,44942,2,1,3,1,2,68,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,306.11
2,44944,1,1,1,1,2,43,6,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,523.18
2,44944,2,1,7,1,1,12,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,UNIVERSITY PLACE,WA,98466,828,72307,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,523.18
2,44944,3,1,7,1,1,5,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,523.18
2,44958,1,1,4,1,2,39,6,1,0,1,2,3, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,2,2,2,1,2,3,6,10,10,10,8,7,10,7,7,10,10,9,5,10,9, ,1, ,1, , , ,271.15
2,44958,2,1,1,1,1,43,6,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,271.15
2,44958,3,1,4,1,2,22,4,1,2,1,2,5,98,1,2, , , , , , , , , , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,271.15
2,44961,1,1,1,1,1,40,6,1,0,1,1,1, ,1,1,17, , ,-98, , , , , ,-97, , ,9, , ,6, , , , , , , , ,2,2,2,1,2,10,2,9,10,7,7,9,3,8,10,8,8,7,2,8,8,5,1, ,1, , , ,458.37
2,44961,2,1,4,1,2,38,6,1,1,1,2,3, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,458.37
2,44961,3,1,7,1,1,8,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SAMMAMISH,WA,98075,490,32209,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,458.37
2,44961,4,1,7,1,1,6,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,1,SAMMAMISH,WA,98075,490,32209,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,458.37
2,45038,1,1,1,1,1,46,7,1,0,1,1,1, ,1,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,99, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,291.63
2,45038,2,1,2,1,2,42,6,1,1,1,1,2, ,2,2, , , , , , , , , , , , , , , ,7, , , , , , , , ,2,2,2,2,2, , , , , , , , , , , , , , , , , ,1, ,1, , , ,291.63
2,45039,1,1,4,1,2,33,5,1,0,1,2,3, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,2,1,2,1,9,8,9,5,3,4,7,9,6,7,8,9,7,6,8,7, ,1, ,1, , , ,337.08
2,45039,2,1,1,1,1,33,5,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,5, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,45039,3,1,7,1,2,10,2,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,2,3,UNIVERSITY PLACE,WA,98466,828,72307,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,45039,4,1,7,1,1,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,UNIVERSITY PLACE,WA,98466,828,72307,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,45039,5,1,8,1,1,4,1,2,2,3,3, , ,1,2, , , , , , , , , , , , , , , ,8,1,1,3,UNIVERSITY PLACE,WA,98466,823,72309,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,45039,6,1,8,1,2,2,1,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,337.08
2,45062,1,1,3,1,2,69,9,1,0,2,2,4, ,1,1,96, , ,-98, , , , , ,-98, , , , , ,6, , , , , , , , ,1,2,2,2,2,8,6,7,8,4,8,7,8,7,5,7,8,6,6,7,6, ,1, ,1, , , ,659.37
2,45063,1,1,1,1,2,60,8,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,6, , , , , , , , ,2,1,1,1,2,1,10,7,10,5,6,10,5,1,2,10,10,10,5,10,10,4,1, ,1, , , ,132.36
2,45063,2,1,1,1,1,63,8,1,1,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,132.36
2,45063,3,1,3,1,2,75,10,1,5,1,2,4, ,2,1,26, , ,-98, , , , , ,-97, , ,9, , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,132.36
2,45063,4,1,4,1,1,36,6,1,2,2,99,5,98,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,132.36
2,45079,1,1,3,1,1,72,9,1,0,1,2,4, ,2,2, , , , , , , , , , , , , , , ,3, , , , , , , , ,1,2,2,1,2,2,8,8,10,1,6,7,3,2,5,2,8,5,1,5,9, ,1, ,1, , , ,154.74
2,45079,2,1,3,1,2,70,9,1,1,1,2,4, ,2,2, , , , , , , , , , , , , , , ,2, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,2,1,1, , , ,154.74
2,45083,1,1,1,1,1,30,5,1,0,1,1,1, ,2,2, , , , , , , , , , , , , , , ,3,1,4,3,TACOMA,WA,98466,696,61002,2,1,1,2,1,1,1,10,10,1,1,10,1,10,7,10,10,7,10,7,7,4,1, ,1, , , ,517.62
2,45083,2,1,5,1,2,30,5,1,1,1,2,5,1,2,2, , , , , , , , , , , , , , , ,3,1,4,3,TACOMA,WA,98465,696,61002,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,517.62
2,45083,3,1,7,1,2,10,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,UNIVERSITY PLACE,WA,98466,828,72307,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,517.62
2,45083,4,1,7,1,2,7,2,2,2,3,3, , ,2,2, , , , , , , , , , , , , , , ,8,1,2,3,UNIVERSITY PLACE,WA,98466,823,72309,2, , , , , , , , , , , , , , , , , , , , , ,3, ,1, , , ,517.62
