rectype,qno,pernum,tourno,halftour,mode4,md_stops,md_num,leg_stop,md_min,md_dist,no_dist
3,10597,2,2,2,11,2,1,2,52,48.06,0
3,10597,2,2,3,11,2,1,2,6,.78,0
3,10597,2,3,1,21,2,1,2,50,46.85,0
3,10597,2,3,2,21,1,1,1,35,43.81,0
3,10600,1,1,1,21,1,2,2,10,3.4,0
3,10600,1,1,1,31,1,2,2,30,1.98,0
3,10600,1,1,2,21,2,1,2,165,5.02,0
3,10600,1,2,1,21,1,1,1,15,4.11,0
3,10600,1,2,2,21,1,1,1,10,3.86,0
3,10600,1,3,1,21,1,1,1,5,.4,0
3,10600,1,3,2,21,1,1,1,5,.4,0
3,10600,1,4,1,11,1,1,1,25,6.79,0
3,10600,1,4,2,11,5,2,6,55,13.46,0
3,10600,1,4,2,60,1,2,6,10,0,0
3,10600,1,5,1,11,1,1,1,15,6.79,0
3,10600,1,5,2,11,3,1,3,30,10.42,0
3,10600,1,6,1,31,1,1,1,25,4.36,0
3,10600,1,6,2,21,1,1,1,15,4.36,0
3,10600,2,1,1,21,2,1,2,40,5.38,0
3,10600,2,1,2,21,2,1,2,165,5.02,0
3,10600,2,2,1,21,1,1,1,15,4.11,0
3,10600,2,2,2,21,1,1,1,10,3.86,0
3,10600,2,3,1,21,1,1,1,15,4.13,0
3,10600,2,3,2,11,1,1,1,15,4.24,0
3,10600,2,4,1,11,1,1,1,10,4.11,0
3,10600,2,4,2,11,1,1,1,30,3.86,0
3,10600,2,5,1,21,1,1,1,25,4.36,0
3,10600,2,5,2,21,1,1,1,15,4.36,0
3,10600,3,1,1,21,1,1,1,45,9.11,0
3,10600,3,1,2,11,1,1,1,30,10.3,0
3,10600,3,2,1,21,1,1,1,5,.4,0
3,10600,3,2,2,21,1,1,1,5,.4,0
3,10600,3,3,1,21,1,1,1,45,9.11,0
3,10600,3,3,2,11,1,1,1,30,10.3,0
3,10600,3,4,1,21,1,1,1,20,4.36,0
3,10600,3,4,2,21,1,1,1,15,4.36,0
3,10600,4,1,1,54,1,1,1,60,4.13,0
3,10600,4,1,2,21,1,1,1,20,4.24,0
3,10600,4,2,1,21,1,1,1,15,4.56,0
3,10600,4,2,2,21,1,1,1,30,5.32,0
3,10600,4,3,1,21,1,1,1,15,4.13,0
3,10600,4,3,2,21,1,1,1,30,4.24,0
3,10600,5,1,1,80,1,1,1,30,1,0
3,10600,5,1,2,80,1,1,1,18,1,0
3,10600,5,2,1,80,1,1,1,30,1,0
3,10600,5,2,2,80,1,1,1,20,1,0
3,10600,5,3,1,21,1,1,1,20,4.36,0
3,10600,5,3,2,21,1,1,1,15,4.36,0
3,10611,1,1,1,11,1,1,1,30,9.88,0
3,10611,1,1,2,11,1,1,1,30,10.59,0
3,10611,1,2,1,11,1,1,1,5,2.3,0
3,10611,1,2,2,11,1,1,1,5,2.3,0
3,10611,2,1,1,11,1,1,1,10,2.9,0
3,10611,2,1,2,11,1,1,1,10,2.9,0
3,10611,2,2,1,11,1,1,1,10,4.84,0
3,10611,2,2,2,11,1,1,1,10,4.84,0
3,10611,2,3,1,11,1,1,1,10,2.9,0
3,10611,2,3,2,11,1,1,1,10,2.9,0
3,10611,2,4,1,11,1,1,1,60, ,1
3,10611,2,4,2,11,1,1,1,85, ,1
3,10612,1,1,1,21,1,1,1,10,1.58,0
3,10612,1,1,2,11,1,1,1,15,1.58,0
3,10612,1,2,1,11,1,1,1,15,11.45,0
3,10612,1,2,2,11,1,2,2,30,11.77,0
3,10612,1,2,2,21,1,2,2,5,.63,0
3,10612,1,3,1,11,1,1,1,5,1.58,0
3,10612,1,3,2,11,1,1,1,5,1.58,0
3,10612,1,4,1,21,2,1,2,20,2.21,0
3,10612,1,4,2,21,1,1,1,10,1.58,0
3,10612,1,5,1,31,1,1,1,5,.63,0
3,10612,1,5,2,31,1,1,1,5,.63,0
3,10612,1,6,1,11,1,1,1,2,.63,0
3,10612,1,6,2,11,1,1,1,3,.63,0
3,10612,2,1,1,11,1,1,1,10,8.52,0
3,10612,2,1,2,11,1,1,1,40,8.79,0
3,10612,2,2,1,11,1,1,1,10,8.52,0
3,10612,2,2,2,11,2,1,2,40,9.93,0
3,10612,3,1,1,80,1,1,1,20,.63,0
3,10612,3,1,2,80,1,1,1,15,.63,0
3,10612,3,2,1,80,1,1,1,20,.63,0
3,10612,3,2,2,80,1,1,1,15,.63,0
3,10612,3,3,1,31,1,1,1,5,.63,0
3,10612,3,3,2,31,1,1,1,5,.63,0
3,10612,4,1,1,80,1,1,1,20,.63,0
3,10612,4,1,2,80,1,1,1,15,.63,0
3,10612,4,2,1,80,1,1,1,20,.63,0
3,10612,4,2,2,80,1,1,1,15,.63,0
3,10612,4,3,1,31,1,1,1,5,.63,0
3,10612,4,3,2,31,1,1,1,5,.63,0
3,10612,5,1,1,21,1,1,1,10,1.58,0
3,10612,5,1,2,21,1,2,2,5,.63,0
3,10612,5,1,2,31,1,2,2,30,1.58,0
3,10612,5,2,1,21,1,1,1,10,.63,0
3,10612,5,2,2,21,2,1,2,20,3.16,0
3,10631,1,1,1,11,1,1,1,20,9.73,0
3,10631,1,1,2,11,1,1,1,20,9.73,0
3,10631,1,2,1,11,2,1,2,30,11.34,0
3,10631,1,2,2,11,1,1,1,15,9.73,0
3,10631,1,3,1,21,2,1,2,15,3.31,0
3,10631,1,3,2,21,4,1,4,140,70.03,0
3,10631,2,1,1,11,1,1,1,23,19.59,0
3,10631,2,1,2,11,1,1,1,50,20,0
3,10631,2,2,1,11,1,1,1,22,19.59,0
3,10631,2,2,2,11,1,1,1,33,20,0
3,10631,2,3,1,21,1,1,1,10,2.93,0
3,10631,2,3,2,21,3,1,3,135,69.65,0
3,10632,1,1,1,11,1,1,1,20,3.29,0
3,10632,1,1,2,11,3,1,3,25,4.44,0
3,10632,1,2,1,11,1,1,1,20,3.29,0
3,10632,1,2,2,11,1,1,1,15,3.29,0
3,10632,2,0, , ,1,1,1,0, , 
3,10641,1,1,1,11,1,1,1,11,5.17,0
3,10641,1,1,2,11,1,1,1,10,5.53,0
3,10641,1,2,1,11,3,2,5,67,15,0
3,10641,1,2,1,31,2,2,5,69,54.87,0
3,10641,1,2,2,11,1,1,1,7,5.53,0
3,10641,1,3,1,11,1,1,1,9,5.17,0
3,10641,1,3,2,11,2,1,2,12,5.99,0
3,10658,1,1,1,11,1,1,1,30,9.92,0
3,10658,1,1,2,11,4,1,4,46,14.65,0
3,10658,1,2,1,21,1,1,1,30,11.96,0
3,10658,1,2,2,21,1,1,1,30,11.34,0
3,10658,1,3,1,11,1,1,1,15,3.81,0
3,10658,1,3,2,11,2,1,2,30,7.85,0
3,10675,1,1,1,43,1,1,1,44,18.64,0
3,10675,1,1,2,43,1,1,1,52,19.19,0
3,10675,1,2,1,11,1,1,1,42,18.64,0
3,10675,1,2,2,11,1,1,1,26,19.19,0
3,10675,2,1,1,60,1,1,1,12,.497846590909092,0
3,10675,2,1,2,60,1,1,1,12,.497846590909092,0
3,10675,2,2,1,11,1,1,1,15,6.24,0
3,10675,2,2,2,11,2,1,2,25,12.49,0
3,10675,2,3,1,11,1,1,1,10,5.49,0
3,10675,2,3,2,11,1,1,1,10,5.02,0
3,10675,2,4,1,60,1,1,1,12,.497846590909092,0
3,10675,2,4,2,60,1,1,1,12,.497846590909092,0
3,10676,1,1,1,11,1,1,1,8,4.01,0
3,10676,1,1,2,11,2,1,2,12,7.13,0
3,10676,1,2,1,21,1,1,1,10,9.62,0
3,10676,1,2,2,31,1,1,1,20,9.62,0
3,10676,1,3,1,31,1,1,1,30,9.62,0
3,10676,1,3,2,31,1,1,1,25,9.62,0
3,10676,1,4,1,31,1,1,1,24,9.62,0
3,10676,1,4,2,31,1,1,1,23,9.62,0
3,10676,2,1,1,31,1,1,1,23,9.62,0
3,10676,2,1,2,11,2,1,2,34,22.41,0
3,10676,2,2,1,21,1,1,1,10,9.62,0
3,10676,2,2,2,31,1,1,1,20,9.62,0
3,10676,2,3,1,31,1,1,1,30,9.62,0
3,10676,2,3,2,31,1,1,1,25,9.62,0
3,10676,2,4,1,11,1,1,1,45,19.79,0
3,10676,3,1,1,31,1,1,1,23,9.62,0
3,10676,3,1,2,31,1,1,1,20,9.62,0
3,10676,3,2,1,31,1,1,1,30,9.62,0
3,10676,3,2,2,31,1,1,1,25,9.62,0
3,10676,3,3,1,31,1,1,1,24,9.62,0
3,10676,3,3,2,31,1,1,1,23,9.62,0
3,10676,4,1,1,31,1,1,1,23,9.62,0
3,10676,4,1,2,31,1,1,1,20,9.62,0
3,10676,4,2,1,31,1,1,1,30,9.62,0
3,10676,4,2,2,31,1,1,1,25,9.62,0
3,10676,4,3,1,31,1,1,1,24,9.62,0
3,10676,4,3,2,31,1,1,1,23,9.62,0
3,10680,1,1,1,31,1,1,1,56,15.01,0
3,10680,1,1,2,31,1,1,1,55,15.01,0
3,10680,1,2,1,11,1,1,1,15,1,0
3,10680,1,2,2,11,1,1,1,15,1,0
3,10680,2,1,1,11,1,1,1,75,15.01,0
3,10680,2,1,2,31,2,1,2,35,18.84,0
3,10680,2,2,1,11,1,1,1,90,11.58,0
3,10680,2,2,2,11,3,1,3,45,18.5,0
3,10706,1,1,1,11,1,1,1,2,2.89,0
3,10706,1,1,2,11,2,1,2,3,4.44,0
3,10706,1,2,1,11,2,2,4,5,2.13138446969696,0
3,10706,1,2,1,60,2,2,4,2,.147581439393925,0
3,10706,1,2,2,11,2,1,2,9,2.64,0
3,10706,1,2,3,60,2,1,2,20,.470939393939382,0
3,10706,1,3,1,11,1,2,2,4,2.05,0
3,10706,1,3,1,60,1,2,2,1,.047297348484856,0
3,10706,1,3,2,11,1,1,1,7,2.05,0
3,10706,1,3,3,60,2,1,2,20,.470939393939382,0
3,10709,1,1,1,43,1,2,2,93,26.53,0
3,10709,1,1,1,54,1,2,2,15,2.14,0
3,10709,1,1,2,43,1,1,1,120,34.29,0
3,10717,1,1,1,11,1,1,1,10,1.5,0
3,10717,1,1,2,11,1,1,1,10,1.5,0
3,10717,1,2,1,11,1,1,1,10,1.5,0
3,10717,1,2,2,11,2,1,2,20,5.16,0
3,10717,1,3,1,11,1,1,1,10,1.5,0
3,10717,1,3,2,11,4,1,4,75,16.96,0
3,10724,1,1,1,21,1,1,1,145, ,1
3,10724,1,1,2,21,4,1,4,210, ,4
3,10724,2,1,1,11,1,1,1,15,1.81,0
3,10724,2,1,2,11,1,1,1,10,1.81,0
3,10724,2,2,1,21,1,1,1,105, ,1
3,10724,2,2,2,21,4,1,4,210, ,4
3,10733,1,1,1,11,1,1,1,40,6.12,0
3,10733,1,1,2,11,2,1,2,35,9.21,0
3,10733,1,2,1,11,1,1,1,20,6.12,0
3,10733,1,2,2,11,2,2,4,45,9.21,0
3,10733,1,2,2,31,2,2,4,30,7.68,0
3,10736,1,1,1,53,1,1,1,70,10.9,0
3,10736,1,1,2,53,1,1,1,80,10.93,0
3,10736,1,2,1,11,2,1,2,47,14.32,0
3,10736,1,2,2,11,1,1,1,25,10.93,0
3,10736,2,1,1,11,1,1,1,30,9.78,0
3,10736,2,1,2,11,1,1,1,30,9.72,0
3,10736,2,2,1,11,1,1,1,25,9.78,0
3,10736,2,2,2,11,1,1,1,30,9.72,0
3,10747,1,1,1,11,1,2,3,9,1.26,0
3,10747,1,1,1,21,2,2,3,21,5.92,0
3,10747,1,1,2,11,1,2,5,13,1.29,0
3,10747,1,1,2,21,4,2,5,39,8.65,0
3,10747,1,2,1,11,1,1,1,19,5.41,0
3,10747,1,2,2,11,1,1,1,32,5.41,0
3,10747,1,3,1,21,1,1,1,4,1.1,0
3,10747,1,3,2,21,3,1,3,18,5.56,0
3,10747,2,1,1,21,1,2,2,13,3.59,0
3,10747,2,1,1,60,1,2,2,5,.340126893939415,0
3,10747,2,1,2,21,3,2,6,27,6.32,0
3,10747,2,1,2,60,3,2,6,16,.372147727272783,0
3,10747,2,2,1,60,1,1,1,28,1.12066666666667,0
3,10747,2,2,2,60,1,1,1,26,1.12066666666667,0
3,10747,2,3,1,60,1,1,1,30,1.12066666666667,0
3,10747,2,3,2,60,1,1,1,30,1.12066666666667,0
3,10747,2,4,1,21,1,1,1,4,1.1,0
3,10747,2,4,2,21,3,1,3,18,5.56,0
3,10750,1,1,1,21,1,1,1,30,7.31,0
3,10750,1,1,2,21,2,1,2,45,8.09,0
3,10750,1,2,1,21,1,1,1,30,7.31,0
3,10750,1,2,2,21,1,1,1,30,7.47,0
3,10750,2,1,1,80,1,1,1,37,7.2,0
3,10750,2,1,2,80,1,1,1,52,7.16,0
3,10750,2,2,1,21,1,1,1,40,.62,0
3,10750,2,2,2,21,1,1,1,5,.62,0
3,10750,2,3,1,80,1,1,1,37,7.2,0
3,10750,2,3,2,80,1,1,1,52,7.16,0
3,10764,1,1,1,0,1,1,1,0, , 
3,10764,1,1,2,21,2,3,5,125,19.07,1
3,10764,1,1,2,31,2,3,5,90, ,2
3,10764,1,1,2,32,1,3,5,60, ,1
3,10764,1,2,1,21,1,1,1,15,3.18,0
3,10764,1,2,2,21,1,1,1,15,3.18,0
3,10764,2,1,1,0,1,1,1,0, , 
3,10764,2,1,2,11,1,1,1,225, ,1
3,10764,2,2,1,11,1,1,1,15,2.42,0
3,10764,2,2,2,11,1,1,1,15,2.42,0
3,10764,2,2,3,11,2,1,2,10,5.5,0
3,10764,3,1,1,0,1,1,1,0, , 
3,10764,3,1,2,21,4,2,6,195,20.2,2
3,10764,3,1,2,31,2,2,6,75, ,2
3,10785,1,1,1,31,1,1,1,12,.97,0
3,10785,1,1,2,11,1,1,1,9,.97,0
3,10785,1,2,1,21,1,1,1,6,.97,0
3,10785,1,2,2,21,1,1,1,10,.97,0
3,10785,1,3,1,11,1,1,1,12,5.78,0
3,10785,1,3,2,11,3,1,3,18,9.04,0
3,10785,1,4,1,11,1,1,1,6,.97,0
3,10785,1,4,2,21,1,1,1,6,.97,0
3,10785,1,5,1,31,1,1,1,10,.97,0
3,10785,1,5,2,11,1,1,1,10,.97,0
3,10785,1,6,1,11,1,1,1,10,.97,0
3,10785,1,6,2,31,1,1,1,6,.97,0
3,10785,1,7,1,11,2,1,2,40,14.13,0
3,10785,1,7,2,21,1,1,1,35,13.57,0
3,10785,2,1,1,11,1,1,1,65,20.34,0
3,10785,2,1,2,11,1,1,1,45,20.29,0
3,10785,2,2,1,11,1,1,1,15,4.69,0
3,10785,2,2,2,11,1,1,1,10,4.69,0
3,10785,2,3,1,11,1,1,1,60,20.34,0
3,10785,2,3,2,11,1,1,1,30,20.29,0
3,10785,2,4,1,11,1,1,1,10,2.72,0
3,10785,2,4,2,11,1,1,1,10,2.72,0
3,10785,2,5,1,11,1,1,1,10,2.72,0
3,10785,2,5,2,11,1,1,1,10,2.72,0
3,10785,3,1,1,31,1,1,1,12,.97,0
3,10785,3,1,2,31,1,1,1,6,.97,0
3,10785,3,2,1,31,1,1,1,10,.97,0
3,10785,3,2,2,31,1,1,1,6,.97,0
3,10785,4,1,1,31,1,1,1,12,.97,0
3,10785,4,1,2,21,1,1,1,10,.97,0
3,10785,4,2,1,31,1,1,1,10,.97,0
3,10785,4,2,2,31,1,1,1,6,.97,0
3,10785,4,3,1,21,2,1,2,48,14.13,0
3,10785,4,3,2,21,1,1,1,35,13.57,0
3,10802,1,1,1,11,1,1,1,30,3.93,0
3,10802,1,1,2,11,1,1,1,15,3.93,0
3,10802,1,2,1,60,1,1,1,15,.463897727272739,0
3,10802,1,2,2,60,1,1,1,15,.463897727272739,0
3,10802,1,3,1,60,1,1,1,5,.185524621212134,0
3,10802,1,3,2,60,1,1,1,11,.185524621212134,0
3,10802,1,4,1,11,1,1,1,17,5.24,0
3,10802,1,4,2,11,1,1,1,18,4.82,0
3,10802,2,1,1,54,1,1,1,30,3.66,0
3,10802,2,1,2,54,1,1,1,30,3.66,0
3,10802,2,2,1,60,1,1,1,15,.463897727272739,0
3,10802,2,2,2,60,1,1,1,15,.463897727272739,0
3,10802,2,3,1,54,1,1,1,30,3.66,0
3,10802,2,3,2,54,1,1,1,30,3.66,0
3,10803,1,1,1,11,4,1,4,18,4.22,0
3,10803,1,1,2,11,1,1,1,7,2.69,0
3,10803,1,2,1,11,2,1,2,12,2.97,0
3,10803,1,2,2,11,3,1,3,34,10.2,0
3,10803,1,3,1,11,1,2,2,7,.68,0
3,10803,1,3,1,21,1,2,2,7,3.74,0
3,10803,1,3,2,11,1,2,2,9,.68,0
3,10803,1,3,2,21,1,2,2,9,3.73,0
3,10804,1,1,1,11,1,2,2,10,3.09,0
3,10804,1,1,1,21,1,2,2,50,21.31,0
3,10804,1,1,2,21,1,1,1,15,16.23,0
3,10804,1,2,1,21,1,1,1,25,1.65,0
3,10804,1,2,2,21,1,1,1,10,1.65,0
3,10804,1,3,1,11,1,1,1,5,1.65,0
3,10804,1,3,2,11,1,1,1,5,1.65,0
3,10804,2,1,1,11,1,1,1,40,42.05,0
3,10804,2,1,2,11,1,1,1,75,42.05,0
3,10804,2,2,1,11,1,1,1,20,7.9,0
3,10804,2,2,2,11,1,1,1,15,7.9,0
3,10804,2,3,1,11,1,1,1,35,42.05,0
3,10804,2,3,2,11,1,1,1,75,42.05,0
3,10804,2,4,1,11,1,1,1,15,7.9,0
3,10804,2,4,2,11,1,1,1,15,7.9,0
3,10805,1,1,1,11,1,1,1,8,4.31,0
3,10805,1,1,2,11,3,1,3,40,10.98,0
3,10805,1,2,1,11,1,1,1,8,4.31,0
3,10805,1,2,2,11,1,1,1,10,4.31,0
3,10805,2,1,1,11,1,1,1,50,26.07,0
3,10805,2,1,2,11,1,1,1,50,25.63,0
3,10805,2,2,1,11,1,1,1,80,26.07,0
3,10805,2,2,2,11,1,1,1,60,25.63,0
3,10806,1,1,1,31,1,1,1,5,1.93,0
3,10806,1,1,2,11,1,1,1,5,1.93,0
3,10806,1,2,1,31,1,1,1,5,1.93,0
3,10806,1,2,2,11,1,1,1,5,1.93,0
3,10806,2,1,1,11,1,1,1,20,13.31,0
3,10806,2,1,2,11,1,1,1,30,13.31,0
3,10806,2,2,1,11,1,1,1,5,1.93,0
3,10806,2,2,2,21,1,1,1,5,1.93,0
3,10806,2,3,1,11,1,1,1,25,13.31,0
3,10806,2,3,2,11,1,1,1,25,13.31,0
3,10806,2,4,1,11,1,1,1,5,1.93,0
3,10806,2,4,2,21,1,1,1,5,1.93,0
3,10806,3,1,1,31,1,1,1,5,1.93,0
3,10806,3,1,2,60,1,1,1,30,2.34769507575756,0
3,10806,3,2,1,31,1,1,1,5,1.93,0
3,10806,3,2,2,60,1,1,1,30,2.34769507575756,0
3,10806,4,1,1,31,1,1,1,5,1.93,0
3,10806,4,1,2,21,1,1,1,5,1.93,0
3,10806,4,2,1,31,1,1,1,5,1.93,0
3,10806,4,2,2,21,1,1,1,5,1.93,0
3,10810,1,1,1,11,1,1,1,3,1.56,0
3,10810,1,1,2,11,1,1,1,7,1.56,0
3,10810,1,2,1,11,1,1,1,4,1.56,0
3,10810,1,2,2,11,1,1,1,5,1.56,0
3,10810,1,3,1,11,1,1,1,25,12.54,0
3,10810,1,3,2,11,2,1,2,29,17.48,0
3,10810,1,4,1,21,1,1,1,41,11.37,0
3,10810,1,4,2,11,1,1,1,20,11.56,0
3,10810,1,5,1,11,1,1,1,23,12.54,0
3,10810,2,1,1,60,1,1,1,14,.428787878787846,0
3,10810,2,1,2,60,1,1,1,15,.428787878787846,0
3,10810,2,2,1,21,1,1,1,36,11.37,0
3,10810,2,2,2,21,1,1,1,19,11.56,0
3,10810,2,3,1,60,1,1,1,14,.428787878787846,0
3,10810,2,3,2,60,1,1,1,11,.428787878787846,0
3,10810,2,4,1,21,1,1,1,41,11.37,0
3,10840,1,1,1,11,3,1,3,42,20.69,0
3,10840,1,1,2,11,2,1,2,44,4.6,0
3,10840,1,2,1,11,1,1,1,10,2.6,0
3,10840,1,2,2,11,1,1,1,10,2.6,0
3,10842,1,1,1,21,1,1,1,10,3.22,0
3,10842,1,1,2,21,2,2,3,10,5.22,0
3,10842,1,1,2,60,1,2,3,1,.04,0
3,10842,1,2,1,60,1,1,1,30,1.48235606060604,0
3,10842,1,2,2,60,1,1,1,50,1.48235606060604,0
3,10842,2,1,1,11,1,1,1,45,19.27,0
3,10842,2,1,2,11,1,1,1,45,19.88,0
3,10842,2,2,1,11,1,1,1,40,19.27,0
3,10842,2,2,2,11,1,1,1,45,19.88,0
3,10844,1,1,1,21,1,1,1,5,1.58,0
3,10844,1,1,2,21,1,1,1,5,1.58,0
3,10844,1,2,1,11,2,2,3,15,3.16,0
3,10844,1,2,1,31,1,2,3,5,1.58,0
3,10844,1,2,2,11,2,1,2,20,3.16,0
3,10844,1,3,1,11,1,1,1,30,1.58,0
3,10844,1,3,2,11,1,1,1,15,1.58,0
3,10844,2,1,1,11,1,1,1,15,1.58,0
3,10844,2,1,2,11,1,1,1,15,1.58,0
3,10844,2,2,1,11,1,1,1,15,1.58,0
3,10844,2,2,2,11,1,1,1,15,1.58,0
3,10844,3,1,1,80,1,1,1,25,3.96,0
3,10844,3,1,2,80,1,1,1,35,3.96,0
3,10844,3,2,1,80,1,1,1,25,3.96,0
3,10844,3,2,2,80,1,1,1,35,3.96,0
3,10844,4,1,1,80,1,1,1,30,1.58,0
3,10844,4,1,2,80,1,1,1,35,1.58,0
3,10844,4,2,1,80,1,1,1,30,1.58,0
3,10844,4,2,2,80,1,1,1,35,1.58,0
3,10872,1,1,1,11,1,1,1,30,12.11,0
3,10872,1,1,2,11,1,1,1,30,12.11,0
3,10872,1,2,1,11,1,1,1,5,3.94,0
3,10872,1,2,2,11,1,1,1,5,3.94,0
3,10872,1,3,1,11,1,1,1,30,12.11,0
3,10872,1,3,2,11,1,1,1,30,12.11,0
3,10872,1,4,1,11,1,1,1,5,3.94,0
3,10872,1,4,2,11,1,1,1,5,3.94,0
3,10872,2,1,1,80,1,1,1,10,4.79,0
3,10872,2,1,2,80,1,1,1,25,4.79,0
3,10872,2,2,1,80,1,1,1,10,4.79,0
3,10872,2,2,2,80,1,1,1,20,4.79,0
3,10895,1,1,1,21,1,1,1,20,3.16,0
3,10895,1,1,2,31,1,1,1,20,3.16,0
3,10896,1,1,1,11,2,1,2,35,10.88,0
3,10896,1,1,2,11,1,1,1,25,10.65,0
3,10896,1,2,1,11,1,1,1,10,1.91,0
3,10896,1,2,2,11,1,1,1,10,1.91,0
3,10896,1,3,1,11,1,1,1,45,17.84,0
3,10896,1,3,2,11,3,1,3,65,20.99,0
3,10896,1,4,1,11,1,1,1,30,10.73,0
3,10896,1,4,2,11,1,1,1,30,10.65,0
3,10896,1,5,1,11,1,1,1,40,20.52,0
3,10896,1,5,2,11,1,1,1,40,20.45,0
3,10900,1,1,1,11,1,2,2,45,13.09,0
3,10900,1,1,1,21,1,2,2,30,8.58,0
3,10900,1,1,2,21,2,1,2,60,6.37,0
3,10916,1,1,1,11,1,1,1,15,1.35,0
3,10916,1,1,2,11,2,1,2,20,3.4,0
3,10916,1,2,1,11,2,1,2,30,8.52,0
3,10916,1,2,2,11,1,1,1,20,7.62,0
3,10916,1,3,1,11,1,1,1,20,2.14,0
3,10916,1,3,2,11,2,1,2,40,4.22,0
3,10916,1,4,1,11,1,1,1,30,13.24,0
3,10916,1,4,2,11,1,1,1,25,13.29,0
3,10927,1,0, , ,1,1,1,0, , 
3,10928,1,1,1,11,1,1,1,15,2.41,0
3,10928,1,1,2,11,2,1,2,60,3,0
3,10928,2,1,1,11,1,1,1,10,2.13,0
3,10928,2,1,2,11,1,1,1,15,2.13,0
3,10928,2,2,1,11,3,1,3,35,7.75,0
3,10928,2,2,2,11,3,1,3,30,6.88,0
3,10928,3,1,1,11,1,1,1,8,1.44,0
3,10928,3,1,2,11,1,1,1,9,1.44,0
3,10928,3,2,1,11,1,1,1,5,1.44,0
3,10928,3,2,2,11,2,1,2,35,4.46,0
3,10965,1,1,1,60,1,1,1,25,1.17659848484848,0
3,10965,1,1,2,60,1,1,1,25,1.17659848484848,0
3,10965,1,2,1,21,1,1,1,25,6.31,0
3,10965,1,2,2,21,3,1,3,45,16.71,0
3,10965,1,3,1,60,1,1,1,10,.649990530302993,0
3,10965,1,3,2,60,1,1,1,10,.649990530302993,0
3,10965,1,4,1,31,3,1,3,17,8.37,0
3,10965,1,4,2,11,1,1,1,3,.81,0
3,10965,1,5,1,11,1,1,1,5,.81,0
3,10965,1,5,2,11,1,1,1,5,.81,0
3,10965,2,1,1,11,2,1,2,25,9.68,0
3,10965,2,1,2,11,1,1,1,10,2.71,0
3,10965,2,1,3,11,2,1,2,6,5.42,0
3,10965,2,2,1,21,1,1,1,25,5.85,0
3,10965,2,2,2,11,2,1,2,20,10.68,0
3,10965,2,3,1,21,1,1,1,25,6.31,0
3,10965,2,3,2,21,3,1,3,45,16.71,0
3,10965,2,4,1,11,1,1,1,5,2.71,0
3,10965,2,4,2,11,2,2,3,10,8.07,0
3,10965,2,4,2,31,1,2,3,2,.81,0
3,10965,3,1,1,60,1,1,1,25,3.78,0
3,10965,3,1,2,60,1,1,1,25,3.78,0
3,10965,3,2,1,60,1,1,1,10,2.03,0
3,10965,3,2,2,60,1,1,1,10,2.03,0
3,10965,3,3,1,31,3,1,3,17,8.37,0
3,10965,3,3,2,31,1,1,1,2,.81,0
3,10965,4,1,1,60,1,1,1,25,3.78,0
3,10965,4,1,2,60,1,1,1,25,3.78,0
3,10965,4,2,1,60,1,1,1,10,2.03,0
3,10965,4,2,2,60,1,1,1,10,2.03,0
3,10965,4,3,1,31,3,1,3,17,8.37,0
3,10965,4,3,2,31,1,1,1,2,.81,0
3,10976,1,1,1,11,1,1,1,15,6.46,0
3,10976,1,1,2,11,1,1,1,15,6.46,0
3,10976,1,2,1,11,1,1,1,15,6.46,0
3,10976,1,2,2,11,2,1,2,20,12.07,0
3,10976,1,3,1,11,1,1,1,20,6.46,0
3,10976,1,3,2,11,2,1,2,55,32.62,0
3,10976,1,4,1,11,1,1,1,15,6.46,0
3,10976,1,4,2,11,1,1,1,16,6.46,0
3,10976,2,1,1,31,1,1,1,10,7.04,0
3,10976,2,1,2,21,2,1,2,16,9.04,0
3,10976,2,2,1,31,1,1,1,11,7.04,0
3,10976,2,2,2,11,1,1,1,12,7.39,0
3,10976,2,3,1,11,2,1,2,15,9.04,0
3,10976,2,3,2,21,1,1,1,10,7.39,0
3,10976,2,4,1,21,1,1,1,5,4.75,0
3,10976,2,4,2,21,1,1,1,11,4.75,0
3,10976,3,1,1,31,1,1,1,10,7.04,0
3,10976,3,1,2,80,1,1,1,20,7.39,0
3,10976,3,2,1,31,1,1,1,11,7.04,0
3,10976,3,2,2,80,1,1,1,20,7.39,0
3,10976,4,1,1,31,1,1,1,10,7.04,0
3,10976,4,1,2,21,2,1,2,16,9.04,0
3,10976,4,2,1,31,1,1,1,11,7.04,0
3,10976,4,2,2,21,1,1,1,10,7.39,0
3,10976,4,3,1,21,1,1,1,5,4.75,0
3,10976,4,3,2,21,1,1,1,11,4.75,0
3,10989,1,1,1,11,3,1,3,85,39.3,0
3,10989,1,1,2,11,1,1,1,56,37.2,0
3,10989,1,2,1,11,4,1,4,114,60.8,0
3,10989,1,2,2,11,3,1,3,72,42.48,0
3,10989,2,1,1,11,1,1,1,26,16.62,0
3,10989,2,1,2,11,1,1,1,27,15.81,0
3,10989,2,2,1,11,1,1,1,25,16.62,0
3,10989,2,2,2,11,4,1,4,55,20.41,0
3,10989,2,2,3,11,2,1,2,9,3.78,0
3,11001,1,1,1,11,1,1,1,14,6.66,0
3,11001,1,1,2,11,1,1,1,23,6.66,0
3,11001,1,2,1,11,1,1,1,4,2.08,0
3,11001,1,2,2,11,1,1,1,8,2.08,0
3,11014,1,1,1,11,1,1,1,5,1.52,0
