,recordID,personID,tripID_x,tripnum,total_trip,Last,college,place_start,place_end,olat,olng,dlat,dlng,address_start,cnty_start,city_start,zip_start,state_start,address_end,cnty_end,city_end,zip_end,state_end,time_start_mam,time_start_hhmm,time_start_past,time_end_mam,time_end_hhmm,time_end_past,trip_dur_reported,gdist,gtime,implied_speed_mph,a_dur,o_purpose,d_purpose,mode,travelers_total,vehicle,driver,toll,pool_start,change_vehicles,park,park_off,park_campus_area,park_campus_lot,bikeshare,taxi_type,taxi_fare,mode_acc,mode_egr,transitsystem1,transitsystem2,transitsystem3,transitsystem4,transitsystem5,transitsystem6,transitline1,transitline2,transitline3,transitline4,transitline5,transitline6,mode_old,traveldate,linked_flag,tripID_y,set_size
765,B17180,303578,30357803,3,11,,5,HOME (OFF-CAMPUS),ASHWAY PARK & RIDE,47.868054,-122.253968,47.853065,-122.25796, 1514 143RD PL SW,4,LYNNWOOD,98087,WA,ASH WAY P&R ACS / I-5,4,LYNNWOOD,98087,WA,710,11:50,,720,12:00,,10,1.55,5.0,9.0,5,1,2,3,2.0,2.0,2.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,2.0,12-Nov-14,30357802,4,4
764,B17181,303578,30357804,4,11,,5,ASHWAY PARK & RIDE,FREEWAY BUS STOP,47.853065,-122.25796,47.660543,-122.322992,ASH WAY P&R ACS / I-5,4,LYNNWOOD,98087,WA,NE 45TH ST / 5TH AVE NE,1,SEATTLE,98105,WA,725,12:05,,755,12:35,,30,14.99,18.0,30.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,392.0,,,,,,7.0,12-Nov-14,30357802,4,4
766,B17182,303578,30357805,5,11,,5,FREEWAY BUS STOP,BUS STOP,47.660543,-122.322992,47.659357,-122.312087,NE 45TH ST / 5TH AVE NE,1,SEATTLE,98105,WA,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA,755,12:35,,770,12:50,,15,0.85,3.0,3.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,103.0,,,,,,7.0,12-Nov-14,30357802,4,4
767,B17183,303578,30357806,6,11,,5,BUS STOP,LECTURE HALL (KANE),47.659357,-122.312087,47.656564,-122.30912,15TH AVE NE / NE 43RD ST,1,SEATTLE,98105,WA, 4069 PIERCE LN,1,SEATTLE,98195,WA,770,12:50,,780,13:00,,10,0.57,3.0,3.0,80,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30357802,4,4
717,B17186,303578,30357809,9,11,,5,ALLEN LIBRARY,BUS STOP,47.655361,-122.306631,47.656872,-122.304898, 1851 BENTON LN,1,SEATTLE,98195,WA,STEVENS WAY / PEND OREILLE RD,1,SEATTLE,98105,WA,985,16:25,,990,16:30,,5,0.26,1.0,3.0,0,17,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30357805,3,3
715,B17187,303578,30357810,10,11,,5,BUS STOP,ASHWAY PARK & RIDE,47.656872,-122.304898,47.853065,-122.25796,STEVENS WAY / PEND OREILLE RD,1,SEATTLE,98105,WA,ASH WAY P&R ACS / I-5,4,LYNNWOOD,98087,WA,990,16:30,,1040,17:20,,50,16.12,22.0,19.0,5,1,1,8,1.0,,,,,,,,,,,,,1.0,5.0,1.0,,,,,,44.0,,,,,,7.0,12-Nov-14,30357805,3,3
716,B17188,303578,30357811,11,11,1.0,5,ASHWAY PARK & RIDE,HOME (OFF-CAMPUS),47.853065,-122.25796,47.868054,-122.253968,ASH WAY P&R ACS / I-5,4,LYNNWOOD,98087,WA, 1514 143RD PL SW,4,LYNNWOOD,98087,WA,1045,17:25,,1050,17:30,,5,1.52,4.0,18.0,570,1,1,3,3.0,1.0,2.0,,1.0,,1.0,,6.0,170.0,,,,,,,,,,,,,,,,,,2.0,12-Nov-14,30357805,3,3
1109,B17220,303586,30358605,5,13,,5,HOME (OFF-CAMPUS),PARK CAR,47.547037,-122.379924,47.631699,-122.302101, 6046 38TH AVE SW,1,SEATTLE,98126,WA, 2300 E LEE ST,1,SEATTLE,98112,WA,730,12:10,,770,12:50,,40,11.21,19.0,17.0,0,1,2,1,,1.0,,1.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,12-Nov-14,30358601,3,3
1111,B17221,303586,30358606,6,13,,5,PARK CAR,BUS STOP,47.631699,-122.302101,47.632758,-122.301521, 2300 E LEE ST,1,SEATTLE,98112,WA,24TH AVE E / E GALER ST,1,SEATTLE,98112,WA,770,12:50,,780,13:00,,10,0.14,0.0,1.0,0,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30358601,3,3
1110,B17222,303586,30358607,7,13,,5,BUS STOP,SCHOOL,47.632758,-122.301521,47.650671,-122.308927,24TH AVE E / E GALER ST,1,SEATTLE,98112,WA, 1776 NE PACIFIC ST,1,SEATTLE,98195,WA,780,13:00,,785,13:05,,5,1.4,4.0,17.0,145,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,105.0,,,,,,7.0,12-Nov-14,30358601,3,3
1230,B17223,303586,30358608,8,13,,5,SCHOOL,BUS STOP,47.650671,-122.308927,47.632133,-122.301693, 1776 NE PACIFIC ST,1,SEATTLE,98195,WA,24TH AVE E / E GALER ST,1,SEATTLE,98112,WA,930,15:30,,945,15:45,,15,1.45,4.0,6.0,0,2,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,105.0,,,,,,1.0,12-Nov-14,30358602,3,3
1231,B17224,303586,30358609,9,13,,5,BUS STOP,WALK TO CAR,47.632133,-122.301693,47.631666,-122.302079,24TH AVE E / E GALER ST,1,SEATTLE,98112,WA, 2308 E LEE ST,1,SEATTLE,98112,WA,945,15:45,,955,15:55,,10,0.1,0.0,1.0,0,1,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30358602,3,3
1229,B17225,303586,30358610,10,13,,5,WALK TO CAR,KID APPOINTMENT,47.631666,-122.302079,47.54104,-122.387572, 2308 E LEE ST,1,SEATTLE,98112,WA, 6963 CALIFORNIA AVE SW,1,SEATTLE,98136,WA,955,15:55,,985,16:25,,30,9.9,19.0,20.0,40,15,7,1,,1.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,12-Nov-14,30358602,3,3
1316,B17256,303593,30359301,1,11,,5,HOME (OFF-CAMPUS),NEWPORT HILLS PARK & RIDE,47.532332,-122.195993,47.557209,-122.188816, 1705 NE 44TH ST,1,RENTON,98056,WA, 5115 113TH PL SE,1,BELLEVUE,98006,WA,660,11:00,,665,11:05,,5,2.13,4.0,26.0,25,1,15,3,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,12-Nov-14,30359301,4,4
1315,B17257,303593,30359302,2,11,,5,NEWPORT HILLS PARK & RIDE,BELLEVUE TRANSIT CENTER,47.557209,-122.188816,47.615495,-122.194887, 5115 113TH PL SE,1,BELLEVUE,98006,WA,10850 NE 6TH ST,1,BELLEVUE,98004,WA,690,11:30,,705,11:45,,15,5.03,9.0,20.0,5,15,15,8,2.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,404.0,,,,,,7.0,12-Nov-14,30359301,4,4
1314,B17258,303593,30359303,3,11,,5,BELLEVUE TRANSIT CENTER,BUS STOP,47.615495,-122.194887,47.655059,-122.312215,10850 NE 6TH ST,1,BELLEVUE,98004,WA,NE 40TH ST / 15TH AVE NE,1,SEATTLE,98195,WA,710,11:50,,740,12:20,,30,9.38,16.0,19.0,0,15,2,8,2.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,12-Nov-14,30359301,4,4
1317,B17259,303593,30359304,4,11,,5,BUS STOP,SIEG HALL,47.655059,-122.312215,47.654892,-122.30648,NE 40TH ST / 15TH AVE NE,1,SEATTLE,98195,WA, 1851 GRANT LN,1,SEATTLE,98195,WA,740,12:20,,750,12:30,,10,0.33,7.0,4.0,50,2,2,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30359301,4,4
1283,B17261,303593,30359306,6,11,,5,SAVERY HALL,BUS STOP,47.657208,-122.308311,47.655059,-122.312215, 1915 CHELAN LN,1,SEATTLE,98195,WA,NE 40TH ST / 15TH AVE NE,1,SEATTLE,98195,WA,930,15:30,,940,15:40,,10,0.39,6.0,2.0,10,2,15,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12-Nov-14,30359303,4,4
1280,B17262,303593,30359307,7,11,,5,BUS STOP,BELLEVUE TRANSIT CENTER,47.655059,-122.312215,47.615495,-122.194887,NE 40TH ST / 15TH AVE NE,1,SEATTLE,98195,WA,10850 NE 6TH ST,1,BELLEVUE,98004,WA,950,15:50,,980,16:20,,30,9.48,17.0,19.0,10,15,15,8,2.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,12-Nov-14,30359303,4,4
1281,B17263,303593,30359308,8,11,,5,BELLEVUE TRANSIT CENTER,NEWPORTHILLS PARK & RIDE,47.615495,-122.194887,47.557209,-122.188816,10850 NE 6TH ST,1,BELLEVUE,98004,WA, 5115 113TH PL SE,1,BELLEVUE,98006,WA,990,16:30,,1005,16:45,,15,5.0,9.0,20.0,0,15,15,8,2.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,404.0,,,,,,7.0,12-Nov-14,30359303,4,4
1282,B17264,303593,30359309,9,11,,5,NEWPORTHILLS PARK & RIDE,SAFEWAY,47.557209,-122.188816,47.539516,-122.167824, 5115 113TH PL SE,1,BELLEVUE,98006,WA, 6911 COAL CREEK PKWY SE,1,NEWCASTLE,98059,WA,1005,16:45,,1020,17:00,,15,2.51,7.0,10.0,20,15,5,3,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,12-Nov-14,30359303,4,4
1914,B17346,303614,30361401,1,7,,5,HOME (OFF-CAMPUS),BUS STOP,47.588289,-122.298013,47.588586,-122.302492, 1700 MARTIN LUTHER KING JR WAY S,1,SEATTLE,98144,WA,23RD AVE S / S MASSACHUSETTS ST,1,SEATTLE,98144,WA,510,8:30,,520,8:40,,10,0.23,1.0,1.0,5,1,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361401,3,3
1912,B17347,303614,30361402,2,7,,5,BUS STOP,BUS STOP,47.588586,-122.302492,47.655704,-122.311993,23RD AVE S / S MASSACHUSETTS ST,1,SEATTLE,98144,WA,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,525,8:45,,540,9:00,,15,4.89,13.0,20.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,105.0,,,,,,7.0,13-Nov-14,30361401,3,3
1913,B17348,303614,30361403,3,7,,5,BUS STOP,CLASS 1,47.655704,-122.311993,47.656619,-122.315968,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA, 1100 NE CAMPUS PKWY,1,SEATTLE,98105,WA,540,9:00,,545,9:05,,5,0.26,1.0,3.0,225,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361401,3,3
1651,B17350,303614,30361405,5,7,,5,CLASS 2,BUS STOP,47.656853,-122.3085,47.655704,-122.311993, 4100 SPOKANE LN,1,SEATTLE,98195,WA,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,870,14:30,,875,14:35,,5,0.18,4.0,3.0,10,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361403,3,3
1649,B17351,303614,30361406,6,7,,5,BUS STOP,BUS STOP,47.655704,-122.311993,47.588586,-122.302492,15TH AVE NE / NE CAMPUS PKWY,1,SEATTLE,98105,WA,23RD AVE S / S MASSACHUSETTS ST,1,SEATTLE,98144,WA,885,14:45,,910,15:10,,25,6.64,12.0,16.0,0,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,105.0,,,,,,7.0,13-Nov-14,30361403,3,3
1650,B17352,303614,30361407,7,7,1.0,5,BUS STOP,HOME (OFF-CAMPUS),47.588586,-122.302492,47.588289,-122.298013,23RD AVE S / S MASSACHUSETTS ST,1,SEATTLE,98144,WA, 1700 MARTIN LUTHER KING JR WAY S,1,SEATTLE,98144,WA,910,15:10,,920,15:20,,10,0.23,1.0,1.0,700,1,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361403,3,3
1102,B17361,303617,30361701,1,11,,5,HOME (OFF-CAMPUS),EASTGATE PARK & RIDE,47.571645,-122.150466,47.580509,-122.152657,14230 SE NEWPORT WAY,1,BELLEVUE,98006,WA,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,450,7:30,,455,7:35,,5,1.34,5.0,16.0,0,1,2,1,,2.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,13-Nov-14,30361701,3,3
1101,B17362,303617,30361702,2,11,,5,EASTGATE PARK & RIDE,BUS STOP,47.580509,-122.152657,47.650076,-122.306836,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,NE PACIFIC ST / NE PACIFIC PL,1,SEATTLE,98195,WA,455,7:35,,495,8:15,,40,11.24,17.0,17.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,13-Nov-14,30361701,3,3
1103,B17363,303617,30361703,3,11,,5,BUS STOP,WINKENWERDER,47.650076,-122.306836,47.651504,-122.306832,NE PACIFIC ST / NE PACIFIC PL,1,SEATTLE,98195,WA, 3715 W STEVENS WAY NE,1,SEATTLE,98195,WA,495,8:15,,500,8:20,,5,0.1,4.0,2.0,0,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361701,3,3
1071,B17369,303617,30361709,9,11,,5,LOEW HALL,BUS STOP,47.654281,-122.304453,47.650076,-122.306836,E STEVENS WAY NE / JEFFERSON RD NE,1,SEATTLE,98195,WA,NE PACIFIC ST / NE PACIFIC PL,1,SEATTLE,98195,WA,1015,16:55,,1025,17:05,,10,0.31,5.0,2.0,5,2,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,13-Nov-14,30361706,3,3
1069,B17370,303617,30361710,10,11,,5,BUS STOP,EASTGATE PARK & RIDE,47.650076,-122.306836,47.580509,-122.152657,NE PACIFIC ST / NE PACIFIC PL,1,SEATTLE,98195,WA,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,1030,17:10,,1095,18:15,,65,11.43,17.0,11.0,0,15,15,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,403.0,,,,,,7.0,13-Nov-14,30361706,3,3
1070,B17371,303617,30361711,11,11,1.0,5,EASTGATE PARK & RIDE,HOME (OFF-CAMPUS),47.580509,-122.152657,47.571645,-122.150466,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,14230 SE NEWPORT WAY,1,BELLEVUE,98006,WA,1095,18:15,,1100,18:20,,5,1.35,5.0,16.0,520,15,1,1,,2.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,13-Nov-14,30361706,3,3
654,B17651,303676,30367601,1,15,,5,HOME (OFF-CAMPUS),PARKING LOT,47.674574,-122.727352,47.564533,-122.626612,12501 OLYMPIC VIEW RD NW,2,SILVERDALE,98383,WA,BURWELL ST / PACIFIC AVE,2,BREMERTON,98337,WA,330,5:30,,355,5:55,,25,11.39,19.0,27.0,0,1,15,1,,1.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,14-Nov-14,30367601,6,6
657,B17652,303676,30367602,2,15,,5,PARKING LOT,BREMERTON FERRY,47.564533,-122.626612,47.562352,-122.625154,BURWELL ST / PACIFIC AVE,2,BREMERTON,98337,WA,  211 1ST ST,2,BREMERTON,98337,WA,355,5:55,,360,6:00,,5,0.3,5.0,4.0,0,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30367601,6,6
653,B17653,303676,30367603,3,15,,5,BREMERTON FERRY,FERRY TO SEATTLE,47.562352,-122.625154,47.602665,-122.338371,  211 1ST ST,2,BREMERTON,98337,WA,  801 ALASKAN WAY,1,SEATTLE,98104,WA,360,6:00,,440,7:20,,80,16.6,75.0,12.0,0,15,15,10,1.0,,,,,,,,,,,,,1.0,1.0,14.0,,,,,,427.0,,,,,,9.0,14-Nov-14,30367601,6,6
656,B17654,303676,30367604,4,15,,5,FERRY TO SEATTLE,UNIVERSITY STREET BUS TUNNEL,47.602665,-122.338371,47.607747,-122.336784,  801 ALASKAN WAY,1,SEATTLE,98104,WA,  200 UNIVERSITY ST,1,SEATTLE,98101,WA,440,7:20,,455,7:35,,15,0.48,2.0,2.0,0,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30367601,6,6
655,B17655,303676,30367605,5,15,,5,UNIVERSITY STREET BUS TUNNEL,BUS TO UW,47.607747,-122.336784,47.659626,-122.313105,  200 UNIVERSITY ST,1,SEATTLE,98101,WA, 4254 UNIVERSITY WAY NE,1,SEATTLE,98105,WA,455,7:35,,465,7:45,,10,4.41,8.0,26.0,15,15,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,122.0,,,,,,7.0,14-Nov-14,30367601,6,6
658,B17656,303676,30367606,6,15,,5,BUS TO UW,CLASS IN BURKE MUSEUM,47.659626,-122.313105,47.66073,-122.310767, 4254 UNIVERSITY WAY NE,1,SEATTLE,98105,WA, 1601 NE 45TH ST,1,SEATTLE,98105,WA,480,8:00,,485,8:05,,5,0.13,3.0,2.0,150,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30367601,6,6
661,B17661,303676,30367611,11,15,,5,CLASS IN BURKE MUSEUM,UNIVERSITY STREET STATION,47.66073,-122.310767,47.608145,-122.336039, 1601 NE 45TH ST,1,SEATTLE,98105,WA,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA,1010,16:50,,1055,17:35,,45,4.78,10.0,6.0,0,2,15,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,121.0,,,,,,7.0,14-Nov-14,30367604,5,5
662,B17662,303676,30367612,12,15,,5,UNIVERSITY STREET STATION,SEATTLE FERRY TERMINAL,47.608145,-122.336039,47.602665,-122.338371,UNIVERSITY ST / 3RD AVE,1,SEATTLE,98101,WA,  801 ALASKAN WAY,1,SEATTLE,98104,WA,1055,17:35,,1065,17:45,,10,0.72,4.0,4.0,0,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30367604,5,5
659,B17663,303676,30367613,13,15,,5,SEATTLE FERRY TERMINAL,FERRY TO BREMERTON,47.602665,-122.338371,47.562425,-122.625154,  801 ALASKAN WAY,1,SEATTLE,98104,WA,  211 1ST ST,2,BREMERTON,98337,WA,1065,17:45,,1180,19:40,,115,16.6,71.0,9.0,0,15,15,10,1.0,,,,,,,,,,,,,1.0,1.0,14.0,,,,,,427.0,,,,,,9.0,14-Nov-14,30367604,5,5
663,B17664,303676,30367614,14,15,,5,FERRY TO BREMERTON,PARKING LOT,47.562425,-122.625154,47.564533,-122.626612,  211 1ST ST,2,BREMERTON,98337,WA,BURWELL ST / PACIFIC AVE,2,BREMERTON,98337,WA,1180,19:40,,1190,19:50,,10,0.35,5.0,2.0,0,15,15,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30367604,5,5
660,B17665,303676,30367615,15,15,1.0,5,PARKING LOT,HOME (OFF-CAMPUS),47.564533,-122.626612,47.674574,-122.727352,BURWELL ST / PACIFIC AVE,2,BREMERTON,98337,WA,12501 OLYMPIC VIEW RD NW,2,SILVERDALE,98383,WA,1190,19:50,,1230,20:30,,40,11.75,20.0,18.0,390,15,1,1,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,14-Nov-14,30367604,5,5
2034,B17745,303692,30369201,1,8,,5,HOME (OFF-CAMPUS),BUS STOP,47.711062,-122.327818,47.708519,-122.322723,11300 1ST AVE NE,1,SEATTLE,98125,WA,NE NORTHGATE WAY / 5TH AVE NE,1,SEATTLE,98125,WA,470,7:50,,485,8:05,,15,0.47,2.0,2.0,5,1,2,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30369201,3,3
2033,B17746,303692,30369202,2,8,,5,BUS STOP,BUS STOP,47.708519,-122.322723,47.656876,-122.304909,NE NORTHGATE WAY / 5TH AVE NE,1,SEATTLE,98125,WA,E STEVENS WAY / PEND OREILLE RD NE,1,SEATTLE,98195,WA,490,8:10,,515,8:35,,25,4.32,12.0,10.0,0,2,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,118.0,,,,,,7.0,14-Nov-14,30369201,3,3
2035,B17747,303692,30369203,3,8,,5,BUS STOP,MUSIC BUILDING,47.656876,-122.304909,47.657714,-122.305882,E STEVENS WAY / PEND OREILLE RD NE,1,SEATTLE,98195,WA,NE STEVENS WAY / PIERCE LN,1,SEATTLE,98195,WA,515,8:35,,520,8:40,,5,0.12,1.0,1.0,380,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30369201,3,3
1966,B17750,303692,30369206,6,8,,5,MUSIC BUILDING,BUS STOP,47.657714,-122.305882,47.656876,-122.304909,NE STEVENS WAY / PIERCE LN,1,SEATTLE,98195,WA,"STEVENS WAY, UW",1,SEATTLE,98195,WA,1065,17:45,,1070,17:50,,5,0.12,1.0,1.0,15,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30369203,3,3
1964,B17751,303692,30369207,7,8,,5,BUS STOP,NORTHGATE TRANSIT CENTER,47.656876,-122.304909,47.703048,-122.32697,"STEVENS WAY, UW",1,SEATTLE,98195,WA,10200 1ST AVE NE,1,SEATTLE,98125,WA,1085,18:05,,1120,18:40,,35,4.6,9.0,8.0,5,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,117.0,,,,,,7.0,14-Nov-14,30369203,3,3
1965,B17752,303692,30369208,8,8,1.0,5,NORTHGATE TRANSIT CENTER,HOME (OFF-CAMPUS),47.703048,-122.32697,47.711062,-122.327818,10200 1ST AVE NE,1,SEATTLE,98125,WA,11300 1ST AVE NE,1,SEATTLE,98125,WA,1125,18:45,,1150,19:10,,25,0.63,3.0,2.0,470,1,1,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,14-Nov-14,30369203,3,3
117,B17953,303742,30374201,1,6,,5,HOME (OFF-CAMPUS),TACOMA DOME STATION,47.14684,-122.298885,47.239868,-122.428118,12012 98TH AVE E,3,PUYALLUP,98373,WA, 2727 E D ST,3,TACOMA,98421,WA,490,8:10,,525,8:45,,35,10.96,20.0,19.0,30,1,15,1,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,18-Nov-14,30374201,3,3
116,B17954,303742,30374202,2,6,,5,TACOMA DOME STATION,BUS STOP,47.239868,-122.428118,47.65487,-122.31218, 2727 E D ST,3,TACOMA,98421,WA,15TH / 40TH,1,SEATTLE,98105,WA,555,9:15,,600,10:00,,45,35.93,41.0,48.0,0,15,2,8,2.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,410.0,,,,,,7.0,18-Nov-14,30374201,3,3
118,B17955,303742,30374203,3,6,,5,BUS STOP,WALKED TO CLASS,47.65487,-122.31218,47.652586,-122.304812,15TH / 40TH,1,SEATTLE,98105,WA,JEFFERSON ROAD,1,SEATTLE,98195,WA,600,10:00,,615,10:15,,15,0.68,3.0,3.0,125,2,2,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18-Nov-14,30374201,3,3
127,B17956,303742,30374204,4,6,,5,WALKED TO CLASS,BUS STOP,47.652586,-122.304812,47.654872,-122.312167,JEFFERSON ROAD,1,SEATTLE,98195,WA, 3965 15TH AVE NE,1,SEATTLE,98105,WA,740,12:20,,755,12:35,,15,0.68,3.0,3.0,5,2,1,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18-Nov-14,30374202,3,3
125,B17957,303742,30374205,5,6,,5,BUS STOP,TACOMA DOME STATION,47.654872,-122.312167,47.239868,-122.428118, 3965 15TH AVE NE,1,SEATTLE,98105,WA, 2727 E D ST,3,TACOMA,98421,WA,760,12:40,,800,13:20,,40,35.82,40.0,54.0,5,1,1,8,1.0,,,,,,,,,,,,,1.0,1.0,12.0,,,,,,410.0,,,,,,7.0,18-Nov-14,30374202,3,3
126,B17958,303742,30374206,6,6,1.0,5,TACOMA DOME STATION,HOME (OFF-CAMPUS),47.239868,-122.428118,47.14684,-122.298885, 2727 E D ST,3,TACOMA,98421,WA,12012 98TH AVE E,3,PUYALLUP,98373,WA,805,13:25,,840,14:00,,35,11.04,21.0,19.0,780,1,1,1,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,18-Nov-14,30374202,3,3
800,B17979,303751,30375101,1,7,,5,HOME (OFF-CAMPUS),EASTGATE,47.563467,-122.161346,47.580865,-122.153002, 4552 SOMERSET DR SE,1,BELLEVUE,98006,WA,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA,645,10:45,,665,11:05,,20,1.97,6.0,6.0,5,1,15,1,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,18-Nov-14,30375101,3,3
799,B17980,303751,30375102,2,7,,5,EASTGATE,BY GEORGE,47.580865,-122.153002,47.656207,-122.310335,14200 SE EASTGATE WAY,1,BELLEVUE,98007,WA, 4060 GEORGE WASHINGTON LN NE,1,SEATTLE,98195,WA,670,11:10,,720,12:00,,50,14.08,21.0,17.0,15,15,2,8,1.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,229.0,,,,,,7.0,18-Nov-14,30375101,3,3
801,B17981,303751,30375103,3,7,,5,BY GEORGE,PHYSICS BUILDING,47.656207,-122.310335,47.652868,-122.31115, 4060 GEORGE WASHINGTON LN NE,1,SEATTLE,98195,WA, 3921 W STEVENS WAY NE,1,SEATTLE,98195,WA,735,12:15,,740,12:20,,5,0.23,5.0,3.0,60,2,2,7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18-Nov-14,30375101,3,3
552,B18056,303768,30376801,1,15,,5,HOME (OFF-CAMPUS),LAKE STEVENS PARK & RIDE,48.02146,-122.109386,47.999353,-122.103789,WASHINGTON 9 / SOPER HILL RD,4,LAKE STEVENS,98258,WA, 9600 MARKET PL,4,LAKE STEVENS,98258,WA,330,5:30,,345,5:45,,15,1.62,4.0,6.0,10,1,15,1,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,18-Nov-14,30376801,3,3
550,B18057,303768,30376802,2,15,,5,LAKE STEVENS PARK & RIDE,LYNNWOOD PARK & RIDE,47.999353,-122.103789,47.815268,-122.295405, 9600 MARKET PL,4,LAKE STEVENS,98258,WA,20100 48TH AVE W,4,LYNNWOOD,98036,WA,355,5:55,,390,6:30,,35,18.48,23.0,32.0,10,15,15,8,6.0,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,36.0,,,,,,7.0,18-Nov-14,30376801,3,3
