"","home_county","dest_county","mode_characterization","count","prop","prop_se","est","est_se"
"69","Kitsap","King","Drive SOV",21,0.183795698678266,0.099239760115858,10008.3664681715,6016.28199125676
"70","Kitsap","King","Transit",10,0.116660336165531,0.068073102854276,6352.59369528861,3821.63363057657
"71","Kitsap","King","Walk",7,0.0837309347680959,0.0447707014452358,4559.46404572069,2359.07714596691
"72","Kitsap","Kitsap","Bike/Micromobility",32,0.00327219736170971,0.000685944631525702,2738.14357221375,553.660146701098
"73","Kitsap","Kitsap","Drive HOV2",365,0.24168176535136,0.0269488194638944,202236.998312453,26875.0114584699
"74","Kitsap","Kitsap","Drive HOV3+",190,0.126067901976804,0.0177460276708835,105492.419100264,15668.1606696582
"75","Kitsap","Kitsap","Drive SOV",705,0.459009484367575,0.0282436258239049,384094.762716126,29707.7225794178
"76","Kitsap","Kitsap","Transit",63,0.0637496547400861,0.0142120205598975,53345.1036297543,12298.9846190923
"77","Kitsap","Kitsap","Walk",58,0.106218996202466,0.0192763230081277,88883.0438842523,17235.8760037449
"78","Kitsap","Kittitas","Drive HOV2",1,0.0362954236122736,0.0387061958202201,11.801245983139,11.8012459831247
"79","Kitsap","Kittitas","Drive HOV3+",5,0.963704576387726,0.0387061958202201,313.342940490781,148.454594085208
"80","Kitsap","Mason","Drive HOV2",5,0.710912067402562,0.199067487362044,140.047319311407,71.640335007527
"81","Kitsap","Mason","Drive SOV",2,0.289087932597438,0.199067487362044,56.9493638692481,46.8401749219262
"82","Kitsap","Okanogan","Drive HOV3+",5,1,1.05199567098414e-16,313.342940490781,148.454594085208
"83","Kitsap","Pierce","Drive HOV2",10,0.0430295031218535,0.0251735071697544,686.275040697485,228.728369393331
"84","Kitsap","Pierce","Drive HOV3+",4,0.013119081514287,0.00916444184002758,209.235467456708,105.432067636973
"85","Kitsap","Pierce","Drive SOV",13,0.935245514739489,0.0355284305220391,14916.176277295,7819.65678723421
"86","Kitsap","Pierce","Walk",2,0.0086059006243707,0.00763318612450126,137.255008139497,102.302502261539
"87","Kitsap","Snohomish","Drive HOV2",7,0.86686205707214,0.0871534785698605,4668.483114843,3140.75580632436
"88","Kitsap","Snohomish","Drive HOV3+",9,0.13313794292786,0.0871534785698605,717.014008668184,245.866619976425
"89","Kitsap","Thurston","Drive HOV2",4,0.00345008341041441,0.00268534866815067,47.204983932556,23.6013321481942
"90","Kitsap","Thurston","Drive SOV",3,0.996549916589586,0.00268534866815062,13635.0682591036,8180.80272764092
"91","Kitsap",NA,"Drive HOV2",2,0.26312704527209,0.156260427215266,182.98884969093,129.391094194003
"92","Kitsap",NA,"Drive HOV3+",4,0.433639153588881,0.168188870994929,301.569646001701,154.067077965536
"93","Kitsap",NA,"Drive SOV",2,0.217591690251903,0.139495577322953,151.321780930302,109.395302845745
"94","Kitsap",NA,"Walk",1,0.0856421108871264,0.0832328957527297,59.5588771201111,59.5588771200736
"95","Pierce","Chelan","Drive SOV",5,0.868404167525128,0.113076489604053,1742.28462597677,1593.19690748657
"96","Pierce","Chelan","Walk",7,0.131595832474872,0.113076489604053,264.021528612653,99.7809503189462
"97","Pierce","Cowlitz","Drive HOV2",1,0.643708677873815,0.324352104339957,262.172457053236,262.17245705307
"98","Pierce","Cowlitz","Drive SOV",1,0.356291322126185,0.324352104339957,145.111872123742,145.111872123558
"99","Pierce","Grant","Drive SOV",6,1,5.54454784782194e-17,18754.4798421067,9366.14612911954
"100","Pierce","Grays Harbor","Drive HOV2",8,0.902031388879711,0.0938851005165253,2120.21727933364,760.411439848785
"101","Pierce","Grays Harbor","Drive HOV3+",1,0.0979686111202894,0.0938851005165253,230.274405846929,230.274405846689
"102","Pierce","King","Bike/Micromobility",2,0.00229078850205081,0.00163928073275014,593.718207915968,419.815294406037
"103","Pierce","King","Drive HOV2",46,0.0877766342157022,0.0366043275685243,22749.6278756362,10007.0117733214
"104","Pierce","King","Drive HOV3+",32,0.280770329296386,0.0589268078254674,72769.0297889091,18932.8235977186
"105","Pierce","King","Drive SOV",148,0.542803747797888,0.0604161685221108,140681.895384109,21296.4948296297
"106","Pierce","King","Transit",11,0.0539794447112358,0.0220414066226125,13990.1955809376,5781.67402900704
"107","Pierce","King","Walk",15,0.0323790554767378,0.0161071131526027,8391.88549028,4189.35965900702
"108","Pierce","Kitsap","Drive HOV2",4,0.320019567428436,0.155538355709584,458.711316345226,252.734411175102
"109","Pierce","Kitsap","Drive SOV",7,0.679980432571564,0.155538355709584,974.673898287954,443.73123306034
"110","Pierce","Kittitas","Drive SOV",1,1,0,4683.29784942541,4683.29784942053
"111","Pierce","Pierce","Bike/Micromobility",41,0.00492411504564175,0.00133020436818412,15698.9812276886,4221.76181677005
"112","Pierce","Pierce","Drive HOV2",698,0.159763953614689,0.013677679407584,509356.764699925,47705.249714433
"113","Pierce","Pierce","Drive HOV3+",361,0.331962522723102,0.0183859992567597,1058357.36253536,75680.1258370195
"114","Pierce","Pierce","Drive SOV",1387,0.375308403453362,0.0170231125933756,1196551.97447569,63890.7701230731
"115","Pierce","Pierce","Transit",127,0.0371604233876443,0.00666100740893878,118474.240298656,21597.4181682106
"116","Pierce","Pierce","Walk",427,0.0908805817755613,0.00930945286572423,289743.95074679,30603.2388319902
"117","Pierce","Skagit","Drive SOV",1,1,0,1225.38617943629,1225.38617943585
"118","Pierce","Snohomish","Drive HOV3+",9,0.344540102790313,0.165507492429954,1439.02411176778,509.539603481148
"119","Pierce","Snohomish","Drive SOV",3,0.655459897209687,0.165507492429954,2737.62789510636,1756.49771878535
"120","Pierce","Spokane","Drive SOV",1,1,0,10.6442222025102,10.6442222025025
"121","Pierce","Thurston","Drive HOV2",7,0.0576085397486539,0.0393427276435048,1977.20774682888,1162.5990659247
"122","Pierce","Thurston","Drive HOV3+",2,0.010964974053373,0.0112629058809167,376.333643183749,359.91514043323
"123","Pierce","Thurston","Drive SOV",21,0.80417266697294,0.0968602195542809,27600.3598401241,13518.0373795494
"124","Pierce","Thurston","Walk",4,0.127253819225033,0.0749490677166293,4367.53367266486,2183.96109927779
"125","Pierce",NA,"Drive HOV2",13,0.0463454587074862,0.0196171210925542,1408.29813893026,537.8203949858
"126","Pierce",NA,"Drive HOV3+",22,0.775229214166021,0.0757295421191509,23556.8681377194,6128.09445167679
"127","Pierce",NA,"Drive SOV",6,0.162350017251668,0.0714024412097359,4933.32536837935,2298.53340465072
"128","Pierce",NA,"Transit",1,0.00535843662494163,0.00545437117806606,162.82666170401,162.826661704047
"129","Pierce",NA,"Walk",2,0.0107168732498833,0.00784685239186445,325.65332340802,230.267901536744
"130","Snohomish","Chelan","Drive SOV",1,1,0,104.322058432208,104.322058432233
"131","Snohomish","Clallam","Drive HOV2",2,1,0,230.470959150474,162.964908735763
"132","Snohomish","Cowlitz","Drive HOV2",2,1,0,553.779814985838,391.575048507175
"133","Snohomish","Grant","Drive HOV2",2,1,0,19864.0007842347,14045.7395884654
"134","Snohomish","Island","Drive HOV2",3,0.994637430444747,0.00527733441144628,5283.39843003452,3656.19431144174
"135","Snohomish","Island","Drive SOV",2,0.00536256955525282,0.00527733441144628,28.4853462195816,20.141851555152
"136","Snohomish","Jefferson","Drive HOV2",8,0.448280242597763,0.119894225952232,2076.41525314017,750.078184127068
"137","Snohomish","Jefferson","Drive HOV3+",2,0.125000895802088,0.0822579456080521,578.99889853619,409.407341410162
"138","Snohomish","Jefferson","Drive SOV",8,0.426718861600149,0.11866886864607,1976.54384207201,717.30405094411
"139","Snohomish","King","Bike/Micromobility",2,0.00140069045417249,0.00100078325019385,328.5472489885,232.715828015534
"140","Snohomish","King","Drive HOV2",91,0.133476516048985,0.0273964642674033,31308.3751101676,6535.85827223919
"141","Snohomish","King","Drive HOV3+",55,0.261268798305187,0.0495664529070357,61283.4510822829,14250.400976007
"142","Snohomish","King","Drive SOV",264,0.562176048349115,0.0503943537623621,131864.534081834,17214.0429233971
"143","Snohomish","King","Transit",18,0.0322192198804035,0.0166521020042406,7557.37002756683,3960.43793982191
"144","Snohomish","King","Walk",23,0.00945872696213707,0.00266446315666557,2218.64774839166,589.066162802597
"145","Snohomish","Kitsap","Drive HOV2",2,0.405791086705025,0.25139863286253,395.404018655941,302.93813027474
"146","Snohomish","Kitsap","Drive HOV3+",2,0.594208913294975,0.25139863286253,578.99889853619,409.407341410162
"147","Snohomish","Kittitas","Drive HOV2",5,1,5.12380464839308e-17,24234.6078940864,11184.5452513114
"148","Snohomish","Okanogan","Drive HOV2",2,0.926329667816847,0.0835816508105349,2048.00003209052,1448.13099034674
"149","Snohomish","Okanogan","Drive SOV",1,0.0736703321831532,0.0835816508105349,162.875969449192,162.875969449159
"150","Snohomish","Pierce","Drive HOV2",1,0.0293912431577919,0.0318174016750878,175.332563523778,175.332563523849
"151","Snohomish","Pierce","Drive SOV",5,0.970608756842208,0.0318174016750878,5790.13689901223,2859.47604628013
"152","Snohomish","Skagit","Drive HOV2",9,0.132681998237322,0.0865804323666433,1717.58779290789,1144.61731334409
"153","Snohomish","Skagit","Drive HOV3+",9,0.19884454541058,0.0895387037491748,2574.07160293628,1065.56196556642
"154","Snohomish","Skagit","Drive SOV",11,0.668473456352099,0.125926643817406,8653.48625862306,3772.39432901236
"155","Snohomish","Snohomish","Bike/Micromobility",28,0.00532789785037544,0.00152712869325833,12426.4817497721,3547.08540024412
"156","Snohomish","Snohomish","Drive HOV2",646,0.197475566859273,0.0159779515924305,460580.626077455,41928.4722722758
"157","Snohomish","Snohomish","Drive HOV3+",390,0.249933502920578,0.0172987894341742,582930.491522152,47074.2364412025
"158","Snohomish","Snohomish","Drive SOV",1611,0.451153811784965,0.0193491910672375,1052245.13793764,60558.3513698229
"159","Snohomish","Snohomish","Transit",88,0.0344494500026541,0.00573712314455615,80347.9108965088,13475.8791710803
"160","Snohomish","Snohomish","Walk",242,0.0616597705821546,0.00776415340996512,143811.69372087,18376.3339216774
"161","Snohomish","Thurston","Drive HOV2",18,0.305129925650551,0.212932751921325,2369.47442367925,599.341784418967
"162","Snohomish","Thurston","Drive SOV",2,0.694870074349449,0.212932751921325,5395.98620306006,5244.19116405347
"163","Snohomish","Whatcom","Drive HOV2",1,0.0803252536141304,0.0781763745581538,416.909940104764,416.90994010459
"164","Snohomish","Whatcom","Drive HOV3+",4,0.172057254800181,0.092660560355245,893.024006347052,470.644933073646
"165","Snohomish","Whatcom","Drive SOV",5,0.623014576321407,0.150850349654159,3233.61530791183,1446.02197865182
"166","Snohomish","Whatcom","Walk",1,0.124602915264281,0.11546146198203,646.723061582367,646.72306158273
"167","Snohomish","Yakima","Drive HOV2",7,1,0,26860.6692474961,10151.3809036907
"168","Snohomish",NA,"Drive HOV2",7,0.184104767351949,0.103670049828213,4048.00740636268,2067.61318222492
"169","Snohomish",NA,"Drive HOV3+",9,0.0812300771336579,0.0411744008335738,1786.0480126941,631.390925213778
"170","Snohomish",NA,"Drive SOV",9,0.656543822350358,0.148146424712978,14435.7709672735,8211.75561968849
"171","Snohomish",NA,"Transit",2,0.0223106055033858,0.0177076887808094,490.554903151918,346.869016889527
"172","Snohomish",NA,"Walk",3,0.0558107276606493,0.0546130828004703,1227.13953676663,1168.33449677684
