hhid,personid,pernum,person_should_take_diary,person_diary_status,proxy,resptype,age,relationship,gender,employment,jobs_count,worker,student,school,education,smartphone,license,vehicle,tollfreq,school_freq,trips_yesno,numtrips,loc_start,loc_end,no_travel,noneed_dayoff,noneed_telecommute,noneed_workhomenoapay,noneed_kidsvacation,noneed_other,unable_notransport,unable_sick,unable_visitor,unable_other,added_trip_flag,added_loop,added_quick,added_stop,added_dropoff,added_parking,added_other,typical,purchase,telecommute,telecommute_hours,transit_freq,bike_freq,walk_freq,transitpay_orca,transitpay_cash,transitpay_tickets,transitpay_upass,transitpay_permit,transitpay_flex,transitpay_access,transitpay_school,transitpay_govt,transitpay_other,transitpay_dontknow,transitpay_other_specify,transit_subsidy,hours_work,commute_freq,telecommute_freq,commute_dur,selfemp_dur,drive_living,night_shift,choose_work,choose_weather,benefits_flextime,benefits_compressed,benefits_parking,benefits_transit,benefits_commute,prev_work_wa,prev_work_loc_city,prev_work_loc_st,prev_work_loc_zip,prev_work_loc_x,smartphone_type,smartphone_type6_r,smartphone_dr,smartphone_dr14_r,smartphone_ip,smartphone_ip9_r,website_use,phonenumber_use,apps_use,alerts_use,socialmedia_use,radio_use,tv_use,gps_use,web_bing,web_google,web_mapquest,web_traffic,web_wsdot,web_county,web_city,web_transit,web_other,web_other_specify,apps_seattletraffic,apps_waze,apps_wsdot,apps_onebusaway,apps_inrix,apps_carshare,apps_taxi,apps_other,apps_other_specify,info_travelroutes,info_traveltime,info_congestion,info_arrivaltime,info_transitoptions,info_parking,info_carshare,info_other,info_other_specify,impact_sametrip,impact_earlier,impact_later,impact_diffroute,impact_smallchange,impact_diffmode,impact_postpone,impact_order,wbt_transitsafety,wbt_transitfreq,wbt_reliability,wbt_bikesafety,wbt_walksafety,wbt_other,wbt_other_specify,wbt_none,wbt_na,carpool_gascost,carpool_parkingcost,carpool_tolls,carpool_hov,transit_avail,carpool_other,carpool_other_specify,carpool_none,carpool_na,expwt_2,dataset
14105357,1410535701,1,1,1,1,1,7,0,1,2,3,1,1,,6,1,1,2,5,,1,3,1,1,,,,,,,,,,,1,0,0,1,0,0,0,1,2,1,,7,3,5,,,,,,,,,,,,,,4,4,4,1,,1,1,1,1,3,1,2,1,1,1,,,,,1,,14,LG G2,,,3,7,5,7,5,7,7,7,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,1,1,0,0,0,0,0,,3,2,2,2,1,3,3,3,0,0,1,1,1,0,,0,0,,,,,,,,,,1178.2721,main
14105357,1410535702,2,1,1,3,2,7,1,2,5,,0,1,,6,1,1,1,6,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,2,,,5,6,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1178.2721,main
14105357,1410535703,3,1,1,3,3,2,2,1,,,0,,4,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,,,,5,6,5,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1178.2721,main
14105357,1410535704,4,1,1,3,3,3,2,2,,,0,,4,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,2,,,,5,5,5,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1178.2721,main
14105357,1410535705,5,1,1,3,3,2,2,1,,,0,,4,,,,,,,1,7,1,1,,,,,,,,,,,0,,,,,,,2,,,,5,5,5,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1178.2721,main
14105357,1410535706,6,1,1,3,3,2,2,2,,,0,,4,,,,,,,1,5,1,1,,,,,,,,,,,0,,,,,,,2,,,,5,5,5,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,8,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,1178.2721,main
14105358,1410535801,1,1,1,1,1,7,0,2,2,2,1,1,,6,1,1,1,5,,1,6,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,6,6,1,,,,,,,,,,,,,,2,3,10,1,,1,2,2,1,3,4,3,4,1,1,,,,,,,,,,,6,7,,7,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,"If I go downtown, I always take transit.",0,0,,,,,,,,,,676.8135,main
14105359,1410535901,1,1,1,1,1,9,0,1,6,,0,1,,6,3,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,2,2,,,5,7,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,7,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,178.9789,main
14105359,1410535902,2,1,1,2,2,10,1,2,6,,0,1,,7,3,1,1,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,2,2,,,6,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,178.9789,main
14105360,1410536001,1,1,1,1,1,10,0,1,6,,0,1,,6,3,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,153.2366,main
14105360,1410536002,2,1,1,2,2,10,1,2,6,,0,1,,7,1,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,153.2366,main
14105361,1410536101,1,1,1,1,1,11,0,1,6,,0,1,,7,3,1,2,5,,1,6,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,176.2041,main
14105361,1410536102,2,1,1,3,2,10,1,2,6,,0,1,,2,1,1,1,5,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,12,,,,7,7,7,7,7,3,7,5,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,2,2,2,3,2,4,3,5,0,0,0,0,0,0,,1,0,0,1,0,0,0,0,,0,0,176.2041,main
14105363,1410536301,1,1,1,1,1,6,0,1,1,1,1,1,,6,1,1,1,5,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,5,7,3,0,1,0,0,0,0,0,0,0,0,0,,,2,2,9,5,,1,1,3,1,3,2,3,2,4,,,,,,1,,9,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,396.363,main
14105363,1410536302,2,1,1,1,2,6,1,2,7,,0,3,5,6,1,1,2,5,6,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,,,5,7,3,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,396.363,main
14105364,1410536401,1,1,1,1,1,11,0,2,3,4,1,1,,7,3,1,1,6,,1,5,1,1,,,,,,,,,,,0,,,,,,,2,2,2,1,7,7,7,,,,,,,,,,,,,,6,2,9,6,6,1,1,2,1,,,,,,,,,,,2,,,,4,,6,7,7,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,590.9197,main
14105365,1410536501,1,1,1,1,1,6,0,2,3,1,1,1,,6,1,1,2,5,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,4,2,9,4,4,2,1,1,1,,,,,,1,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,429.2489,main
14105365,1410536502,2,1,1,1,2,6,1,2,1,1,1,1,,5,3,1,1,6,,1,2,3,3,,,,,,,,,,,0,,,,,,,2,2,1,,7,7,7,,,,,,,,,,,,,,2,2,7,4,,1,1,3,1,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,429.2489,main
14105365,1410536503,3,1,1,2,3,2,2,1,,,0,,3,,,,,,2,1,6,3,1,,,,,,,,,,,0,,,,,,,1,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.2489,main
14105365,1410536504,4,0,0,,3,1,2,1,,,0,,2,,,,,,,1,7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,6,7,5,7,7,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,,0,0,1,1,1,0,0,0,,0,0,429.2489,main
14105366,1410536601,1,1,1,1,1,6,0,2,1,1,1,1,,6,1,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,6,3,,,,,,,,,,,,,,3,2,9,4,,1,2,1,1,4,4,4,4,4,3,,,,,1,,8,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,,0,0,1,1,1,0,0,0,,0,0,573.2918,main
14105366,1410536602,2,1,1,3,2,6,4,1,1,1,1,1,,6,1,1,98,6,,2,0,3,3,,,,,,,,,,,0,,,,,,,2,2,1,,7,7,7,,,,,,,,,,,,,,3,4,9,3,,1,2,1,1,4,4,4,4,4,2,cleveland,OH,,0,2,,,,1,,6,7,3,7,7,7,2,7,,,,,,,,,,,0,0,0,0,0,0,0,1,Google Maps,1,1,0,0,1,0,0,0,,5,2,4,3,1,3,4,5,0,0,0,0,0,1,Not working out in the morning,0,0,1,0,1,0,0,1,Convenience for my exercise routine,0,0,573.2918,main
14105367,1410536701,1,1,1,1,1,8,0,1,1,1,1,1,,7,1,1,1,5,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,7,1,,,,,,,,,,,,,,2,2,9,3,,1,1,2,1,3,2,3,3,2,1,,,,,1,,12,,,,3,7,7,7,7,2,7,7,0,0,0,0,1,0,0,0,0,,,,,,,,,,,0,0,1,0,0,0,0,0,,2,3,3,4,3,4,4,4,0,0,0,0,0,0,,1,0,0,0,1,0,1,0,,0,0,490.1076,main
14105368,1410536801,1,1,1,1,1,9,0,1,1,1,1,1,,6,1,1,2,6,,1,3,1,1,,,,,,,,,,,1,0,0,1,0,0,0,1,2,1,,7,7,3,,,,,,,,,,,,,,3,2,9,5,,1,1,3,1,1,1,3,2,2,,,,,,,,,,,,6,7,,7,7,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Health issues..Need Back surgery,0,0,,,,,,,,,,374.7365,main
14105369,1410536901,1,1,1,1,1,11,0,2,6,,0,1,,3,3,1,1,5,,2,0,1,1,2,,,,,,0,0,1,0,0,,,,,,,2,2,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,I dont own a smart phone,,,,,4,7,,7,7,7,7,6,0,1,1,0,1,0,0,0,0,,,,,,,,,,,0,1,1,0,0,0,0,0,,2,2,2,2,3,4,2,4,0,0,0,0,0,1,closer stop to my home,0,0,,,,,,,,,,371.1784,main
14105370,1410537001,1,1,1,1,1,6,0,2,5,,0,1,,5,2,1,1,6,,1,14,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,4,7,4,7,4,7,7,7,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,5,2,3,2,2,2,2,5,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,963.8656,main
14105370,1410537002,2,1,1,2,2,7,1,1,1,1,1,1,,6,1,1,2,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,2,2,3,3,5,0,0,0,0,0,0,0,0,0,1,0,Microsoft Bus-free,3,2,2,8,5,,1,1,1,3,4,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Ride school bus,0,0,,,,,,,,,,963.8656,main
14105370,1410537003,3,1,1,3,3,4,2,2,,1,0,,3,,3,2,,7,2,1,2,1,1,,,,,,,,,,,0,,,,,,,2,,,,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,have to ride with mom to get sister to school,0,0,,,,,,,,,,963.8656,main
14105370,1410537004,4,1,1,3,3,2,2,1,,,0,,3,,,,,,2,1,8,1,1,,,,,,,,,,,0,,,,,,,1,,,,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,963.8656,main
14105370,1410537005,5,1,1,2,3,2,2,2,,,0,,2,,,,,,4,1,12,1,1,,,,,,,,,,,0,,,,,,,1,,,,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,5,7,7,5,6,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,963.8656,main
14105371,1410537101,1,1,1,1,1,9,0,1,1,1,1,1,,7,1,1,2,6,,2,0,1,1,1,0,1,0,0,0,,,,,0,,,,,,,1,2,2,12,6,7,7,,,,,,,,,,,,,,2,9,,,,1,1,1,1,2,1,1,1,1,,,,,,1,,1,,,,7,7,7,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,,0,1,187.6477,main
14105371,1410537102,2,1,1,2,2,9,1,2,1,1,1,1,,6,1,1,1,6,,1,3,1,1,,,,,,,,,,,0,,,,,,,2,2,1,,3,7,6,1,0,0,0,0,0,0,0,0,0,0,,5,3,3,9,7,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,7,7,,7,7,2,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,187.6477,main
14105372,1410537201,1,1,1,1,1,8,0,1,1,1,1,1,,2,3,1,2,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,1,,,,,,,,,,,,,,1,2,9,4,,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,7,7,,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1083.8243,main
14105372,1410537202,2,1,1,1,2,7,1,2,5,,0,1,,3,3,1,1,6,,2,0,1,1,1,0,0,1,0,0,,,,,0,,,,,,,1,2,,,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1083.8243,main
14105372,1410537203,3,1,1,1,3,4,2,2,,0,0,,4,,3,2,,6,,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,1083.8243,main
14105372,1410537204,4,1,1,1,3,3,2,1,,,0,,4,,,,,,,2,0,1,1,1,0,0,0,0,1,,,,,0,,,,,,,1,,,,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,virgin mobile,,,7,7,7,7,7,1,7,7,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,3,3,3,3,3,4,4,4,0,0,0,1,1,0,,0,0,1,0,0,0,0,0,,0,0,1083.8243,main
14105373,1410537301,1,1,1,2,1,6,0,1,1,1,1,1,,4,1,1,2,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,3,,,,,,,,,,,,,,3,2,9,4,,2,1,1,2,3,3,3,4,4,1,,,,,1,,14,virgin mobile,,,5,7,7,7,7,1,7,7,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,,2,3,3,4,2,4,4,2,0,1,0,1,0,0,,0,0,0,0,0,1,1,0,,0,0,665.1479,main
14105373,1410537302,2,1,1,1,2,6,1,2,1,1,1,1,,6,1,1,1,6,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,6,5,,,,,,,,,,,,,,3,2,9,3,,1,1,1,1,1,1,3,2,4,2,,,,1,1,,8,,,,7,7,7,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,Less out of State Travel,0,0,,,,,,,,,,665.1479,main
14105374,1410537401,1,1,1,1,1,9,0,1,1,1,1,1,,6,1,1,2,5,,2,0,3,3,1,0,0,0,0,1,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,2,9,,,,1,1,1,1,1,1,1,1,1,,,,,,1,,12,,,,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,568.1368,main
14105374,1410537402,2,1,1,2,2,9,1,2,1,1,1,1,,3,1,1,1,5,,1,3,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,6,,,,,,,,,,,,,,2,3,9,5,,1,1,1,2,1,3,3,1,1,,,,,,6,don't have one,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,568.1368,main
14105375,1410537501,1,1,1,1,1,9,0,2,1,1,1,1,,6,2,1,1,6,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,5,2,10,5,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,537.8432,main
14105375,1410537502,2,1,1,1,2,9,1,1,1,1,1,1,,2,3,1,1,6,,2,0,1,1,1,1,0,0,0,0,,,,,0,,,,,,,1,2,1,,7,7,5,,,,,,,,,,,,,,1,2,10,6,,1,1,1,1,1,1,1,1,1,,,,,,6,no plan for one,,,,,6,7,,7,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,537.8432,main
14105376,1410537601,1,1,1,1,1,10,0,2,3,1,1,1,,3,2,1,1,5,,2,0,1,1,1,0,1,1,0,0,,,,,0,,,,,,,1,2,2,2,5,7,7,0,0,0,0,0,0,0,0,0,1,0,debit card,,5,9,,,7,1,1,1,1,,,,,,,,,,,,,,,,,7,7,,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,301.1531,main
14105376,1410537602,2,1,1,3,2,10,1,1,6,,0,1,,6,3,1,1,5,,2,0,1,1,1,0,0,1,0,0,,,,,0,,,,,,,1,2,,,5,7,7,0,0,0,0,0,0,0,0,0,1,0,debit cards,,,,,,,,,,,,,,,,,,,,,2,,,,3,,5,7,5,7,7,5,5,3,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,,2,2,3,2,1,4,4,4,0,1,0,0,0,1,Parking at transit stations,0,0,,,,,,,,,,301.1531,main
14105377,1410537701,1,1,1,2,1,10,0,1,2,1,1,1,,6,1,1,1,5,,2,0,1,1,1,0,1,0,0,0,,,,,0,,,,,,,2,2,2,6,4,6,3,0,0,0,0,1,0,0,0,0,0,0,,5,5,9,,,,1,1,1,1,3,1,1,1,1,,,,,,2,,,,3,,5,7,7,7,7,3,6,7,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,0,0,,2,3,3,3,2,3,1,2,0,1,0,0,0,1,Parking for bus riders,0,0,,,,,,,,,,205.4273,main
14105377,1410537702,2,1,1,1,2,10,1,2,5,,0,1,,6,1,2,,5,,1,7,1,1,,,,,,,,,,,1,0,0,1,0,0,0,2,2,,,4,7,3,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,3,6,3,7,7,4,2,7,0,1,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,,2,2,3,2,2,3,3,3,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,205.4273,main
14105378,1410537801,1,1,1,1,1,8,0,1,1,1,1,1,,6,1,1,2,5,,1,5,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,4,6,3,0,1,0,0,0,0,0,0,0,0,0,,,2,2,8,6,,1,1,1,1,3,1,3,1,1,,,,,,,,,,,,5,7,,7,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,1,0,634.0235,main
14105378,1410537802,2,1,1,3,2,8,1,2,2,2,1,1,,6,3,1,1,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,2,5,5,6,6,0,1,0,0,0,0,0,0,0,0,0,,,5,2,9,2,,1,1,1,1,3,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,634.0235,main
14105378,1410537803,3,1,1,2,3,4,2,1,,0,0,,3,,3,1,3,5,2,1,2,1,3,,,,,,,,,,,0,,,,,,,1,,,,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,,,,,,,,,,634.0235,main
14105378,1410537804,4,1,1,3,3,3,2,2,,,0,,3,,,,,,2,1,2,1,3,,,,,,,,,,,0,,,,,,,1,,,,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,5,7,2,7,7,7,7,6,,,,,,,,,,,0,1,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,,2,4,4,3,1,4,4,4,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,,0,0,634.0235,main
14105379,1410537901,1,1,1,1,1,6,0,1,1,1,1,1,,6,1,1,1,4,,1,4,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,6,6,5,,,,,,,,,,,,,,3,2,8,4,,1,1,1,1,2,1,3,2,2,2,,,,1,4,,,,,,5,7,3,7,7,7,7,6,,,,,,,,,,,0,1,1,0,1,0,0,0,,1,1,0,0,0,0,0,0,,4,3,4,1,1,4,1,3,0,1,0,0,1,0,,0,0,,,,,,,,,,344.1935,main
14105379,1410537902,2,1,1,1,2,6,1,2,5,,0,2,5,3,1,1,2,4,8,1,5,1,1,,,,,,,,,,,0,,,,,,,2,2,,,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1935,main
14105379,1410537903,3,0,0,,3,1,2,1,,,0,,8,,,,,,,1,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,6,7,7,7,7,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,1,0,1,0,1,0,0,0,,0,0,344.1935,main
14105380,1410538001,1,1,1,3,1,8,0,1,1,1,1,1,,2,1,1,1,5,,1,2,1,1,,,,,,,,,,,0,,,,,,,1,2,1,,7,7,7,,,,,,,,,,,,,,3,2,9,3,,1,1,1,2,3,3,1,1,1,1,,,,,1,,15,,,,6,7,5,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,,0,0,1,0,1,0,0,0,,0,0,499.4494,main
14105380,1410538002,2,1,1,1,2,8,1,2,2,1,1,1,,3,1,1,1,5,,2,0,1,1,1,1,0,1,0,0,,,,,0,,,,,,,1,2,1,,7,7,7,,,,,,,,,,,,,,6,7,9,2,,1,1,2,2,3,1,1,1,1,1,,,,,2,,,,2,,5,4,3,3,4,2,7,4,,,,,,,,,,,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,,3,3,2,2,2,3,3,1,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,0,0,499.4494,main
14105381,1410538101,1,1,1,1,1,8,0,1,1,1,1,1,,6,1,1,2,5,,1,2,1,1,,,,,,,,,,,1,1,0,0,0,0,0,1,2,1,,7,7,7,,,,,,,,,,,,,,1,2,9,5,,1,1,1,2,3,1,1,2,2,,,,,,6,Garmin,,,,,5,7,6,6,7,7,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,,0,0,,,,,,,,,,378.6565,main
14105382,1410538201,1,1,1,1,1,9,0,1,6,,0,1,,7,1,1,1,4,,1,8,1,1,,,,,,,,,,,0,,,,,,,1,2,,,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,7,7,5,7,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,,0,0,,,,,,,,,,165.648,main
