hhid,traveldate,dayofweek,hhnumtrips,vehicle_count,hhsize,numadults,numchildren,numworkers,lifecycle,hh_income_detailed,hh_income_followup,hh_income_broad,hh_income_detailed_imp,hh_income_samp_est,sample_segname,h_city,h_zip,address_use_flag,h_segname,h_segname_wgt,h_county_name,h_district_name,h_rgc_name,h_school_district_name,h_uv_name,h_uv_group,h_tract,h_bg,h_puma12,res_months,res_dur,rent_own,res_type,res_factors_hhchange,res_factors_afford,res_factors_school,res_factors_walk,res_factors_space,res_factors_closefam,res_factors_transit,res_factors_hwy,res_factors_30min,prev_rent_own,prev_res_type,prev_home_wa,prev_home_loc_city,prev_home_loc_st,prev_home_loc_zip,prev_home_loc_x,cityofseattle,expwt_2,dataset
14104398,5/20/2014,Tuesday,11,1,1,1,0,1,3,4,,2,4,5,OS_LI,SEATTLE,98115,reported,OS_LI,UVOS_LI,King,North Seattle-Shoreline,Seattle Northgate,Seattle School District,Northgate,1,53033001900,530330019001,11602,1,3,2,5,1,5,1,4,4,4,4,2,5,2,5,1,,,,,1,77.4382,main
14104399,5/20/2014,Tuesday,6,1,2,2,0,0,8,6,,4,6,4,OS_LI,SEATTLE,98101,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008200,530330082003,11603,1,6,2,5,1,4,1,5,4,4,4,4,1,,,,,,,,1,26.2259,main
14104400,5/20/2014,Tuesday,4,1,1,1,0,1,3,6,,4,6,2,OS_LI,SEATTLE,98101,sampleprovider,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Commercial Core,13,53033008100,530330081003,11603,1,2,2,5,1,4,2,5,4,5,4,4,4,2,5,2,Pittsburgh,PA,,0,1,59.6777,main
14104401,5/20/2014,Tuesday,4,0,1,1,0,1,3,5,,3,5,,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008200,530330082002,11603,1,2,2,5,3,4,1,4,1,2,4,2,4,2,5,2,Rochester,NY,14623,0,1,77.0347,main
14104402,5/20/2014,Tuesday,3,1,1,1,0,0,5,5,,3,5,,OS_LI,SEATTLE,98109,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle South Lake Union,Seattle School District,South Lake Union,9,53033007300,530330073002,11603,1,4,1,5,2,4,3,4,4,4,4,1,3,1,5,1,,,,,1,41.0254,main
14104403,5/20/2014,Tuesday,6,1,1,1,0,1,4,5,,3,5,2,OS_LI,SEATTLE,98144,reported,OS_LI,UVOS_LI,King,Seattle CBD,,Seattle School District,23rd & Union-Jackson,14,53033009000,530330090002,11604,1,2,2,5,1,4,3,4,3,4,4,5,5,1,1,1,,,,,1,63.2823,main
14104404,5/20/2014,Tuesday,18,1,2,2,0,0,8,4,,2,4,1,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Chinatown-International District,13,53033009200,530330092001,11603,1,4,2,5,1,5,1,5,3,3,5,4,3,2,5,1,,,,,1,46.4138,main
14104405,5/20/2014,Tuesday,7,1,1,1,0,1,4,7,,5,7,2,OS_LI,SEATTLE,98101,sampleprovider,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Denny Triangle,12,53033007300,530330073002,11603,1,4,2,5,5,4,1,5,4,5,5,4,4,1,1,1,,,,,0,29.8815,main
14104406,5/20/2014,Tuesday,11,1,2,2,0,2,6,8,,5,8,,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,First Hill,11,53033008300,530330083001,11603,1,1,2,5,4,4,4,4,4,4,4,4,4,1,5,2,Pasadena,CA,91101,0,0,34.4236,main
14104407,5/20/2014,Tuesday,3,1,1,1,0,1,4,6,,4,6,3,OS_LI,SEATTLE,98122,sampleprovider,OS_LI,UVOS_LI,King,Seattle CBD,,Seattle School District,Madison-Miller,14,53033007900,530330079005,11604,1,3,2,5,1,5,1,5,3,4,5,2,5,2,5,1,,,,,0,46.0113,main
14104408,5/20/2014,Tuesday,7,1,1,1,0,0,3,5,,3,5,,OS_LI,SEATTLE,98122,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033007900,530330079005,11604,1,1,2,5,3,5,3,5,4,5,4,4,5,2,1,1,,,,,0,70.1427,main
14104409,5/20/2014,Tuesday,8,1,1,1,0,0,4,2,,1,2,2,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Pioneer Square,13,53033009200,530330092002,11603,1,5,2,5,3,4,3,4,2,4,4,3,3,,,,,,,,0,90.0515,main
14104410,5/20/2014,Tuesday,2,0,1,1,0,0,4,1,,1,1,,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Pioneer Square,13,53033009200,530330092002,11603,1,2,2,5,3,1,3,1,3,3,1,3,3,2,7,1,,,,,0,102.8351,main
14104411,5/20/2014,Tuesday,8,1,1,1,0,1,4,5,,3,5,3,OS_LI,SEATTLE,98144,reported,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,23rd & Union-Jackson,14,53033009400,530330094002,11605,1,4,1,5,3,5,3,4,4,4,4,3,4,1,5,1,,,,,0,61.2818,main
14104412,5/20/2014,Tuesday,8,1,2,2,0,2,7,6,,4,6,7,OS_LI,SEATTLE,98144,reported,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,North Rainier,17,53033009500,530330095002,11604,1,6,1,2,3,5,4,5,3,3,5,4,5,,,,,,,,0,44.1293,main
14104413,5/20/2014,Tuesday,4,1,1,1,0,1,3,6,,4,6,,OS_LI,SEATTLE,98122,reported,OS_LI,OS_LI,King,Seattle CBD,,Seattle School District,,,53033008600,530330086001,11604,1,4,2,2,1,4,1,5,4,4,1,3,5,2,5,1,,,,,0,142.5192,main
14104414,5/20/2014,Tuesday,4,1,1,1,0,1,3,3,,2,3,1,OS_LI,SEATTLE,98122,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,12th Avenue,11,53033008600,530330086003,11604,1,2,2,5,3,1,3,1,2,3,1,2,1,2,1,1,,,,,0,112.5821,main
14104415,5/20/2014,Tuesday,2,1,1,1,0,1,3,6,,4,6,2,OS_LI,SEATTLE,98122,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,12th Avenue,11,53033008600,530330086002,11604,1,4,2,5,3,5,1,5,5,3,5,4,5,4,5,1,,,,,0,68.5133,main
14104416,5/20/2014,Tuesday,5,1,1,1,0,1,4,4,,2,4,1,OS_LI,SEATTLE,98104,reported,OS_LI,UVOS_LI,King,Seattle CBD,Seattle Downtown,Seattle School District,Chinatown-International District,13,53033009200,530330092001,11603,1,4,1,5,1,5,1,5,3,3,5,2,4,2,1,1,,,,,0,70.9283,main
14104417,5/20/2014,Tuesday,8,2,4,3,1,2,2,4,,2,4,2,OS_LI,SEATTLE,98108,reported,OS_LI,OS_LI,King,West-South Seattle,,Seattle School District,,,53033010100,530330101004,11604,1,7,1,1,1,5,5,2,3,4,4,1,4,,,,,,,,0,387.3533,main
14104418,5/20/2014,Tuesday,10,2,3,2,1,2,1,7,,5,7,4,OS_LI,SEATTLE,98118,sampleprovider,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,Rainier Beach,18,53033011800,530330118006,11604,1,4,1,1,5,5,2,4,2,4,4,1,1,1,5,1,,,,,0,70.7194,main
14104419,5/20/2014,Tuesday,6,1,5,2,3,1,1,5,,3,5,4,OS_LI,SEATTLE,98118,reported,OS_LI,UVOS_LI,King,West-South Seattle,,Seattle School District,Rainier Beach,18,53033011800,530330118006,11604,1,5,1,1,4,5,1,5,1,3,5,1,5,,,,,,,,0,258.6094,main
14104420,5/20/2014,Tuesday,11,2,4,3,1,1,2,2,,1,2,,OS_LI,FEDERAL WAY,98003,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030006,530330300062,11612,1,5,2,5,1,5,5,5,4,1,5,1,5,,,,,,,,0,674.2777,main
14104421,5/20/2014,Tuesday,10,2,2,2,0,0,8,98,4,4,6,4,OS_LI,FEDERAL WAY,98023,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030201,530330302011,11612,1,7,1,1,3,3,3,3,5,4,3,3,3,,,,,,,,0,101.3667,main
14104422,5/20/2014,Tuesday,3,1,1,1,0,0,5,1,,1,1,,OS_LI,KENT,98030,sampleprovider,REG_MI,REG_MI,King,Renton-FedWay-Kent,,Kent School District,,,53033029504,530330295042,11613,1,5,2,5,3,5,3,5,3,5,3,3,3,,,,,,,,0,1070.7929,main
14104423,5/20/2014,Tuesday,9,1,2,2,0,0,7,2,,1,2,4,OS_LI,KENT,98031,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Kent School District,,,53033029408,530330294081,11613,1,7,2,4,3,5,4,2,2,2,2,2,5,,,,,,,,0,300.2199,main
14104424,5/20/2014,Tuesday,20,2,4,2,2,1,1,3,,2,3,4,OS_LI,FEDERAL WAY,98003,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Federal Way School District,,,53033030314,530330303141,11612,1,4,2,1,5,5,5,4,3,5,1,2,4,2,3,1,,,,,0,304.4811,main
14104425,5/20/2014,Tuesday,4,1,1,1,0,1,5,3,,2,3,2,OS_LI,AUBURN,98002,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Auburn School District,,,53033030600,530330306004,11614,1,3,2,5,3,5,3,5,4,5,5,4,5,2,1,1,,,,,0,231.8702,main
14104426,5/20/2014,Tuesday,7,1,1,1,0,0,5,2,,1,2,5,OS_LI,ISSAQUAH,98029,reported,OS_LI,OS_LI,King,East Side,,Issaquah School District,,,53033032208,530330322082,11609,1,5,1,5,5,4,1,5,5,5,1,2,1,,,,,,,,0,181.8277,main
14104427,5/20/2014,Tuesday,8,2,2,2,0,0,8,4,,2,4,5,OS_LI,KENT,98031,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Kent School District,,,53033029407,530330294073,11613,1,7,1,1,3,5,5,4,3,5,3,3,3,,,,,,,,0,255.8514,main
14104428,5/20/2014,Tuesday,0,0,1,1,0,0,5,3,,2,3,2,OS_LI,KENT,98030,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,Kent,Kent School District,,,53033029203,530330292032,11613,1,7,2,5,3,5,3,1,4,5,1,1,3,,,,,,,,0,189.2049,main
14104429,5/20/2014,Tuesday,8,1,2,2,0,2,6,3,,2,3,4,OS_LI,BURIEN,98166,reported,OS_LI,OS_LI,King,West-South Seattle,,Highline School District,,,53033027500,530330275003,11611,1,1,2,5,1,5,3,5,2,3,4,4,5,2,5,2,,,,1,0,278.2502,main
14104430,5/20/2014,Tuesday,10,5,5,4,1,4,2,5,,3,5,,OS_LI,KENT,98031,reported,REG_MI,REG_MI,King,Renton-FedWay-Kent,,Kent School District,,,53033029306,530330293061,11613,1,5,1,1,4,5,4,4,4,4,3,4,4,,,,,,,,0,1189.6683,main
14104431,5/20/2014,Tuesday,4,1,1,1,0,1,4,3,,2,3,2,OS_LI,SEATTLE,98146,sampleprovider,OS_LI,OS_LI,King,West-South Seattle,,Highline School District,,,53033026801,530330268014,11611,1,5,2,5,4,4,4,4,4,4,5,4,5,,,,,,,,0,242.0526,main
14104432,5/20/2014,Tuesday,6,0,2,2,0,0,7,2,,1,2,3,OS_LI,SEATTLE,98168,reported,OS_LI,OS_LI,King,Renton-FedWay-Kent,,Highline School District,,,53033026400,530330264002,11611,1,6,2,5,3,5,1,5,1,1,5,1,3,,,,,,,,0,251.8034,main
14104433,5/20/2014,Tuesday,12,2,3,2,1,2,2,8,,5,8,3,OS_LI,BOTHELL,98021,reported,REG_HI,REG_HI,Snohomish,Suburban Snohomish,,Northshore School District,,,53061051917,530610519171,11704,1,1,1,1,5,5,5,5,3,5,4,4,4,2,2,1,,,,,0,320.062,main
14104434,5/20/2014,Tuesday,5,0,2,2,0,2,7,4,,2,4,5,OS_LI,SILVERDALE,98383,reported,OS_LI,OS_LI,Kitsap,Kitsap,Silverdale,Central Kitsap School District,,,53035091201,530350912011,11801,1,6,2,5,3,4,1,5,3,3,5,3,5,,,,,,,,0,204.278,main
14104435,5/20/2014,Tuesday,4,1,1,1,0,0,5,98,2,2,3,2,OS_LI,TACOMA,98407,reported,OS_LI,OS_LI,Pierce,Tacoma,,Tacoma Public Schools,,,53053060904,530530609044,11501,1,2,4,5,3,5,3,5,5,5,4,4,3,1,5,2,San Diego,CA,,0,0,64.1267,main
14104436,5/20/2014,Tuesday,13,2,3,2,1,2,1,7,,5,7,4,OS_LI,TACOMA,98405,reported,OS_LI,OS_LI,Pierce,Tacoma,,Tacoma Public Schools,,,53053061100,530530611002,11501,1,5,1,1,4,5,3,4,4,3,2,4,5,,,,,,,,0,133.4659,main
14104437,5/20/2014,Tuesday,6,2,2,2,0,0,7,98,3,3,5,7,BOS_HI,BELLEVUE,98005,sampleprovider,BOS_HI,BOS_HI,King,East Side,,Bellevue School District,,,53033023604,530330236043,11608,1,5,2,5,3,5,3,3,5,3,5,4,5,,,,,,,,0,86.7874,main
14104438,5/20/2014,Tuesday,9,2,3,2,1,2,2,9,,5,9,7,BREG_HI,BELLEVUE,98008,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023403,530330234032,11608,1,5,1,2,5,4,5,3,1,1,4,5,5,,,,,,,,0,291.1448,main
14104439,5/20/2014,Tuesday,17,2,2,2,0,2,7,2,,1,2,7,BREG_HI,BELLEVUE,98005,sampleprovider,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023500,530330235001,11608,1,7,1,1,1,5,4,5,2,4,4,4,5,,,,,,,,0,599.5306,main
14104440,5/20/2014,Tuesday,8,3,3,3,0,2,7,7,,5,7,5,BREG_HI,BELLEVUE,98008,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023300,530330233004,11608,1,6,1,1,3,5,3,5,5,5,5,5,3,,,,,,,,0,123.5138,main
14104441,5/20/2014,Tuesday,2,2,2,2,0,0,8,98,98,98,7,8,BREG_HI,REDMOND,98052,reported,BREG_HI,BREG_HI,King,East Side,,Lake Washington School District,,,53033022803,530330228032,11607,1,7,1,1,1,4,1,4,4,4,4,2,1,,,,,,,,0,100.3317,main
14104442,5/20/2014,Tuesday,17,1,3,2,1,1,1,8,,5,8,7,BREG_HI,REDMOND,98052,reported,BREG_HI,BREG_HI,King,East Side,,Lake Washington School District,,,53033022802,530330228022,11607,1,5,1,1,3,4,5,4,4,3,4,4,5,,,,,,,,0,149.0266,main
14104443,5/20/2014,Tuesday,6,1,1,1,0,1,4,5,,3,5,6,BREG_HI,BELLEVUE,98008,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023100,530330231001,11608,1,7,1,1,2,1,1,2,2,3,3,2,2,,,,,,,,0,212.5076,main
14104444,5/20/2014,Tuesday,8,1,3,2,1,2,2,6,,4,6,5,BREG_HI,BELLEVUE,98008,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033023202,530330232022,11608,1,5,1,1,3,1,2,1,2,2,1,1,2,,,,,,,,0,286.4906,main
14104445,5/20/2014,Tuesday,8,1,1,1,0,1,5,98,98,98,4,7,BREG_HI,BELLEVUE,98006,reported,BREG_HI,BREG_HI,King,East Side,,Bellevue School District,,,53033024701,530330247011,11608,1,7,1,1,5,5,5,5,5,3,3,5,5,,,,,,,,0,273.4116,main
14104446,5/20/2014,Tuesday,4,1,1,1,0,1,3,2,,1,2,,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Aurora-Licton Springs,2,53033001800,530330018003,11601,1,1,2,2,3,5,3,4,4,4,5,5,5,2,5,1,,,,,0,176.8029,main
14104447,5/20/2014,Tuesday,9,1,2,2,0,1,7,9,,5,9,7,BOS_HI,BELLEVUE,98004,reported,BOS_HI,BOS_HI,King,East Side,Bellevue,Bellevue School District,,,53033023803,530330238031,11608,1,5,1,5,3,2,1,5,2,4,2,5,3,,,,,,,,0,47.958,main
14104448,5/20/2014,Tuesday,14,1,2,2,0,2,7,7,,5,7,5,OS_HI,SEATTLE,98117,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033002900,530330029002,11601,1,6,1,1,1,5,1,1,3,3,5,2,5,,,,,,,,0,46.5718,main
14104449,5/20/2014,Tuesday,4,1,1,1,0,1,3,5,,3,5,5,OS_HI,SEATTLE,98107,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033003400,530330034001,11601,1,4,2,1,3,5,3,4,4,3,5,4,4,2,1,1,,,,,0,133.3792,main
14104450,5/20/2014,Tuesday,17,2,3,3,0,3,7,8,,5,8,6,OS_HI,SEATTLE,98119,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033005900,530330059002,11603,1,1,1,1,1,4,1,5,4,4,5,3,5,1,2,1,,,,,0,216.7618,main
14104451,5/20/2014,Tuesday,8,1,2,2,0,2,7,10,,5,10,6,OS_HI,SEATTLE,98119,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033006000,530330060003,11603,1,5,1,1,1,2,2,5,2,2,5,2,5,,,,,,,,0,54.5242,main
14104452,5/20/2014,Tuesday,2,1,1,1,0,1,4,4,,2,4,6,OS_HI,SEATTLE,98199,sampleprovider,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033005700,530330057002,11603,1,6,1,1,5,5,3,5,5,5,5,5,5,,,,,,,,0,132.6902,main
14104453,5/20/2014,Tuesday,11,2,2,2,0,2,7,10,,5,10,8,OS_HI,SEATTLE,98112,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033006200,530330062002,11604,1,7,1,1,1,5,5,5,3,5,1,4,5,,,,,,,,0,83.8967,main
14104454,5/20/2014,Tuesday,6,2,2,2,0,1,6,4,,2,4,5,OS_HI,SEATTLE,98102,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Eastlake,7,53033006100,530330061004,11603,1,4,2,5,3,5,1,5,4,4,5,3,5,2,1,1,,,,,0,104.3559,main
14104455,5/20/2014,Tuesday,5,1,1,1,0,1,4,7,,5,7,7,OS_HI,SEATTLE,98102,reported,REG_HI,REG_HI,King,Seattle CBD,,Seattle School District,,,53033006200,530330062003,11604,1,4,1,1,3,5,3,5,3,4,5,4,5,1,5,1,,,,,0,172.6323,main
14104456,5/20/2014,Tuesday,5,1,2,2,0,2,7,98,98,98,7,6,OS_HI,SEATTLE,98109,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Upper Queen Anne,8,53033007000,530330070001,11603,1,3,1,5,3,5,3,4,4,1,4,3,5,2,1,1,,,,,0,32.3821,main
14104457,5/20/2014,Tuesday,3,1,1,1,0,1,3,5,,3,5,6,OS_HI,SEATTLE,98109,reported,OS_HI,OS_HI,King,Seattle CBD,,Seattle School District,,,53033006700,530330067004,11603,1,4,2,5,1,4,1,4,3,4,3,4,5,2,1,1,,,,,0,153.5498,main
14104458,5/20/2014,Tuesday,4,0,1,1,0,1,4,6,,4,6,5,OS_HI,SEATTLE,98112,reported,OS_HI,UVOS_HI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033006500,530330065003,11604,1,6,2,5,3,5,3,5,2,1,5,2,5,,,,,,,,0,48.7933,main
14104459,5/20/2014,Tuesday,8,3,2,2,0,1,8,98,98,98,5,5,OS_HI,SEATTLE,98126,reported,OS_HI,OS_HI,King,West-South Seattle,,Seattle School District,,,53033011600,530330116001,11605,1,7,1,1,5,5,4,5,4,4,5,4,4,,,,,,,,0,143.0228,main
14104460,5/20/2014,Tuesday,7,3,2,2,0,2,7,7,,5,7,5,OS_HI,SHORELINE,98133,reported,OS_HI,OS_HI,King,North Seattle-Shoreline,,Shoreline School District,,,53033020200,530330202002,11606,1,6,1,1,1,5,5,1,4,2,1,4,1,,,,,,,,0,83.4949,main
14104461,5/20/2014,Tuesday,1,1,1,1,0,0,4,2,,1,2,5,OS_HI,SEATTLE,98119,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,Upper Queen Anne,8,53033007000,530330070004,11603,1,6,1,5,3,5,3,5,4,4,4,3,5,,,,,,,,0,101.749,main
14104462,5/20/2014,Tuesday,5,1,1,1,0,0,4,4,,2,4,6,OS_HI,VASHON,98070,reported,OS_HI,OS_HI,King,West-South Seattle,,Vashon Island School District,,,53033027702,530330277021,11612,1,2,1,1,5,4,2,4,4,5,3,3,3,2,1,1,,,,,0,136.9312,main
14104463,5/20/2014,Tuesday,5,2,2,2,0,0,8,7,,5,7,5,OS_HI,VASHON,98070,reported,OS_HI,OS_HI,King,West-South Seattle,,Vashon Island School District,,,53033027702,530330277024,11612,2,5,1,1,2,1,3,3,3,3,4,3,1,,,,,,,,0,67.9699,main
14104464,5/20/2014,Tuesday,13,3,3,3,0,1,7,6,,4,6,4,OS_HI,SEATAC,98198,reported,OS_HI,OS_HI,King,Renton-FedWay-Kent,,Highline School District,,,53033028801,530330288012,11611,1,7,1,1,3,3,1,3,3,5,3,4,3,,,,,,,,0,120.042,main
14104465,5/20/2014,Tuesday,10,0,1,1,0,1,4,4,,2,4,7,OS_HI,BAINBRIDGE ISLAND,98110,reported,OS_HI,OS_HI,Kitsap,Kitsap,,Bainbridge Island School District,,,53035090700,530350907001,11801,1,5,1,1,3,4,4,4,1,5,4,1,1,,,,,,,,0,159.6967,main
14104466,5/20/2014,Tuesday,11,2,2,2,0,1,6,7,,5,7,6,OS_HI,SEATTLE,98103,sampleprovider,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,,,53033004900,530330049003,11601,1,1,2,5,2,5,1,5,3,4,4,2,3,2,5,1,,,,,1,38.1891,main
14104467,5/20/2014,Tuesday,2,1,1,1,0,1,4,5,,3,5,5,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Fremont,5,53033005400,530330054003,11601,1,2,2,5,3,4,3,5,3,3,5,3,5,2,2,2,tucson,AZ,85701,0,1,54.1001,main
14104468,5/20/2014,Tuesday,14,2,2,2,0,1,6,7,,5,7,5,OS_HI,SEATTLE,98103,reported,OS_HI,UVOS_HI,King,North Seattle-Shoreline,,Seattle School District,Fremont,5,53033005400,530330054003,11601,1,5,1,5,3,4,3,5,3,4,4,4,3,,,,,,,,1,38.1891,main
14104469,5/20/2014,Tuesday,6,1,1,1,0,1,4,6,,4,6,5,OS_MI,SEATTLE,98103,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Greenwood-Phinney Ridge,2,53033001701,530330017011,11601,2,5,1,5,3,5,1,5,2,5,4,5,5,,,,,,,,0,32.0481,main
14104470,5/20/2014,Tuesday,10,2,3,3,0,1,7,2,,1,2,4,OS_MI,SEATTLE,98125,reported,OS_MI,OS_MI,King,North Seattle-Shoreline,,Seattle School District,,,53033000700,530330007002,11602,1,5,1,1,3,5,3,4,4,5,4,5,5,,,,,,,,0,149.089,main
14104471,5/20/2014,Tuesday,7,1,2,1,1,1,2,1,,1,1,7,BREG_MI,BELLEVUE,98006,reported,BREG_MI,BREG_MI,King,East Side,,Bellevue School District,,,53033024800,530330248003,11608,2,1,2,5,5,5,5,4,4,4,4,4,5,1,1,1,,,,,0,796.209,main
14104472,5/20/2014,Tuesday,3,1,2,2,0,2,7,8,,5,8,7,OS_HI,SEATTLE,98121,reported,OS_HI,UVOS_HI,King,Seattle CBD,Seattle Downtown,Seattle School District,Belltown,12,53033008001,530330080014,11603,1,2,1,5,2,4,2,5,3,2,5,2,2,2,5,1,,,,,1,32.4513,main
14104473,5/20/2014,Tuesday,26,1,2,2,0,0,8,9,,5,9,,OS_HI,SEATTLE,98121,reported,OS_HI,UVOS_HI,King,Seattle CBD,Seattle Downtown,Seattle School District,Belltown,12,53033008001,530330080013,11603,4,5,1,5,3,2,1,4,2,4,4,3,4,,,,,,,,1,22.4685,main
14104474,5/20/2014,Tuesday,6,0,1,1,0,1,3,4,,2,4,,OS_HI,SEATTLE,98121,reported,OS_HI,UVOS_HI,King,Seattle CBD,Seattle Downtown,Seattle School District,Belltown,12,53033008001,530330080013,11603,1,3,2,5,3,4,3,5,1,3,4,1,5,2,5,2,Fayetteville,AR,,0,1,112.0019,main
14104475,5/20/2014,Tuesday,6,2,2,2,0,2,7,6,,4,6,6,BREG_MI,BELLEVUE,98007,reported,BREG_MI,BREG_MI,King,East Side,,Bellevue School District,,,53033023201,530330232011,11608,1,7,1,1,1,1,5,5,1,5,1,5,5,,,,,,,,0,140.0798,main
14104476,5/20/2014,Tuesday,15,1,2,2,0,1,6,5,,3,5,,BREG_MI,REDMOND,98052,sampleprovider,BREG_MI,BREG_MI,King,East Side,,Lake Washington School District,,,53033022902,530330229023,11607,1,3,2,5,3,5,3,4,3,4,4,2,5,2,5,1,,,,,0,144.5979,main
14104477,5/20/2014,Tuesday,10,1,2,2,0,2,6,6,,4,6,,BREG_MI,REDMOND,98052,reported,BREG_MI,BREG_MI,King,East Side,,Lake Washington School District,,,53033022902,530330229024,11607,1,1,2,5,3,5,2,4,2,4,5,4,5,2,5,2,New York,NY,10025,0,0,124.3956,main
14104478,5/20/2014,Tuesday,2,1,1,1,0,1,4,7,,5,7,,OS_HI,SEATTLE,98122,reported,OS_HI,UVOS_HI,King,Seattle CBD,,Seattle School District,23rd & Union-Jackson,14,53033008800,530330088002,11604,1,5,1,2,3,4,1,5,4,4,4,4,3,,,,,,,,1,38.7619,main
14104479,5/20/2014,Tuesday,12,0,2,2,0,2,6,5,,3,5,,OS_HI,SEATTLE,98104,reported,OS_HI,UVOS_HI,King,West-South Seattle,Seattle Downtown,Seattle School District,Pioneer Square,13,53033009300,530330093002,11605,1,1,2,5,2,5,1,5,1,5,5,2,5,2,5,1,,,,,1,74.7055,main
14104480,5/20/2014,Tuesday,6,1,2,2,0,2,8,4,,2,4,3,OS_HI,SEATTLE,98144,reported,OS_HI,UVOS_HI,King,West-South Seattle,,Seattle School District,North Beacon Hill,17,53033009400,530330094004,11605,1,6,2,5,5,5,1,5,1,3,1,1,1,,,,,,,,1,92.6764,main
14104482,5/20/2014,Tuesday,4,1,1,1,0,1,5,2,,1,2,5,OS_MI,SEATTLE,98102,reported,OS_MI,UVOS_MI,King,Seattle CBD,Seattle First Hill/Capitol Hill,Seattle School District,Capitol Hill,9,53033006500,530330065002,11604,1,6,1,5,1,5,5,1,5,3,2,1,5,,,,,,,,0,127.8401,main
14104483,5/20/2014,Tuesday,6,1,1,1,0,0,5,4,,2,4,5,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033004700,530330047004,11601,1,4,1,4,3,5,3,5,4,5,5,2,4,2,3,1,,,,,0,42.2135,main
14104484,5/20/2014,Tuesday,2,1,1,1,0,1,4,4,,2,4,,OS_MI,SEATTLE,98107,reported,OS_MI,UVOS_MI,King,North Seattle-Shoreline,,Seattle School District,Ballard,6,53033004700,530330047004,11601,1,4,2,5,3,4,3,5,3,4,5,3,4,1,5,1,,,,,0,56.7178,main
