hhno,pno,pptyp,pagey,pgend,pwtyp,pwpcl,pwtaz,pwautime,pwaudist,pstyp,pspcl,pstaz,psautime,psaudist,puwmode,puwarrp,puwdepp,ptpass,ppaidprk,pdiary,pproxy,psexpfac
17119597,4,4.0,2,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,7.94382016391046
17119622,1,1.0,30,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,190.701331327237
17119622,2,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,190.701331327237
17119622,3,4.0,2,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,190.701331327237
17119681,1,1.0,30,1,1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,16.1000000008027
17119742,1,1.0,30,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,20.7901525050963
17119742,2,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,20.7901525050963
17119768,1,1.0,60,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2.71291586208527
17119768,2,4.0,60,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,2.71291586208527
17119780,1,5.0,21,2,1,-1,-1,-1,-1,2.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,386.399999976877
17119780,2,8.0,2,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,386.399999976877
17119790,1,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,244.357545958089
17119790,2,1.0,40,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,244.357545958089
17119790,3,7.0,2,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,244.357545958089
17119790,4,8.0,2,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,244.357545958089
17119808,1,3.0,70,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,193.137207216492
17119813,1,1.0,60,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,13.9183211242543
17119833,1,4.0,60,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,4.2750000002132
17119864,1,1.0,30,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,23.9558535324349
17119867,1,4.0,40,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,20.7794652302993
17119867,2,4.0,40,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,20.7794652302993
17119880,1,1.0,50,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,475.275000012929
17119880,2,1.0,50,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,475.275000012929
17119886,1,5.0,21,1,2,-1,-1,-1,-1,2.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,25.4615275729701
17119922,1,4.0,60,1,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,14.8001152417019
17119922,2,1.0,70,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,14.8001152417019
17119926,1,1.0,40,2,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,632.647280273587
17119926,2,1.0,40,1,1,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,632.647280273587
17119926,3,8.0,2,2,0,-1,-1,-1,-1,0.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,632.647280273587
