hhno,pno,tsvid,day,mode,opurp,dpurp,deptm,otaz,dtaz,opcl,dpcl,oadtyp,dadtyp,arrtm,trexpfac,travcost,travtime,travdist,pathtype,personid
17100458,1710045801,D00204,4,3.0,0.0,3.0,985,1623.0,1380.0,-1,-1,1,4,1010,14.3750000050984,-1,-1,-1,1,1727146259
17100458,1710045801,D00205,4,4.0,3.0,8.0,1015,1380.0,1993.0,-1,-1,4,4,1035,14.3750000050984,-1,-1,-1,1,1727146259
17100458,1710045801,D00206,4,4.0,8.0,6.0,1160,1993.0,1989.0,-1,-1,4,4,1170,14.3750000050984,-1,-1,-1,1,1727146259
17100458,1710045801,D00207,4,4.0,6.0,3.0,1215,1989.0,1380.0,-1,-1,4,4,1230,14.3750000050984,-1,-1,-1,1,1727146259
17100458,1710045801,D00208,4,3.0,3.0,0.0,1230,1380.0,1623.0,-1,-1,4,1,1255,14.3750000050984,-1,-1,-1,1,1727146259
17100482,1710048201,D00214,4,3.0,0.0,1.0,490,341.0,291.0,-1,-1,1,4,510,35.0998299303549,-1,-1,-1,1,1727148683
17100482,1710048201,D00215,4,3.0,1.0,5.0,1020,291.0,289.0,-1,-1,4,4,1025,70.19965983615923,-1,-1,-1,1,1727148683
17100482,1710048201,D00216,4,3.0,5.0,0.0,1060,289.0,341.0,-1,-1,4,1,1090,40.36480440886046,-1,-1,-1,1,1727148683
17100760,1710076001,D00261,4,4.0,0.0,3.0,480,772.0,665.0,-1,-1,1,4,515,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00262,4,3.0,3.0,6.0,515,665.0,628.0,-1,-1,4,4,540,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00263,4,3.0,6.0,7.0,630,628.0,658.0,-1,-1,4,4,650,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00264,4,3.0,7.0,5.0,720,658.0,660.0,-1,-1,4,4,735,2947.2569512462433,-1,-1,-1,1,1727176761
17100760,1710076001,D00265,4,3.0,5.0,0.0,760,660.0,772.0,-1,-1,4,1,780,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00266,4,5.0,0.0,3.0,900,772.0,665.0,-1,-1,1,4,915,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00267,4,4.0,3.0,5.0,915,665.0,963.0,-1,-1,4,4,940,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076001,D00268,4,4.0,5.0,0.0,970,963.0,772.0,-1,-1,4,1,1000,1694.6727467593166,-1,-1,-1,1,1727176761
17100760,1710076002,D00269,4,3.0,0.0,5.0,695,772.0,774.0,-1,-1,1,4,720,2947.2569512462433,-1,-1,-1,1,1727176762
17100760,1710076002,D00270,4,3.0,5.0,0.0,755,774.0,772.0,-1,-1,4,1,780,2947.2569512462433,-1,-1,-1,1,1727176762
17100760,1710076002,D00271,4,3.0,0.0,1.0,905,772.0,1255.0,-1,-1,1,4,940,1473.62847599998,-1,-1,-1,1,1727176762
17100760,1710076002,D00272,4,3.0,1.0,0.0,10,1255.0,772.0,-1,-1,4,1,45,1473.62847599998,-1,-1,-1,1,1727176762
17100760,1710076003,D00273,4,4.0,0.0,2.0,480,772.0,665.0,-1,-1,1,4,515,1473.62847599998,-1,-1,-1,1,1727176763
17100760,1710076003,D00276,4,4.0,2.0,5.0,915,665.0,963.0,-1,-1,4,4,940,1694.6727467593166,-1,-1,-1,1,1727176763
17100760,1710076003,D00277,4,4.0,5.0,0.0,970,963.0,772.0,-1,-1,4,1,1000,1694.6727467593166,-1,-1,-1,1,1727176763
17100760,1710076004,D00278,4,6.0,0.0,2.0,405,772.0,1798.0,-1,-1,1,4,470,1473.62847599998,-1,-1,-1,1,1727176764
17100760,1710076004,D00279,4,6.0,2.0,0.0,1055,1798.0,772.0,-1,-1,4,1,1130,1473.62847599998,-1,-1,-1,1,1727176764
17100836,1710083601,D00333,4,3.0,0.0,1.0,400,324.0,2309.0,-1,-1,1,4,435,14.0763945064891,-1,-1,-1,1,1727184437
17100836,1710083601,D00334,4,3.0,1.0,0.0,1055,2309.0,324.0,-1,-1,4,1,1095,14.0763945064891,-1,-1,-1,1,1727184437
17100836,1710083602,D00335,4,4.0,0.0,3.0,490,324.0,273.0,-1,-1,1,4,505,16.187853682462467,-1,-1,-1,1,1727184438
17100836,1710083602,D00336,4,3.0,3.0,1.0,505,273.0,39.0,-1,-1,4,4,525,16.187853682462467,-1,-1,-1,1,1727184438
17100836,1710083602,D00337,4,3.0,1.0,3.0,930,39.0,273.0,-1,-1,4,4,950,16.187853682462467,-1,-1,-1,1,1727184438
17100836,1710083602,D00338,4,4.0,3.0,0.0,955,273.0,324.0,-1,-1,4,1,985,16.187853682462467,-1,-1,-1,1,1727184438
17100836,1710083603,D00339,4,4.0,0.0,2.0,490,324.0,273.0,-1,-1,1,4,505,14.0763945064891,-1,-1,-1,1,1727184439
17100836,1710083603,D00340,4,4.0,2.0,0.0,955,273.0,324.0,-1,-1,4,1,985,14.0763945064891,-1,-1,-1,1,1727184439
17100837,1710083701,D00341,4,1.0,0.0,9.0,470,425.0,427.0,-1,-1,1,4,480,27.3443363152244,-1,-1,-1,1,1727184538
17100837,1710083701,D00342,4,1.0,9.0,1.0,545,427.0,566.0,-1,-1,4,4,560,27.3443363152244,-1,-1,-1,1,1727184538
17100837,1710083701,D00343,4,1.0,1.0,6.0,750,566.0,566.0,-1,-1,4,4,755,27.3443363152244,-1,-1,-1,1,1727184538
17100837,1710083701,D00344,4,1.0,6.0,1.0,770,566.0,566.0,-1,-1,4,4,775,27.3443363152244,-1,-1,-1,1,1727184538
17100837,1710083701,D00345,4,1.0,1.0,0.0,1050,566.0,425.0,-1,-1,4,1,1065,27.3443363152244,-1,-1,-1,1,1727184538
17100889,1710088901,D00357,4,3.0,0.0,1.0,580,1676.0,1910.0,-1,-1,1,4,655,4.2750000002132005,-1,-1,-1,1,1727189790
17100889,1710088901,D00358,4,3.0,1.0,0.0,1060,1910.0,1676.0,-1,-1,4,1,1070,4.2750000002132005,-1,-1,-1,1,1727189790
17100889,1710088901,D00359,4,3.0,0.0,8.0,1075,1676.0,1929.0,-1,-1,1,4,1080,4.9162500007321865,-1,-1,-1,1,1727189790
17100889,1710088901,D00360,4,3.0,8.0,4.0,1165,1929.0,1675.0,-1,-1,4,4,1170,4.9162500007321865,-1,-1,-1,1,1727189790
17100889,1710088901,D00361,4,3.0,4.0,0.0,1175,1675.0,1676.0,-1,-1,4,1,1180,8.55000000140046,-1,-1,-1,1,1727189790
17100892,1710089201,D00362,4,4.0,0.0,3.0,525,1657.0,1715.0,-1,-1,1,4,535,3.0474999997624783,-1,-1,-1,1,1727190093
17100892,1710089201,D00363,4,3.0,3.0,1.0,540,1715.0,1616.0,-1,-1,4,4,560,3.0474999997624783,-1,-1,-1,1,1727190093
17100892,1710089201,D00364,4,3.0,1.0,3.0,1160,1616.0,1715.0,-1,-1,4,4,1175,3.0474999997624783,-1,-1,-1,1,1727190093
17100892,1710089201,D00365,4,4.0,3.0,0.0,1180,1715.0,1657.0,-1,-1,4,1,1190,3.0474999997624783,-1,-1,-1,1,1727190093
17100892,1710089202,D00366,4,4.0,0.0,2.0,525,1657.0,1715.0,-1,-1,1,4,535,2.6500000001321298,-1,-1,-1,1,1727190094
17100892,1710089202,D00367,4,4.0,2.0,0.0,1180,1715.0,1657.0,-1,-1,4,1,1190,2.6500000001321298,-1,-1,-1,1,1727190094
17100908,1710090801,D00368,4,3.0,0.0,1.0,435,805.0,452.0,-1,-1,1,4,530,22.2854043434589,-1,-1,-1,1,1727191709
17100908,1710090801,D00369,4,3.0,1.0,0.0,975,452.0,805.0,-1,-1,4,1,1030,22.2854043434589,-1,-1,-1,1,1727191709
17100957,1710095701,D00392,4,9.0,0.0,1.0,330,554.0,105.0,-1,-1,1,4,350,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00393,4,5.0,1.0,6.0,735,105.0,289.0,-1,-1,4,4,745,58.16787548735822,-1,-1,-1,1,1727196658
17100957,1710095701,D00394,4,5.0,6.0,1.0,760,289.0,105.0,-1,-1,4,4,775,58.16787548735822,-1,-1,-1,1,1727196658
17100957,1710095701,D00395,4,6.0,1.0,5.0,1050,105.0,220.0,-1,-1,4,4,1075,58.16787548735822,-1,-1,-1,1,1727196658
17100957,1710095701,D00396,4,1.0,5.0,5.0,1110,220.0,218.0,-1,-1,4,4,1115,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00397,4,1.0,5.0,5.0,1130,218.0,218.0,-1,-1,4,4,1160,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00398,4,6.0,5.0,0.0,1200,218.0,554.0,-1,-1,4,1,1260,58.16787548735822,-1,-1,-1,1,1727196658
17100957,1710095701,D00399,4,1.0,0.0,6.0,1290,554.0,554.0,-1,-1,1,4,1300,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00400,4,1.0,6.0,6.0,1325,554.0,566.0,-1,-1,4,4,1340,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00401,4,1.0,6.0,8.0,1350,566.0,553.0,-1,-1,4,4,1355,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095701,D00402,4,1.0,8.0,0.0,1380,553.0,554.0,-1,-1,4,1,1395,50.5807612885221,-1,-1,-1,1,1727196658
17100957,1710095702,D00403,4,9.0,0.0,1.0,315,554.0,438.0,-1,-1,1,4,330,50.5807612885221,-1,-1,-1,1,1727196659
17100957,1710095702,D00404,4,6.0,1.0,5.0,810,438.0,280.0,-1,-1,4,4,870,58.16787548735822,-1,-1,-1,1,1727196659
17100957,1710095702,D00405,4,1.0,5.0,5.0,920,280.0,304.0,-1,-1,4,4,930,50.5807612885221,-1,-1,-1,1,1727196659
17100957,1710095702,D00406,4,6.0,5.0,0.0,945,304.0,554.0,-1,-1,4,1,980,58.16787548735822,-1,-1,-1,1,1727196659
17100957,1710095702,D00407,4,1.0,0.0,6.0,1290,554.0,554.0,-1,-1,1,4,1300,50.5807612885221,-1,-1,-1,1,1727196659
17100957,1710095702,D00408,4,1.0,6.0,6.0,1325,554.0,566.0,-1,-1,4,4,1340,50.5807612885221,-1,-1,-1,1,1727196659
17100957,1710095702,D00409,4,1.0,6.0,8.0,1350,566.0,553.0,-1,-1,4,4,1355,50.5807612885221,-1,-1,-1,1,1727196659
17100957,1710095702,D00410,4,1.0,8.0,0.0,1380,553.0,554.0,-1,-1,4,1,1395,50.5807612885221,-1,-1,-1,1,1727196659
17101064,1710106401,D00443,4,1.0,0.0,4.0,630,772.0,772.0,-1,-1,1,4,635,6331.669632081011,-1,-1,-1,1,1727207465
17101064,1710106401,D00444,4,1.0,4.0,0.0,750,772.0,772.0,-1,-1,4,1,755,6331.669632081011,-1,-1,-1,1,1727207465
17101079,1710107901,D00445,4,6.0,0.0,1.0,450,3395.0,2919.0,-1,-1,1,4,495,5601.817525347011,-1,-1,-1,1,1727208980
17101079,1710107901,D00446,4,4.0,1.0,0.0,795,2919.0,3395.0,-1,-1,4,1,825,5601.817525347011,-1,-1,-1,1,1727208980
17101079,1710107901,D00447,4,2.0,0.0,8.0,1140,3395.0,3399.0,-1,-1,1,4,1150,5601.817525347011,-1,-1,-1,1,1727208980
17101079,1710107901,D00448,4,2.0,8.0,0.0,1230,3399.0,3395.0,-1,-1,4,1,1240,5601.817525347011,-1,-1,-1,1,1727208980
17101240,1710124001,D00480,4,3.0,0.0,3.0,480,3394.0,3401.0,-1,-1,1,4,490,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00481,4,4.0,3.0,3.0,505,3401.0,3280.0,-1,-1,4,4,525,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00482,4,3.0,3.0,0.0,525,3280.0,3394.0,-1,-1,4,1,545,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00483,4,1.0,0.0,8.0,720,3394.0,3368.0,-1,-1,1,4,750,267.42500000706,-1,-1,-1,1,1727225241
17101240,1710124001,D00484,4,1.0,8.0,0.0,750,3368.0,3394.0,-1,-1,4,1,770,267.42500000706,-1,-1,-1,1,1727225241
17101240,1710124001,D00485,4,3.0,0.0,3.0,835,3394.0,3280.0,-1,-1,1,4,855,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00486,4,4.0,3.0,0.0,915,3280.0,3394.0,-1,-1,4,1,950,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00487,4,4.0,0.0,3.0,1030,3394.0,3401.0,-1,-1,1,4,1045,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00488,4,3.0,3.0,4.0,1045,3401.0,3392.0,-1,-1,4,4,1055,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00489,4,3.0,4.0,0.0,1060,3392.0,3394.0,-1,-1,4,1,1065,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00490,4,3.0,0.0,6.0,1175,3394.0,3049.0,-1,-1,1,4,1195,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00491,4,3.0,6.0,4.0,1230,3049.0,3344.0,-1,-1,4,4,1240,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124001,D00492,4,3.0,4.0,0.0,1240,3344.0,3394.0,-1,-1,4,1,1250,307.538750008119,-1,-1,-1,1,1727225241
17101240,1710124002,D00493,4,3.0,0.0,4.0,570,3394.0,3338.0,-1,-1,1,4,585,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00494,4,3.0,4.0,4.0,600,3338.0,3365.0,-1,-1,4,4,610,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00495,4,3.0,4.0,4.0,615,3365.0,3333.0,-1,-1,4,4,625,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00496,4,3.0,4.0,4.0,630,3333.0,3365.0,-1,-1,4,4,640,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00497,4,3.0,4.0,4.0,640,3365.0,3333.0,-1,-1,4,4,650,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00498,4,3.0,4.0,0.0,650,3333.0,3394.0,-1,-1,4,1,660,534.85000001412,-1,-1,-1,1,1727225242
17101240,1710124002,D00499,4,4.0,0.0,3.0,720,3394.0,2794.0,-1,-1,1,4,750,307.538750008119,-1,-1,-1,1,1727225242
17101240,1710124002,D00500,4,5.0,3.0,8.0,765,2794.0,3016.0,-1,-1,4,4,795,307.538750008119,-1,-1,-1,1,1727225242
17101240,1710124002,D00501,4,5.0,8.0,3.0,1095,3016.0,2794.0,-1,-1,4,4,1120,307.538750008119,-1,-1,-1,1,1727225242
17101240,1710124002,D00502,4,4.0,3.0,6.0,1140,2794.0,3049.0,-1,-1,4,4,1155,307.538750008119,-1,-1,-1,1,1727225242
17101240,1710124002,D00503,4,4.0,6.0,0.0,1200,3049.0,3394.0,-1,-1,4,1,1210,307.538750008119,-1,-1,-1,1,1727225242
17101319,1710131901,D00522,4,6.0,0.0,1.0,585,628.0,486.0,-1,-1,1,4,605,12.3054716603466,-1,-1,-1,1,1727233220
17101319,1710131901,D00523,4,6.0,1.0,0.0,1050,486.0,628.0,-1,-1,4,1,1065,12.3054716603466,-1,-1,-1,1,1727233220
17101335,1710133501,D00524,4,5.0,0.0,1.0,550,1578.0,1581.0,-1,-1,1,4,580,494.848040488068,-1,-1,-1,1,1727234836
17101335,1710133501,D00525,4,1.0,1.0,6.0,1050,1581.0,1580.0,-1,-1,4,4,1055,494.848040488068,-1,-1,-1,1,1727234836
17101335,1710133501,D00526,4,1.0,6.0,0.0,1090,1580.0,1578.0,-1,-1,4,1,1105,494.848040488068,-1,-1,-1,1,1727234836
17101504,1710150401,D00559,4,1.0,0.0,3.0,485,91.0,136.0,-1,-1,1,4,495,15.732281935528901,-1,-1,-1,1,1727251905
17101504,1710150401,D00560,4,6.0,3.0,1.0,495,136.0,432.0,-1,-1,4,4,540,18.09212422585823,-1,-1,-1,1,1727251905
17101504,1710150401,D00561,4,1.0,1.0,6.0,780,432.0,433.0,-1,-1,4,4,785,15.732281935528901,-1,-1,-1,1,1727251905
17101504,1710150401,D00562,4,1.0,6.0,1.0,810,433.0,432.0,-1,-1,4,4,815,15.732281935528901,-1,-1,-1,1,1727251905
17101504,1710150401,D00563,4,3.0,1.0,3.0,1050,432.0,430.0,-1,-1,4,4,1065,15.732281935528901,-1,-1,-1,1,1727251905
17101504,1710150401,D00565,4,4.0,3.0,0.0,1065,430.0,91.0,-1,-1,4,1,1100,15.732281935528901,-1,-1,-1,1,1727251905
17101504,1710150402,D00566,4,3.0,0.0,8.0,355,91.0,175.0,-1,-1,1,4,360,18.09212422585823,-1,-1,-1,1,1727251906
17101504,1710150402,D00567,4,3.0,8.0,0.0,420,175.0,91.0,-1,-1,4,1,425,18.09212422585823,-1,-1,-1,1,1727251906
17101504,1710150402,D00568,4,4.0,0.0,6.0,475,91.0,131.0,-1,-1,1,4,485,31.464563871057802,-1,-1,-1,1,1727251906
17101504,1710150402,D00569,4,4.0,6.0,3.0,485,131.0,430.0,-1,-1,4,4,510,18.09212422585823,-1,-1,-1,1,1727251906
17101504,1710150402,D00570,4,1.0,3.0,1.0,525,430.0,486.0,-1,-1,4,4,555,15.732281935528901,-1,-1,-1,1,1727251906
17101504,1710150402,D00572,4,1.0,1.0,1.0,675,486.0,435.0,-1,-1,4,4,690,15.732281935528901,-1,-1,-1,1,1727251906
17101504,1710150402,D00573,4,1.0,1.0,6.0,785,435.0,433.0,-1,-1,4,4,790,15.732281935528901,-1,-1,-1,1,1727251906
17101504,1710150402,D00574,4,1.0,6.0,1.0,810,433.0,432.0,-1,-1,4,4,815,15.732281935528901,-1,-1,-1,1,1727251906
17101504,1710150402,D00575,4,3.0,1.0,7.0,990,432.0,416.0,-1,-1,4,4,1010,18.09212422585823,-1,-1,-1,1,1727251906
17101504,1710150402,D00576,4,4.0,7.0,0.0,1245,416.0,91.0,-1,-1,4,1,1260,18.09212422585823,-1,-1,-1,1,1727251906
17101504,1710150403,D00577,4,1.0,0.0,2.0,485,91.0,136.0,-1,-1,1,4,495,15.732281935528901,-1,-1,-1,1,1727251907
17101504,1710150403,D00578,4,1.0,2.0,0.0,960,136.0,91.0,-1,-1,4,1,975,15.732281935528901,-1,-1,-1,1,1727251907
17101504,1710150404,D00579,4,4.0,0.0,6.0,475,91.0,131.0,-1,-1,1,4,485,31.464563871057802,-1,-1,-1,1,1727251908
17101504,1710150404,D00580,4,4.0,6.0,2.0,485,131.0,430.0,-1,-1,4,4,510,18.09212422585823,-1,-1,-1,1,1727251908
17101504,1710150404,D00581,4,4.0,2.0,0.0,1065,430.0,91.0,-1,-1,4,1,1100,15.732281935528901,-1,-1,-1,1,1727251908
17101545,1710154501,D00586,4,1.0,0.0,8.0,515,1674.0,1653.0,-1,-1,1,4,530,4.72179662096849,-1,-1,-1,1,1727256046
17101545,1710154501,D00587,4,4.0,8.0,7.0,590,1653.0,1910.0,-1,-1,4,4,610,5.43006611733606,-1,-1,-1,1,1727256046
17101545,1710154501,D00588,4,4.0,7.0,0.0,675,1910.0,1674.0,-1,-1,4,1,690,5.43006611733606,-1,-1,-1,1,1727256046
17101545,1710154501,D00589,4,3.0,0.0,3.0,870,1674.0,1662.0,-1,-1,1,4,885,5.43006611733606,-1,-1,-1,1,1727256046
17101545,1710154501,D00590,4,4.0,3.0,5.0,890,1662.0,1929.0,-1,-1,4,4,915,5.43006611733606,-1,-1,-1,1,1727256046
17101545,1710154501,D00591,4,4.0,5.0,0.0,960,1929.0,1674.0,-1,-1,4,1,975,5.43006611733606,-1,-1,-1,1,1727256046
17101545,1710154501,D00592,4,1.0,0.0,8.0,1065,1674.0,1652.0,-1,-1,1,4,1080,4.72179662096849,-1,-1,-1,1,1727256046
17101545,1710154501,D00593,4,1.0,8.0,5.0,1110,1652.0,1674.0,-1,-1,4,4,1125,4.72179662096849,-1,-1,-1,1,1727256046
17101545,1710154501,D00594,4,1.0,5.0,0.0,1140,1674.0,1674.0,-1,-1,4,1,1145,4.72179662096849,-1,-1,-1,1,1727256046
17101545,1710154502,D00595,4,6.0,0.0,2.0,420,1674.0,1662.0,-1,-1,1,4,450,4.72179662096849,-1,-1,-1,1,1727256047
17101545,1710154502,D00597,4,4.0,2.0,5.0,890,1662.0,1929.0,-1,-1,4,4,915,5.43006611733606,-1,-1,-1,1,1727256047
17101545,1710154502,D00598,4,4.0,5.0,0.0,960,1929.0,1674.0,-1,-1,4,1,975,5.43006611733606,-1,-1,-1,1,1727256047
17101545,1710154502,D00599,4,1.0,0.0,8.0,990,1674.0,1657.0,-1,-1,1,4,1010,4.72179662096849,-1,-1,-1,1,1727256047
17101545,1710154502,D00600,4,1.0,8.0,0.0,1035,1657.0,1674.0,-1,-1,4,1,1055,4.72179662096849,-1,-1,-1,1,1727256047
17101617,1710161701,D00614,4,3.0,0.0,1.0,630,1674.0,1615.0,-1,-1,1,4,645,4.27500000021316,-1,-1,-1,1,1727263318
17101617,1710161701,D00615,4,3.0,1.0,5.0,1095,1615.0,1674.0,-1,-1,4,4,1105,4.916250000877791,-1,-1,-1,1,1727263318
17101617,1710161701,D00616,4,3.0,5.0,0.0,1125,1674.0,1674.0,-1,-1,4,1,1130,8.55000000042632,-1,-1,-1,1,1727263318
17101635,1710163501,D00617,4,6.0,0.0,1.0,270,4.0,505.0,-1,-1,1,4,355,15.9473638350496,-1,-1,-1,1,1727265136
17101635,1710163501,D00618,4,6.0,1.0,0.0,780,505.0,4.0,-1,-1,4,1,855,15.9473638350496,-1,-1,-1,1,1727265136
17101667,1710166701,D00624,4,1.0,0.0,8.0,645,363.0,363.0,-1,-1,1,4,675,557.4,-1,-1,-1,1,1727268368
17101667,1710166701,D00625,4,1.0,8.0,0.0,705,363.0,363.0,-1,-1,4,1,735,557.4,-1,-1,-1,1,1727268368
17101667,1710166701,D00626,4,3.0,0.0,1.0,735,363.0,362.0,-1,-1,1,4,740,557.4,-1,-1,-1,1,1727268368
17101667,1710166701,D00627,4,3.0,1.0,1.0,830,362.0,97.0,-1,-1,4,4,850,641.0099999999999,-1,-1,-1,1,1727268368
17101667,1710166701,D00628,4,3.0,1.0,4.0,860,97.0,48.0,-1,-1,4,4,870,641.0099999999999,-1,-1,-1,1,1727268368
17101667,1710166701,D00629,4,3.0,4.0,1.0,880,48.0,5.0,-1,-1,4,4,895,641.0099999999999,-1,-1,-1,1,1727268368
17101667,1710166701,D00630,4,3.0,1.0,4.0,900,5.0,1878.0,-1,-1,4,4,905,1114.8,-1,-1,-1,1,1727268368
