,hhno,hhsize,hhvehs,hhwkrs,hhftw,hhptw,hhret,hhoad,hhuni,hhhsc,hh515,hhcu5,hhincome,hownrent,hrestype,hhparcel,hhtaz,hhexpfac
1670,17127622,2,2,1,1,0,1,0,0,0,0,0,225000,1,1,-1,-1,-1
1671,17127625,2,2,2,2,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
1672,17127630,2,1,1,0,0,1,1,0,0,0,0,225000,1,2,-1,-1,-1
1673,17127637,3,2,1,1,0,0,1,0,0,0,1,150000,1,1,-1,-1,-1
1674,17127689,2,1,2,2,0,0,0,0,0,0,0,5000,2,3,-1,-1,-1
1675,17127693,4,2,3,2,1,0,0,0,1,1,0,42500,1,1,-1,-1,-1
1676,17127702,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1677,17127743,4,1,1,1,0,0,1,0,0,0,2,300000,2,3,-1,-1,-1
1678,17127765,1,1,0,0,0,1,0,0,0,0,0,42500,1,3,-1,-1,-1
1679,17127771,2,2,0,0,0,1,1,0,0,0,0,125000,1,1,-1,-1,-1
1680,17127809,2,1,0,0,0,2,0,0,0,0,0,125000,1,3,-1,-1,-1
1681,17127811,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
1682,17127821,1,1,1,0,0,0,1,0,0,0,0,5000,1,3,-1,-1,-1
1683,17127823,1,1,1,1,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1684,17127850,2,2,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1685,17127880,2,2,1,1,0,1,0,0,0,0,0,125000,1,1,-1,-1,-1
1686,17127918,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1687,17127921,4,2,2,2,0,0,0,0,0,2,0,225000,1,1,-1,-1,-1
1688,17127923,1,1,0,0,0,1,0,0,0,0,0,-1,1,1,-1,-1,-1
1689,17127928,2,2,2,0,0,0,2,0,0,0,0,62500,2,3,-1,-1,-1
1690,17127967,1,1,0,0,0,1,0,0,0,0,0,125000,3,3,-1,-1,-1
1691,17128000,2,1,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1692,17128020,1,1,1,1,0,0,0,0,0,0,0,17500,1,3,-1,-1,-1
1693,17128054,4,1,2,1,0,0,1,1,0,0,2,225000,1,6,-1,-1,-1
1694,17128057,3,3,3,3,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1695,17128059,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
1696,17128073,1,0,0,0,0,0,1,0,0,0,0,5000,3,6,-1,-1,-1
1697,17128081,2,2,1,1,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
1698,17128089,2,1,0,0,0,0,2,0,0,0,0,5000,2,3,-1,-1,-1
1699,17128148,1,1,1,1,0,0,0,0,0,0,0,62500,2,1,-1,-1,-1
1700,17128155,2,2,2,1,1,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1701,17128169,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1702,17128170,1,1,1,0,1,0,0,0,0,0,0,30000,2,3,-1,-1,-1
1703,17128189,2,1,2,2,0,0,0,1,0,0,0,42500,2,3,-1,-1,-1
1704,17128194,1,0,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1705,17128199,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1706,17128226,2,0,0,0,0,0,2,2,0,0,0,42500,2,3,-1,-1,-1
1707,17128234,1,0,0,0,0,1,0,0,0,0,0,30000,2,3,-1,-1,-1
1708,17128239,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1709,17128251,2,1,2,2,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
1710,17128254,3,3,3,3,0,0,0,1,0,0,0,175000,2,1,-1,-1,-1
1711,17128260,1,1,0,0,0,1,0,0,0,0,0,30000,1,1,-1,-1,-1
1712,17128264,2,2,2,1,1,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1713,17128278,2,2,2,1,1,0,0,0,0,0,0,-1,1,3,-1,-1,-1
1714,17128297,1,1,0,0,0,1,0,0,0,0,0,30000,2,1,-1,-1,-1
1715,17128302,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1716,17128306,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1717,17128318,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1718,17128321,1,0,0,0,0,0,1,1,0,0,0,12500,2,3,-1,-1,-1
1719,17128325,4,1,2,1,1,0,0,0,0,2,0,175000,1,3,-1,-1,-1
1720,17128358,2,1,2,1,1,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1721,17128378,3,1,3,3,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1722,17128419,2,2,2,2,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1723,17128430,1,1,1,1,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1724,17128439,1,1,1,1,0,0,0,0,0,0,0,-1,1,2,-1,-1,-1
1725,17128445,1,0,1,0,1,0,0,0,0,0,0,42500,1,3,-1,-1,-1
1726,17128448,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1727,17128499,2,1,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1728,17128524,1,0,1,0,1,0,0,1,0,0,0,17500,2,3,-1,-1,-1
1729,17128525,2,0,1,0,1,0,1,2,0,0,0,5000,2,3,-1,-1,-1
1730,17128573,2,2,1,1,0,0,1,0,0,0,0,62500,1,1,-1,-1,-1
1731,17128578,2,1,1,1,0,0,1,2,0,0,0,17500,2,3,-1,-1,-1
1732,17128622,2,5,0,0,0,2,0,0,0,0,0,87500,1,1,-1,-1,-1
1733,17128623,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1734,17128629,1,1,1,1,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1735,17128640,2,2,2,2,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
1736,17128644,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1737,17128655,2,1,2,2,0,0,0,0,0,0,0,300000,1,3,-1,-1,-1
1738,17128667,2,0,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1739,17128676,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1740,17128679,3,2,2,2,0,0,0,0,0,1,0,175000,1,1,-1,-1,-1
1741,17128691,1,2,1,0,1,0,0,0,0,0,0,42500,1,1,-1,-1,-1
1742,17128702,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1743,17128709,1,1,1,1,0,0,0,0,0,0,0,30000,2,2,-1,-1,-1
1744,17128714,3,3,1,1,0,0,1,0,0,0,1,125000,1,3,-1,-1,-1
1745,17128748,1,1,1,0,0,0,1,0,0,0,0,42500,2,3,-1,-1,-1
1746,17128760,2,1,2,1,0,0,1,0,0,0,0,225000,2,3,-1,-1,-1
1747,17128770,2,1,1,0,1,0,1,1,0,0,0,42500,2,3,-1,-1,-1
1748,17128777,3,2,2,2,0,0,0,0,0,1,0,125000,1,3,-1,-1,-1
1749,17128802,2,2,0,0,0,2,0,0,0,0,0,-1,3,1,-1,-1,-1
1750,17128831,1,0,0,0,0,1,0,0,0,0,0,42500,2,3,-1,-1,-1
1751,17128839,2,1,1,1,0,0,1,0,0,0,0,175000,1,1,-1,-1,-1
1752,17128864,2,2,2,1,1,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1753,17128896,2,2,1,1,0,0,1,0,0,0,0,300000,1,1,-1,-1,-1
1754,17128912,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
1755,17128917,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1756,17128922,2,0,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1757,17128925,4,2,1,1,0,0,1,0,0,2,0,125000,1,1,-1,-1,-1
1758,17128928,1,1,1,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
1759,17128966,1,1,1,1,0,0,0,0,0,0,0,62500,1,1,-1,-1,-1
1760,17128974,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1761,17128976,2,2,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1762,17129007,1,2,1,1,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1763,17129010,2,2,0,0,0,2,0,0,0,0,0,62500,1,1,-1,-1,-1
1764,17129033,2,1,2,2,0,0,0,1,0,0,0,125000,2,3,-1,-1,-1
1765,17129068,2,2,2,1,0,0,1,0,0,0,0,87500,1,2,-1,-1,-1
1766,17129082,3,2,2,2,0,0,0,0,1,1,0,-1,1,1,-1,-1,-1
1767,17129085,4,1,1,1,0,0,1,0,0,1,1,125000,2,3,-1,-1,-1
1768,17129137,1,1,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
1769,17129143,2,1,2,0,0,0,2,0,0,0,0,175000,1,1,-1,-1,-1
1770,17129161,2,2,2,0,2,0,0,0,0,0,0,87500,1,3,-1,-1,-1
1771,17129170,2,1,1,0,0,0,2,1,0,0,0,62500,2,3,-1,-1,-1
1772,17129179,1,2,0,0,0,0,1,0,0,0,0,300000,1,3,-1,-1,-1
1773,17129183,2,1,2,2,0,0,0,1,0,0,0,37500,2,3,-1,-1,-1
1774,17129196,2,1,2,2,0,0,0,0,0,0,0,17500,1,1,-1,-1,-1
1775,17129238,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1776,17129243,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1777,17129265,3,1,1,1,0,0,1,0,0,0,1,125000,2,3,-1,-1,-1
1778,17129274,1,1,0,0,0,1,0,0,0,0,0,62500,1,1,-1,-1,-1
1779,17129278,2,0,1,1,0,0,0,0,0,0,1,62500,2,3,-1,-1,-1
1780,17129290,1,0,1,0,0,0,1,0,0,0,0,12500,2,3,-1,-1,-1
1781,17129305,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1782,17129309,2,1,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1783,17129312,2,1,0,0,0,0,2,0,0,0,0,17500,2,3,-1,-1,-1
1784,17129316,1,1,1,1,0,0,0,0,0,0,0,42500,2,1,-1,-1,-1
1785,17129327,2,2,2,2,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
1786,17129330,1,0,0,0,0,0,1,0,0,0,0,5000,1,1,-1,-1,-1
1787,17129340,2,0,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1788,17129346,2,1,0,0,0,2,0,0,0,0,0,42500,2,3,-1,-1,-1
1789,17129361,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1790,17129379,2,2,0,0,0,2,0,0,0,0,0,62500,1,1,-1,-1,-1
1791,17129394,2,3,0,0,0,2,0,0,0,0,0,87500,1,1,-1,-1,-1
1792,17129406,1,1,1,1,0,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1793,17129419,2,1,1,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1794,17129438,3,2,2,2,0,0,0,0,0,0,1,87500,1,1,-1,-1,-1
1795,17129466,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1796,17129474,2,2,0,0,0,2,0,0,0,0,0,62500,1,4,-1,-1,-1
1797,17129479,3,3,2,1,1,0,0,0,0,1,0,175000,1,1,-1,-1,-1
1798,17129494,2,0,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1799,17129498,3,2,2,1,0,0,1,0,0,0,1,125000,1,1,-1,-1,-1
1800,17129513,2,5,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1801,17129515,2,3,0,0,0,2,0,0,0,0,0,225000,1,3,-1,-1,-1
1802,17129523,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1803,17129559,1,0,1,1,0,0,0,1,0,0,0,17500,2,3,-1,-1,-1
1804,17129562,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1805,17129573,2,1,0,0,0,2,0,0,0,0,0,225000,1,3,-1,-1,-1
1806,17129575,4,5,3,3,0,0,1,1,0,0,0,87500,1,1,-1,-1,-1
1807,17129603,2,1,2,1,1,0,0,0,0,0,0,150000,1,3,-1,-1,-1
1808,17129609,2,1,2,2,0,0,0,0,0,0,0,62500,1,3,-1,-1,-1
1809,17129610,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1810,17129615,2,3,1,0,0,1,1,0,0,0,0,87500,1,1,-1,-1,-1
1811,17129681,3,2,2,1,1,0,0,0,0,0,1,175000,2,3,-1,-1,-1
1812,17129692,2,2,2,2,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1813,17129711,1,1,1,0,1,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1814,17129712,2,3,1,1,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
1815,17129717,4,2,3,2,1,0,1,0,0,0,0,62500,2,3,-1,-1,-1
1816,17129722,2,1,2,2,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1817,17129741,1,1,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1818,17129778,2,2,1,1,0,0,1,0,0,0,0,175000,1,1,-1,-1,-1
1819,17129782,2,1,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1820,17129793,1,0,0,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
1821,17129820,1,2,1,1,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
1822,17129827,1,0,1,1,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1823,17129846,2,1,1,1,0,0,0,0,0,1,0,175000,1,1,-1,-1,-1
1824,17129912,1,0,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1825,17129947,2,0,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1826,17129949,1,1,1,1,0,0,0,1,0,0,0,125000,2,3,-1,-1,-1
1827,17129950,2,3,2,1,0,0,1,0,0,0,0,175000,1,1,-1,-1,-1
1828,17129980,2,1,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1829,17129985,2,2,1,1,0,0,1,0,0,0,0,87500,1,1,-1,-1,-1
1830,17130014,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1831,17130035,4,2,2,2,0,0,0,0,0,1,1,225000,1,1,-1,-1,-1
1832,17130048,2,1,0,0,0,2,0,0,0,0,0,175000,2,3,-1,-1,-1
1833,17130062,3,2,1,1,0,0,1,0,0,0,1,-1,1,1,-1,-1,-1
1834,17130067,2,2,1,0,1,1,0,0,0,0,0,62500,1,3,-1,-1,-1
1835,17130084,1,0,1,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
1836,17130092,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1837,17130098,1,1,1,0,0,0,1,0,0,0,0,30000,2,3,-1,-1,-1
1838,17130101,1,3,1,0,0,0,1,0,0,0,0,125000,1,1,-1,-1,-1
1839,17130102,1,1,0,0,0,1,0,0,0,0,0,62500,2,3,-1,-1,-1
1840,17130119,2,1,2,1,1,0,0,0,0,0,0,30000,2,3,-1,-1,-1
1841,17130121,2,1,0,0,0,2,0,0,0,0,0,125000,1,1,-1,-1,-1
1842,17130143,1,1,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1843,17130155,2,1,2,1,0,0,1,0,0,0,0,125000,2,3,-1,-1,-1
1844,17130158,2,3,2,1,1,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1845,17130190,4,2,2,1,0,0,1,0,0,0,2,87500,2,3,-1,-1,-1
1846,17130195,5,2,2,2,0,0,0,0,0,1,2,225000,1,1,-1,-1,-1
1847,17130213,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1848,17130234,2,2,1,1,0,0,1,1,0,0,0,175000,2,3,-1,-1,-1
1849,17130257,1,2,0,0,0,1,0,0,0,0,0,125000,2,3,-1,-1,-1
1850,17130258,4,2,2,2,0,0,0,0,0,0,2,300000,1,1,-1,-1,-1
1851,17130289,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1852,17130291,4,3,1,1,0,0,1,0,0,0,2,87500,1,1,-1,-1,-1
1853,17130296,3,1,1,1,0,0,1,0,0,1,0,125000,1,1,-1,-1,-1
1854,17130318,2,1,0,0,0,2,0,0,0,0,0,62500,2,1,-1,-1,-1
1855,17130322,2,2,2,2,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1856,17130329,4,2,1,1,0,0,1,0,0,0,2,62500,1,1,-1,-1,-1
1857,17130335,2,2,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1858,17130406,2,2,1,1,0,0,1,0,0,0,0,87500,1,1,-1,-1,-1
1859,17130414,1,2,0,0,0,1,0,0,0,0,0,87500,1,1,-1,-1,-1
1860,17130418,4,2,2,2,0,0,0,0,0,2,0,225000,1,1,-1,-1,-1
1861,17130442,2,2,2,2,0,0,0,0,0,0,0,-1,1,1,-1,-1,-1
1862,17130451,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1863,17130452,1,0,1,1,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1864,17130472,1,0,1,1,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
1865,17130478,1,1,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
1866,17130479,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
1867,17130496,3,2,2,2,0,0,1,1,0,0,0,62500,2,3,-1,-1,-1
1868,17130499,1,1,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
1869,17130512,3,1,3,3,0,0,0,0,0,0,0,87500,2,2,-1,-1,-1
1870,17130528,3,4,3,3,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
1871,17130535,1,1,1,1,0,0,0,0,0,0,0,300000,2,3,-1,-1,-1
1872,17130588,1,1,0,0,0,1,0,0,0,0,0,42500,1,1,-1,-1,-1
1873,17130609,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1874,17130610,2,2,1,0,0,1,1,0,0,0,0,175000,1,1,-1,-1,-1
1875,17130611,2,2,2,1,1,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1876,17130622,1,1,1,1,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1877,17130635,1,0,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1878,17130644,3,1,2,2,0,0,0,0,0,0,1,175000,1,3,-1,-1,-1
1879,17130648,3,2,2,2,0,0,0,1,0,0,1,225000,1,1,-1,-1,-1
1880,17130698,2,1,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1881,17130722,2,1,1,1,0,0,1,0,0,0,0,125000,1,3,-1,-1,-1
1882,17130729,2,1,2,2,0,0,0,0,0,0,0,150000,1,3,-1,-1,-1
1883,17130731,1,1,1,1,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1884,17130740,1,0,1,0,0,0,1,0,0,0,0,30000,2,3,-1,-1,-1
1885,17130742,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1886,17130743,3,1,0,0,0,0,2,1,0,0,1,-1,2,3,-1,-1,-1
1887,17130751,1,3,1,1,0,0,0,0,0,0,0,150000,2,3,-1,-1,-1
1888,17130803,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1889,17130873,2,2,2,2,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
1890,17130893,3,2,1,1,0,0,1,0,0,0,1,42500,1,1,-1,-1,-1
1891,17130923,1,0,0,0,0,0,1,1,0,0,0,42500,2,3,-1,-1,-1
1892,17130924,2,1,1,1,0,0,1,0,0,0,0,87500,2,3,-1,-1,-1
1893,17130930,2,2,2,2,0,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1894,17130931,2,1,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
1895,17130980,1,1,0,0,0,1,0,0,0,0,0,-1,2,3,-1,-1,-1
1896,17130996,2,2,1,1,0,1,0,0,0,0,0,125000,3,1,-1,-1,-1
1897,17131005,4,2,2,1,1,0,0,0,0,0,2,150000,1,1,-1,-1,-1
1898,17131008,2,2,1,1,0,0,0,1,1,0,0,87500,2,2,-1,-1,-1
1899,17131017,2,2,2,2,0,0,0,0,0,0,0,62500,3,3,-1,-1,-1
1900,17131022,1,0,0,0,0,0,1,0,0,0,0,5000,2,3,-1,-1,-1
1901,17131029,1,0,0,0,0,1,0,0,0,0,0,5000,2,3,-1,-1,-1
1902,17131034,3,2,1,1,0,0,1,0,0,0,1,125000,2,1,-1,-1,-1
1903,17131049,2,2,0,0,0,1,1,0,0,0,0,42500,1,1,-1,-1,-1
1904,17131059,1,1,1,0,1,0,0,0,0,0,0,-1,2,3,-1,-1,-1
1905,17131065,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1906,17131066,1,1,0,0,0,1,0,0,0,0,0,62500,1,3,-1,-1,-1
1907,17131088,2,1,1,1,0,0,0,0,0,1,0,87500,2,3,-1,-1,-1
1908,17131097,1,1,0,0,0,0,1,0,0,0,0,17500,2,3,-1,-1,-1
1909,17131108,2,1,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1910,17131132,1,1,1,1,0,0,0,1,0,0,0,30000,2,3,-1,-1,-1
1911,17131162,4,1,2,2,0,0,0,0,1,2,0,125000,1,1,-1,-1,-1
1912,17131203,2,1,2,2,0,0,0,0,0,0,0,300000,1,3,-1,-1,-1
1913,17131226,1,1,0,0,0,0,1,0,0,0,0,150000,1,2,-1,-1,-1
1914,17131228,1,1,1,1,0,0,0,0,0,0,0,125000,2,2,-1,-1,-1
1915,17131229,1,1,1,0,1,0,0,0,0,0,0,125000,1,3,-1,-1,-1
1916,17131266,2,1,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1917,17131297,2,0,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1918,17131344,2,1,1,0,0,1,1,0,0,0,0,42500,2,1,-1,-1,-1
1919,17131356,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1920,17131382,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
1921,17131407,4,2,1,1,0,0,2,0,2,0,0,300000,1,1,-1,-1,-1
1922,17131440,2,2,2,2,0,0,0,0,0,0,0,175000,1,2,-1,-1,-1
1923,17131454,2,2,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1924,17131483,3,1,1,1,0,0,1,0,0,1,0,87500,2,3,-1,-1,-1
1925,17131493,1,1,0,0,0,1,0,0,0,0,0,42500,1,1,-1,-1,-1
1926,17131505,1,0,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1927,17131523,4,2,1,1,0,0,1,0,0,1,1,87500,2,1,-1,-1,-1
1928,17131547,2,2,2,2,0,0,0,0,0,0,0,300000,1,1,-1,-1,-1
1929,17131564,2,1,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1930,17131575,2,1,1,1,0,0,1,1,0,0,0,125000,2,3,-1,-1,-1
1931,17131612,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1932,17131639,4,2,1,1,0,0,1,0,0,1,1,62500,2,2,-1,-1,-1
1933,17131643,1,2,0,0,0,1,0,0,0,0,0,62500,1,1,-1,-1,-1
1934,17131654,1,0,0,0,0,1,0,0,0,0,0,17500,2,3,-1,-1,-1
1935,17131656,2,0,1,1,0,0,1,0,0,0,0,175000,2,3,-1,-1,-1
1936,17131681,2,1,2,2,0,0,0,0,0,0,0,125000,1,1,-1,-1,-1
1937,17131693,1,1,0,0,0,1,0,0,0,0,0,-1,3,1,-1,-1,-1
1938,17131703,3,2,1,1,0,0,0,0,0,2,0,150000,2,1,-1,-1,-1
1939,17131715,1,0,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1940,17131740,1,1,1,1,0,0,0,0,0,0,0,-1,1,3,-1,-1,-1
1941,17131745,2,1,1,0,1,0,1,1,0,0,0,17500,2,3,-1,-1,-1
1942,17131767,1,0,1,1,0,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1943,17131781,3,0,1,1,0,0,1,0,0,1,0,62500,2,2,-1,-1,-1
1944,17131800,2,2,2,1,0,0,1,0,0,0,0,42500,2,1,-1,-1,-1
1945,17131816,2,2,2,1,0,0,1,0,0,0,0,225000,1,3,-1,-1,-1
1946,17131824,1,0,1,0,1,0,0,0,0,0,0,17500,2,3,-1,-1,-1
1947,17131848,1,1,1,0,0,0,1,0,0,0,0,300000,1,3,-1,-1,-1
1948,17131879,2,1,1,0,0,1,1,0,0,0,0,62500,1,3,-1,-1,-1
1949,17131883,2,3,2,2,0,0,0,0,0,0,0,175000,1,1,-1,-1,-1
1950,17131884,2,1,2,2,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1951,17131898,2,2,2,2,0,0,0,0,0,0,0,125000,1,2,-1,-1,-1
1952,17131906,2,3,1,1,0,0,1,0,0,0,0,300000,1,1,-1,-1,-1
1953,17131921,1,1,1,1,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1954,17131927,2,2,0,0,0,1,1,0,0,0,0,-1,3,2,-1,-1,-1
1955,17131930,2,2,2,2,0,0,0,0,0,0,0,175000,2,3,-1,-1,-1
1956,17131958,3,1,3,3,0,0,0,0,0,0,0,225000,2,3,-1,-1,-1
1957,17131971,1,1,1,1,0,0,0,0,0,0,0,42500,2,3,-1,-1,-1
1958,17131981,1,1,1,1,0,0,0,0,0,0,0,62500,1,2,-1,-1,-1
1959,17131989,1,0,0,0,0,0,1,1,0,0,0,-1,2,3,-1,-1,-1
1960,17132001,3,3,1,1,0,0,1,0,0,1,0,42500,2,1,-1,-1,-1
1961,17132082,2,2,2,0,2,0,0,2,0,0,0,5000,2,3,-1,-1,-1
1962,17132083,4,1,1,1,0,0,1,0,0,0,2,-1,3,2,-1,-1,-1
1963,17132090,2,2,2,2,0,0,0,0,0,0,0,30000,2,3,-1,-1,-1
1964,17132091,2,1,2,1,1,0,0,0,0,0,0,42500,1,3,-1,-1,-1
1965,17132167,1,0,1,1,0,0,0,0,0,0,0,87500,2,3,-1,-1,-1
1966,17132180,3,2,2,2,0,0,0,0,0,1,0,300000,1,1,-1,-1,-1
1967,17132197,1,1,1,1,0,0,0,0,0,0,0,87500,1,2,-1,-1,-1
1968,17132235,2,1,1,1,0,0,0,0,0,1,0,87500,1,1,-1,-1,-1
1969,17132284,4,2,2,2,0,0,0,0,1,1,1,175000,2,3,-1,-1,-1
1970,17132292,2,1,1,1,0,0,0,0,1,0,0,87500,2,3,-1,-1,-1
1971,17132301,2,0,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
1972,17132302,2,2,0,0,0,2,0,0,0,0,0,-1,3,2,-1,-1,-1
1973,17132305,2,1,2,1,1,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1974,17132331,1,1,1,1,0,0,0,0,0,0,0,62500,2,3,-1,-1,-1
1975,17132333,2,1,1,1,0,0,1,1,0,0,0,-1,3,3,-1,-1,-1
1976,17132342,3,2,2,1,1,0,0,0,0,0,1,225000,1,1,-1,-1,-1
1977,17132364,2,2,2,2,0,0,0,0,0,0,0,125000,2,3,-1,-1,-1
