,hhno,pno,pptyp,pagey,pgend,pwtyp,pwpcl,pwtaz,pwautime,pwaudist,pstyp,pspcl,pstaz,psautime,psaudist,puwmode,puwarrp,puwdepp,ptpass,ppaidpark,pdiary,pproxy,psexpfac
53,17101949,1710194902,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
54,17102227,1710222701,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,2,-1
55,17102269,1710226901,4,7,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
56,17102269,1710226902,4,7,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
57,17102275,1710227501,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
58,17102275,1710227502,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,1,0,-1,2,-1
59,17102398,1710239801,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,1,-1
60,17102408,1710240801,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,2,-1
61,17102408,1710240802,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
62,17102502,1710250201,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
63,17102549,1710254901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,1,0,-1,1,-1
64,17102549,1710254902,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
65,17102577,1710257701,1,8,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
66,17102577,1710257702,4,8,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
67,17102577,1710257703,6,4,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
68,17102577,1710257704,7,2,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
69,17102618,1710261801,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1
70,17102628,1710262801,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
71,17102630,1710263001,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
72,17102783,1710278301,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
73,17102787,1710278701,4,6,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
74,17102787,1710278702,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,1,0,-1,2,-1
75,17102804,1710280401,4,8,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
76,17102819,1710281901,4,7,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
77,17102819,1710281902,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
78,17102819,1710281903,7,2,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
79,17102910,1710291001,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1
80,17102966,1710296601,4,9,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
81,17102966,1710296602,4,9,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
82,17103050,1710305001,1,8,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
83,17103050,1710305002,7,2,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
84,17103050,1710305003,7,2,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
85,17103091,1710309101,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
86,17103211,1710321101,1,9,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,1,1,-1,1,-1
87,17103302,1710330201,1,8,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,1,-1
88,17103415,1710341501,1,10,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,1,-1
89,17103415,1710341502,4,9,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
90,17103456,1710345601,4,6,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,-1
91,17103587,1710358701,4,9,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
92,17103614,1710361401,4,8,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
93,17103660,1710366001,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1
94,17103670,1710367001,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
95,17103672,1710367201,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
96,17103672,1710367202,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,-1
97,17103809,1710380901,1,7,9,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
98,17103838,1710383801,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1
99,17103838,1710383802,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,1,0,-1,1,-1
100,17104088,1710408801,4,9,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
101,17104158,1710415801,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
102,17104171,1710417101,2,7,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
103,17104222,1710422201,4,5,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
104,17104222,1710422202,4,5,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
105,17104383,1710438301,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
106,17104383,1710438302,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
107,17104424,1710442401,4,9,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
108,17104433,1710443301,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,1,-1
109,17104449,1710444901,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
110,17104449,1710444902,2,7,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
111,17104449,1710444903,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
112,17104468,1710446801,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,2,-1
113,17104563,1710456301,2,6,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
114,17104602,1710460201,1,5,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
115,17104614,1710461401,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,1,-1
116,17104639,1710463901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
117,17104639,1710463902,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,1,0,-1,1,-1
118,17104660,1710466001,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
119,17104660,1710466002,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
120,17104674,1710467401,2,9,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
121,17104945,1710494501,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
122,17104945,1710494502,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
123,17105064,1710506401,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1
124,17105098,1710509801,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,2,-1
125,17105172,1710517201,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
126,17105172,1710517202,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
127,17105201,1710520101,-1,10,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
128,17105205,1710520501,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
129,17105207,1710520701,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
130,17105221,1710522101,1,8,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
131,17105316,1710531601,2,6,1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
132,17105316,1710531602,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
133,17105483,1710548301,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1
134,17105483,1710548302,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
135,17105549,1710554901,1,8,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
136,17105581,1710558101,4,7,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
137,17105614,1710561401,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
138,17105645,1710564501,1,9,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
139,17105645,1710564502,2,8,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
140,17105645,1710564503,2,5,2,2,-1,-1,-1,-1,1,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
141,17105785,1710578501,4,7,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
142,17105785,1710578502,1,8,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
143,17105814,1710581401,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,1,-1
144,17105864,1710586401,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,2,-1
145,17105864,1710586402,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
146,17105864,1710586403,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
147,17105939,1710593901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,1,-1
148,17105939,1710593902,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
149,17105939,1710593903,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
150,17106028,1710602801,2,6,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
151,17106028,1710602802,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,1,0,-1,1,-1
152,17106190,1710619001,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
153,17106349,1710634901,1,8,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
154,17106643,1710664301,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
155,17106847,1710684701,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
156,17106949,1710694901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
157,17106949,1710694902,2,6,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
158,17107020,1710702001,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
159,17107020,1710702002,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
160,17107020,1710702003,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
161,17107020,1710702004,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
162,17107220,1710722001,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
163,17107319,1710731901,1,5,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
164,17107319,1710731902,1,5,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,1,-1
165,17107342,1710734201,4,7,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,2,-1
166,17107342,1710734202,7,2,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
167,17107410,1710741001,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
168,17107488,1710748801,4,8,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
169,17107488,1710748802,4,8,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
170,17107519,1710751901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,0,0,-1,2,-1
171,17107519,1710751902,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
172,17107689,1710768901,1,9,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,1,-1
173,17107689,1710768902,2,9,1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
174,17107885,1710788501,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
175,17107902,1710790201,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
176,17107902,1710790202,4,7,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
177,17107902,1710790203,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
178,17107907,1710790701,3,10,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
179,17107945,1710794501,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,0,-1,1,-1
180,17108000,1710800001,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
181,17108043,1710804301,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
182,17108281,1710828101,2,6,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
183,17108513,1710851301,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
184,17108513,1710851302,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
185,17108536,1710853601,1,8,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,1,-1
186,17108536,1710853602,2,7,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
187,17108536,1710853603,8,1,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
188,17108536,1710853604,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
189,17108595,1710859501,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1
190,17108595,1710859502,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1
191,17108678,1710867801,4,8,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
192,17108735,1710873501,1,6,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
193,17108798,1710879801,3,10,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
194,17108798,1710879802,3,10,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
195,17108918,1710891801,-1,10,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
196,17108982,1710898201,1,5,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,0,-1,1,-1
197,17109109,1710910901,1,6,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,1,0,-1,1,-1
198,17109128,1710912801,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,0,0,-1,2,-1
199,17109128,1710912802,2,7,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,3,-1,-1,0,0,-1,2,-1
200,17109128,1710912803,8,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
201,17109298,1710929801,4,7,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
202,17109298,1710929802,4,8,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
203,17109407,1710940701,1,7,2,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,0,-1,1,-1
204,17109547,1710954701,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,5,-1,-1,1,0,-1,1,-1
205,17109547,1710954702,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
206,17109547,1710954703,1,7,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,1,1,-1,1,-1
207,17109601,1710960101,1,9,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,3,-1,-1,0,1,-1,2,-1
208,17109601,1710960102,2,8,2,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
209,17109601,1710960103,6,4,2,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,2,-1
210,17109615,1710961501,4,6,2,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,1,-1
